Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.03.721.5520;Λοιπές επιστροφές ποσών που καταβάλλονται χωρίς να οφείλονται;0,00;40,48;40,48;40,48;0,00;40,48;0,00;40,48;0,00;40,48;0,00;0,00;0,00;-40,48;40,48
06.03.721.5529;Λοιπές επιστροφές ποσών που καταβάλλονται χωρίς να οφείλονται;0,00;40,48;40,48;40,48;0,00;40,48;0,00;40,48;0,00;40,48;0,00;0,00;0,00;-40,48;40,48
06.03.721.5590;Επιστροφή χρημάτων λοιπών περιπτώσεων;0,00;0,00;0,00;2.352,85;-2.352,85;2.352,85;0,00;2.352,85;-2.352,85;2.352,85;-2.352,85;0,00;0,00;-2.352,85;0,00
06.03.721.5599;Επιστροφή χρημάτων λοιπών περιπτώσεων;0,00;0,00;0,00;2.352,85;-2.352,85;2.352,85;0,00;2.352,85;-2.352,85;2.352,85;-2.352,85;0,00;0,00;-2.352,85;0,00
06.03.721.Τ000;Ταμειακό Υπόλοιπο;487.990,80;1.399.817,28;1.887.808,08;0,00;1.887.808,08;0,00;0,00;0,00;1.887.808,08;0,00;1.887.808,08;0,00;0,00;0,00;1.887.808,08
06.03.721.ΤΑ00;Ταμειακό Υπόλοιπο;487.990,80;1.399.817,28;1.887.808,08;0,00;1.887.808,08;0,00;0,00;0,00;1.887.808,08;0,00;1.887.808,08;0,00;0,00;0,00;1.887.808,08
06.03.721.ΤΑΜ0;Ταμειακό Υπόλοιπο;487.990,80;1.399.817,28;1.887.808,08;0,00;1.887.808,08;0,00;0,00;0,00;1.887.808,08;0,00;1.887.808,08;0,00;0,00;0,00;1.887.808,08
06.03.721.ΤΑΜΥ;Ταμειακό Υπόλοιπο;487.990,80;1.399.817,28;1.887.808,08;0,00;1.887.808,08;0,00;0,00;0,00;1.887.808,08;0,00;1.887.808,08;0,00;0,00;0,00;1.887.808,08
06.03.721.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο ΝΤ εφάπαξ;45.400,35;1.147,77;46.548,12;0,00;46.548,12;0,00;0,00;0,00;46.548,12;0,00;46.548,12;0,00;0,00;0,00;46.548,12
06.03.721.ΤΑΜΥ.02;Ταμειακό Υπόλοιπο λογ/σμού 2346;0,00;264.065,06;264.065,06;0,00;264.065,06;0,00;0,00;0,00;264.065,06;0,00;264.065,06;0,00;0,00;0,00;264.065,06
06.03.721.ΤΑΜΥ.03;Ταμειακό Υπόλοιπο Προστίμων Ανάπτυξης και στηθαίων;0,00;149.315,58;149.315,58;0,00;149.315,58;0,00;0,00;0,00;149.315,58;0,00;149.315,58;0,00;0,00;0,00;149.315,58
06.03.721.ΤΑΜΥ.04;Ταμειακό Υπόλοιπο  2520-60;442.402,64;718.839,62;1.161.242,26;0,00;1.161.242,26;0,00;0,00;0,00;1.161.242,26;0,00;1.161.242,26;0,00;0,00;0,00;1.161.242,26
06.03.721.ΤΑΜΥ.05;Ταμειαό Υπόλοιπο  Βιομηχανίας - Πρόστιμα;0,00;3.840,01;3.840,01;0,00;3.840,01;0,00;0,00;0,00;3.840,01;0,00;3.840,01;0,00;0,00;0,00;3.840,01
06.03.721.ΤΑΜΥ.06;Ταμειαό Υπόλοιπο Βιομηχανίας - Παράβολα;0,00;20.211,50;20.211,50;0,00;20.211,50;0,00;0,00;0,00;20.211,50;0,00;20.211,50;0,00;0,00;0,00;20.211,50
06.03.721.ΤΑΜΥ.07;Ταμειαό Υπόλοιπο Κοινωνικής Πρόνοιας - Παράβολα;0,00;2.925,55;2.925,55;0,00;2.925,55;0,00;0,00;0,00;2.925,55;0,00;2.925,55;0,00;0,00;0,00;2.925,55
06.03.721.ΤΑΜΥ.08;Ταμειακό Υπόλοιπο 2346-35;187,81;4,01;191,82;0,00;191,82;0,00;0,00;0,00;191,82;0,00;191,82;0,00;0,00;0,00;191,82
06.03.721.ΤΑΜΥ.10;Ταμειακό Υπόλοιπο Δ/νσης Ανάπτυξης - Λαϊκών αγορών;0,00;168.785,25;168.785,25;0,00;168.785,25;0,00;0,00;0,00;168.785,25;0,00;168.785,25;0,00;0,00;0,00;168.785,25
06.03.721.ΤΑΜΥ.11;Ταμειακό Υπόλοιπο Δ/νσης Βιομηχανίας - Παράβολα 2295-91;0,00;70.682,93;70.682,93;0,00;70.682,93;0,00;0,00;0,00;70.682,93;0,00;70.682,93;0,00;0,00;0,00;70.682,93
06.03.722;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ (τ.Ν.Τ.);39.996,31;219.719,38;259.715,69;83.639,04;176.076,65;83.639,04;0,00;83.639,04;176.076,65;83.639,04;176.076,65;0,00;0,00;-83.639,04;259.715,69
06.03.722.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;39.996,31;0,00;39.996,31;83.639,04;-43.642,73;83.639,04;0,00;83.639,04;-43.642,73;83.639,04;-43.642,73;0,00;0,00;-83.639,04;39.996,31
06.03.722.1200;Έσοδα από τέλη και δικαιώματα;39.996,31;0,00;39.996,31;83.639,04;-43.642,73;83.639,04;0,00;83.639,04;-43.642,73;83.639,04;-43.642,73;0,00;0,00;-83.639,04;39.996,31
06.03.722.1230;Έσοδα τέως ταμείου Οδοποίας Νομού;39.996,31;0,00;39.996,31;83.639,04;-43.642,73;83.639,04;0,00;83.639,04;-43.642,73;83.639,04;-43.642,73;0,00;0,00;-83.639,04;39.996,31
06.03.722.1237;Έσοδα τέως ταμείου Οδοποίας Νομού;39.996,31;0,00;39.996,31;83.639,04;-43.642,73;83.639,04;0,00;83.639,04;-43.642,73;83.639,04;-43.642,73;0,00;0,00;-83.639,04;39.996,31
06.03.722.Τ000;Ταμειακό Υπόλοιπο;0,00;219.719,38;219.719,38;0,00;219.719,38;0,00;0,00;0,00;219.719,38;0,00;219.719,38;0,00;0,00;0,00;219.719,38
06.03.722.ΤΑ00;Ταμειακό Υπόλοιπο;0,00;219.719,38;219.719,38;0,00;219.719,38;0,00;0,00;0,00;219.719,38;0,00;219.719,38;0,00;0,00;0,00;219.719,38
06.03.722.ΤΑΜ0;Ταμειακό Υπόλοιπο;0,00;219.719,38;219.719,38;0,00;219.719,38;0,00;0,00;0,00;219.719,38;0,00;219.719,38;0,00;0,00;0,00;219.719,38
06.03.722.ΤΑΜΥ;Ταμειακό Υπόλοιπο;0,00;219.719,38;219.719,38;0,00;219.719,38;0,00;0,00;0,00;219.719,38;0,00;219.719,38;0,00;0,00;0,00;219.719,38
06.03.722.ΤΑΜΥ.ΤΕΟ;Ταμειακό Υπόλοιπο έργων ΤΕΟ;0,00;219.719,38;219.719,38;0,00;219.719,38;0,00;0,00;0,00;219.719,38;0,00;219.719,38;0,00;0,00;0,00;219.719,38
06.03.723;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΑΝΑΠΤΥΞΙΑΚΟΣ ΠΡΟΫΠΟΛΟΓΙΣΜΟΣ;0,00;2,63;2,63;5,19;-2,56;5,19;0,00;5,19;-2,56;5,19;-2,56;0,00;0,00;-5,19;2,63
06.03.723.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;2,63;2,63;5,19;-2,56;5,19;0,00;5,19;-2,56;5,19;-2,56;0,00;0,00;-5,19;2,63
06.03.723.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;2,63;2,63;5,19;-2,56;5,19;0,00;5,19;-2,56;5,19;-2,56;0,00;0,00;-5,19;2,63
06.03.723.3510;Τόκοι από καταθέσεις σε Τράπεζες;0,00;2,63;2,63;5,19;-2,56;5,19;0,00;5,19;-2,56;5,19;-2,56;0,00;0,00;-5,19;2,63
06.03.723.3511;Τόκοι από καταθέσεις σε Τράπεζες;0,00;2,63;2,63;5,19;-2,56;5,19;0,00;5,19;-2,56;5,19;-2,56;0,00;0,00;-5,19;2,63
06.03.723.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002193-65);0,00;2,63;2,63;5,19;-2,56;5,19;0,00;5,19;-2,56;5,19;-2,56;0,00;0,00;-5,19;2,63
06.03.724;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ  ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;1.626.880,51;1.081.360,41;2.708.240,92;0,00;2.708.240,92;0,00;0,00;0,00;2.708.240,92;0,00;2.708.240,92;0,00;0,00;0,00;2.708.240,92
06.03.724.1000;Νομαρχειακό Πρόγραμμα Επενδύσεων χρηματοδοτούμενο από Κ.Α.Π.;1.626.880,51;-195.202,24;1.431.678,27;0,00;1.431.678,27;0,00;0,00;0,00;1.431.678,27;0,00;1.431.678,27;0,00;0,00;0,00;1.431.678,27
06.03.724.1200;Έσοδα από τέλη και δικαιώματα;1.626.880,51;-195.202,24;1.431.678,27;0,00;1.431.678,27;0,00;0,00;0,00;1.431.678,27;0,00;1.431.678,27;0,00;0,00;0,00;1.431.678,27
06.03.724.1250;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;1.626.880,51;-195.202,24;1.431.678,27;0,00;1.431.678,27;0,00;0,00;0,00;1.431.678,27;0,00;1.431.678,27;0,00;0,00;0,00;1.431.678,27
06.03.724.1251;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;1.626.880,51;-195.202,24;1.431.678,27;0,00;1.431.678,27;0,00;0,00;0,00;1.431.678,27;0,00;1.431.678,27;0,00;0,00;0,00;1.431.678,27
06.03.724.Τ000;Ταμειακό Υπόλοιπο;0,00;1.276.562,65;1.276.562,65;0,00;1.276.562,65;0,00;0,00;0,00;1.276.562,65;0,00;1.276.562,65;0,00;0,00;0,00;1.276.562,65
06.03.724.ΤΑ00;Ταμειακό Υπόλοιπο;0,00;1.276.562,65;1.276.562,65;0,00;1.276.562,65;0,00;0,00;0,00;1.276.562,65;0,00;1.276.562,65;0,00;0,00;0,00;1.276.562,65
06.03.724.ΤΑΜ0;Ταμειακό Υπόλοιπο;0,00;1.276.562,65;1.276.562,65;0,00;1.276.562,65;0,00;0,00;0,00;1.276.562,65;0,00;1.276.562,65;0,00;0,00;0,00;1.276.562,65
06.03.724.ΤΑΜΥ;Ταμειακό Υπόλοιπο;0,00;1.276.562,65;1.276.562,65;0,00;1.276.562,65;0,00;0,00;0,00;1.276.562,65;0,00;1.276.562,65;0,00;0,00;0,00;1.276.562,65
06.03.724.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο Επενδύσεων (3146-20);0,00;1.276.562,65;1.276.562,65;0,00;1.276.562,65;0,00;0,00;0,00;1.276.562,65;0,00;1.276.562,65;0,00;0,00;0,00;1.276.562,65
06.04;ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΙΕΡΙΑ;17.644.399,87;579.821,76;18.224.221,63;6.021.530,04;12.202.691,59;6.021.530,04;0,00;6.021.530,04;12.202.691,59;6.021.530,04;12.202.691,59;0,00;0,00;-6.021.530,04;18.224.221,63
06.04.071;ΥΠΗΡΕΣΙΕΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ - ΣΧΕΔΙΑΣΜΟΥ (Π.Δ.Ε.);2.866.019,24;1.799.881,70;4.665.900,94;1.387.643,38;3.278.257,56;1.387.643,38;0,00;1.387.643,38;3.278.257,56;1.387.643,38;3.278.257,56;0,00;0,00;-1.387.643,38;4.665.900,94
06.04.071.1000;Φόροι - Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;1.330.146,60;-1.127.306,17;202.840,43;95.368,93;107.471,50;95.368,93;0,00;95.368,93;107.471,50;95.368,93;107.471,50;0,00;0,00;-95.368,93;202.840,43
06.04.071.1200;Έσοδα από τέλη και δικαιώματα;1.330.146,60;-1.127.306,17;202.840,43;95.368,93;107.471,50;95.368,93;0,00;95.368,93;107.471,50;95.368,93;107.471,50;0,00;0,00;-95.368,93;202.840,43
06.04.071.1250;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;1.330.146,60;-1.127.306,17;202.840,43;95.368,93;107.471,50;95.368,93;0,00;95.368,93;107.471,50;95.368,93;107.471,50;0,00;0,00;-95.368,93;202.840,43
06.04.071.1251;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;1.330.146,60;-1.127.306,17;202.840,43;95.368,93;107.471,50;95.368,93;0,00;95.368,93;107.471,50;95.368,93;107.471,50;0,00;0,00;-95.368,93;202.840,43
06.04.071.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;66.610,02;66.610,02;88.626,03;-22.016,01;88.626,03;0,00;88.626,03;-22.016,01;88.626,03;-22.016,01;0,00;0,00;-88.626,03;66.610,02
06.04.071.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;66.610,02;66.610,02;88.626,03;-22.016,01;88.626,03;0,00;88.626,03;-22.016,01;88.626,03;-22.016,01;0,00;0,00;-88.626,03;66.610,02
06.04.071.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;66.610,02;66.610,02;88.626,03;-22.016,01;88.626,03;0,00;88.626,03;-22.016,01;88.626,03;-22.016,01;0,00;0,00;-88.626,03;66.610,02
06.04.071.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;66.610,02;66.610,02;88.626,03;-22.016,01;88.626,03;0,00;88.626,03;-22.016,01;88.626,03;-22.016,01;0,00;0,00;-88.626,03;66.610,02
06.04.071.3511.α;Τόκοι από καταθέσεις σε Τράπεζες;0,00;66.530,00;66.530,00;88.463,98;-21.933,98;88.463,98;0,00;88.463,98;-21.933,98;88.463,98;-21.933,98;0,00;0,00;-88.463,98;66.530,00
06.04.071.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (002270-85).;0,00;1,61;1,61;3,27;-1,66;3,27;0,00;3,27;-1,66;3,27;-1,66;0,00;0,00;-3,27;1,61
06.04.071.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (002347-09).;0,00;1,16;1,16;2,35;-1,19;2,35;0,00;2,35;-1,19;2,35;-1,19;0,00;0,00;-2,35;1,16
06.04.071.3511.ε;Τόκοι από καταθέσεις σε Τράπεζες (003143-85).;0,00;2,01;2,01;4,06;-2,05;4,06;0,00;4,06;-2,05;4,06;-2,05;0,00;0,00;-4,06;2,01
06.04.071.3511.ζ;Τόκοι από καταθέσεις σε Τράπεζες (003169-97).;0,00;0,95;0,95;1,93;-0,98;1,93;0,00;1,93;-0,98;1,93;-0,98;0,00;0,00;-1,93;0,95
06.04.071.3511.θ;Τόκοι από καταθέσεις σε Τράπεζες;0,00;74,29;74,29;150,44;-76,15;150,44;0,00;150,44;-76,15;150,44;-76,15;0,00;0,00;-150,44;74,29
06.04.071.5000;Λοιπά Εσοδα;0,00;89.695,50;89.695,50;91.692,17;-1.996,67;91.692,17;0,00;91.692,17;-1.996,67;91.692,17;-1.996,67;0,00;0,00;-91.692,17;89.695,50
06.04.071.5500;Επιστροφές Χρημάτων;0,00;89.695,50;89.695,50;91.692,17;-1.996,67;91.692,17;0,00;91.692,17;-1.996,67;91.692,17;-1.996,67;0,00;0,00;-91.692,17;89.695,50
06.04.071.5520;Επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται;0,00;89.695,50;89.695,50;91.692,17;-1.996,67;91.692,17;0,00;91.692,17;-1.996,67;91.692,17;-1.996,67;0,00;0,00;-91.692,17;89.695,50
06.04.071.5529;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται;0,00;89.695,50;89.695,50;91.692,17;-1.996,67;91.692,17;0,00;91.692,17;-1.996,67;91.692,17;-1.996,67;0,00;0,00;-91.692,17;89.695,50
06.04.071.9000;Έσοδα απο επιχορηγήσεις κλπ για επενδύσεις;0,00;1.492.645,11;1.492.645,11;1.111.956,25;380.688,86;1.111.956,25;0,00;1.111.956,25;380.688,86;1.111.956,25;380.688,86;0,00;0,00;-1.111.956,25;1.492.645,11
06.04.071.9400;Επιχορηγήσεις απο τον Π/Υ Δημοσίων Επενδύσεων;0,00;1.492.645,11;1.492.645,11;1.115.220,29;377.424,82;1.115.220,29;0,00;1.115.220,29;377.424,82;1.115.220,29;377.424,82;0,00;0,00;-1.115.220,29;1.492.645,11
06.04.071.9450;Επιχορηγήσεις για Γεωργία - Δάση - Αλιεία;0,00;1.242.645,11;1.242.645,11;867.605,60;375.039,51;867.605,60;0,00;867.605,60;375.039,51;867.605,60;375.039,51;0,00;0,00;-867.605,60;1.242.645,11
06.04.071.9452;Επιχορηγήσεις για Εγγειοβελτιωτικά Έργα - Βιομηχανία - Ενέργεια - Βιοτεχνία;0,00;38.605,61;38.605,61;38.605,60;0,01;38.605,60;0,00;38.605,60;0,01;38.605,60;0,01;0,00;0,00;-38.605,60;38.605,61
06.04.071.9452.α;Επιχορηγήσεις για Εγγειοβελτιωτικά Έργα;0,00;38.605,61;38.605,61;38.605,60;0,01;38.605,60;0,00;38.605,60;0,01;38.605,60;0,01;0,00;0,00;-38.605,60;38.605,61
06.04.071.9452.α.5;ΣΑΕΠ 008;0,00;38.605,61;38.605,61;38.605,61;0,00;38.605,61;0,00;38.605,61;0,00;38.605,61;0,00;0,00;0,00;-38.605,61;38.605,61
06.04.071.9452.α.5.1;Άμεση άρση ζημιών από πλημμύρες;0,00;38.605,61;38.605,61;38.605,61;0,00;38.605,61;0,00;38.605,61;0,00;38.605,61;0,00;0,00;0,00;-38.605,61;38.605,61
06.04.071.9452.α.6;ΣΑΕΠ 008/3;0,00;0,00;0,00;-0,01;0,01;-0,01;0,00;-0,01;0,01;-0,01;0,01;0,00;0,00;0,01;0,00
06.04.071.9452.α.6.1;Ανακαίνιση εξωτερικού υδραγωγείου ύδρευσης;0,00;0,00;0,00;-0,01;0,01;-0,01;0,00;-0,01;0,01;-0,01;0,01;0,00;0,00;0,01;0,00
06.04.071.9454;Επιχορηγήσεις για Τουρισμό - Μουσεία - Μνημεία - Εκπαίδευση;0,00;895.000,00;895.000,00;895.000,00;0,00;895.000,00;0,00;895.000,00;0,00;895.000,00;0,00;0,00;0,00;-895.000,00;895.000,00
06.04.071.9454.β;Επιχορηγήσεις για Εκπαίδευση;0,00;895.000,00;895.000,00;895.000,00;0,00;895.000,00;0,00;895.000,00;0,00;895.000,00;0,00;0,00;0,00;-895.000,00;895.000,00
06.04.071.9454.β.2;Επιχορηγήσεις για Εκπαίδευση - ΣΑΝΑ 8;0,00;895.000,00;895.000,00;895.000,00;0,00;895.000,00;0,00;895.000,00;0,00;895.000,00;0,00;0,00;0,00;-895.000,00;895.000,00
06.04.071.9456;Επιχορηγήσεις για Ύδρευση & Αποχέτευση;0,00;200.000,00;200.000,00;-26.000,00;226.000,00;-26.000,00;0,00;-26.000,00;226.000,00;-26.000,00;226.000,00;0,00;0,00;26.000,00;200.000,00
06.04.071.9456.0;Επιχορηγήσεις για Ύδρευση & Αποχέτευση;0,00;200.000,00;200.000,00;-26.000,00;226.000,00;-26.000,00;0,00;-26.000,00;226.000,00;-26.000,00;226.000,00;0,00;0,00;26.000,00;200.000,00
06.04.071.9456.0.5;ΣΑΕΠ 008;0,00;200.000,00;200.000,00;-26.000,00;226.000,00;-26.000,00;0,00;-26.000,00;226.000,00;-26.000,00;226.000,00;0,00;0,00;26.000,00;200.000,00
06.04.071.9456.0.5.2;Αποχέτευση λυμάτων Δ.Δ. Λιβαδίου;0,00;200.000,00;200.000,00;-26.000,00;226.000,00;-26.000,00;0,00;-26.000,00;226.000,00;-26.000,00;226.000,00;0,00;0,00;26.000,00;200.000,00
06.04.071.9459;Επιχορηγήσεις για διάφορα έργα;0,00;109.039,50;109.039,50;-40.000,00;149.039,50;-40.000,00;0,00;-40.000,00;149.039,50;-40.000,00;149.039,50;0,00;0,00;40.000,00;109.039,50
06.04.071.9459.α;Επιχορηγήσεις για διάφορα έργα;0,00;109.039,50;109.039,50;-40.000,00;149.039,50;-40.000,00;0,00;-40.000,00;149.039,50;-40.000,00;149.039,50;0,00;0,00;40.000,00;109.039,50
06.04.071.9459.α.9;ΣΑΜΠ 008/8;0,00;109.039,50;109.039,50;-40.000,00;149.039,50;-40.000,00;0,00;-40.000,00;149.039,50;-40.000,00;149.039,50;0,00;0,00;40.000,00;109.039,50
06.04.071.9459.α.9.1;Σύνταξη Ειδικού Σχεδείου Διαχείρισης της περιοχής Εθνικού Δρυμού Ολυμπου ( 2011ΕΠ00880003);0,00;109.039,50;109.039,50;-40.000,00;149.039,50;-40.000,00;0,00;-40.000,00;149.039,50;-40.000,00;149.039,50;0,00;0,00;40.000,00;109.039,50
06.04.071.9470;Επιχορηγήσεις Υπουργείου Εσωτερικών Δημ. Διοίκηησης  και Αποκέντρωσης;0,00;250.000,00;250.000,00;247.614,69;2.385,31;247.614,69;0,00;247.614,69;2.385,31;247.614,69;2.385,31;0,00;0,00;-247.614,69;250.000,00
06.04.071.9472;Επιχορηγήσεις Υπουργείου Εθνικής Παιδειάς;0,00;250.000,00;250.000,00;249.991,00;9,00;249.991,00;0,00;249.991,00;9,00;249.991,00;9,00;0,00;0,00;-249.991,00;250.000,00
06.04.071.9472.α;Πρόγραμμα Σχολικής Στέγης;0,00;250.000,00;250.000,00;249.991,00;9,00;249.991,00;0,00;249.991,00;9,00;249.991,00;9,00;0,00;0,00;-249.991,00;250.000,00
06.04.071.9472.α.1;Πρόγραμμα Σχολικής Στέγης ΣΑΕ 47;0,00;250.000,00;250.000,00;249.991,00;9,00;249.991,00;0,00;249.991,00;9,00;249.991,00;9,00;0,00;0,00;-249.991,00;250.000,00
06.04.071.9479;Επιχορηγήσεις άλλων Υπουργείων;0,00;0,00;0,00;-2.376,31;2.376,31;-2.376,31;0,00;-2.376,31;2.376,31;-2.376,31;2.376,31;0,00;0,00;2.376,31;0,00
06.04.071.9479.δ;Επιχορηγήσεις Υπουργείου Ανάπτυξης;0,00;0,00;0,00;-2.376,31;2.376,31;-2.376,31;0,00;-2.376,31;2.376,31;-2.376,31;2.376,31;0,00;0,00;2.376,31;0,00
06.04.071.9479.δ.1;Επιχορηγήσεις Υπουργείου Ανάπτυξης - Κέντρο Υποδοχής Επενδυτών;0,00;0,00;0,00;-2.376,31;2.376,31;-2.376,31;0,00;-2.376,31;2.376,31;-2.376,31;2.376,31;0,00;0,00;2.376,31;0,00
06.04.071.9900;Επιχορηγήσεις ΕΕ για λοιπούς σκοπούς;0,00;0,00;0,00;-3.264,04;3.264,04;-3.264,04;0,00;-3.264,04;3.264,04;-3.264,04;3.264,04;0,00;0,00;3.264,04;0,00
06.04.071.9910;Λοιπά έσοδα για επενδύσεις;0,00;0,00;0,00;-3.264,04;3.264,04;-3.264,04;0,00;-3.264,04;3.264,04;-3.264,04;3.264,04;0,00;0,00;3.264,04;0,00
06.04.071.9919;Λοιπά έσοδα για επενδύσεις;0,00;0,00;0,00;-3.264,04;3.264,04;-3.264,04;0,00;-3.264,04;3.264,04;-3.264,04;3.264,04;0,00;0,00;3.264,04;0,00
06.04.071.9919.α;ΣΑΝΑ/3;0,00;0,00;0,00;-3.264,04;3.264,04;-3.264,04;0,00;-3.264,04;3.264,04;-3.264,04;3.264,04;0,00;0,00;3.264,04;0,00
06.04.071.Τ000;Ταμειακό Υπόλοιπο;1.535.872,64;1.278.237,24;2.814.109,88;0,00;2.814.109,88;0,00;0,00;0,00;2.814.109,88;0,00;2.814.109,88;0,00;0,00;0,00;2.814.109,88
06.04.071.ΤΑ00;Ταμειακό Υπόλοιπο;1.535.872,64;1.278.237,24;2.814.109,88;0,00;2.814.109,88;0,00;0,00;0,00;2.814.109,88;0,00;2.814.109,88;0,00;0,00;0,00;2.814.109,88
06.04.071.ΤΑΜ0;Ταμειακό Υπόλοιπο;1.535.872,64;1.278.237,24;2.814.109,88;0,00;2.814.109,88;0,00;0,00;0,00;2.814.109,88;0,00;2.814.109,88;0,00;0,00;0,00;2.814.109,88
06.04.071.ΤΑΜΥ;Ταμειακό Υπόλοιπο;1.535.872,64;1.278.237,24;2.814.109,88;0,00;2.814.109,88;0,00;0,00;0,00;2.814.109,88;0,00;2.814.109,88;0,00;0,00;0,00;2.814.109,88
06.04.071.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο - ΚΑΠ /δια Έσοδα;1.500.000,00;444.390,53;1.944.390,53;0,00;1.944.390,53;0,00;0,00;0,00;1.944.390,53;0,00;1.944.390,53;0,00;0,00;0,00;1.944.390,53
06.04.071.ΤΑΜΥ.03;Ταμειαό Υπόλοιπο Τράπεζα Ελλάδος;0,00;833.846,71;833.846,71;0,00;833.846,71;0,00;0,00;0,00;833.846,71;0,00;833.846,71;0,00;0,00;0,00;833.846,71
06.04.071.ΤΑΜΥ.17;Ταμειακό Υπόλοιπο ΣΑΕΠ 008;35.872,64;0,00;35.872,64;0,00;35.872,64;0,00;0,00;0,00;35.872,64;0,00;35.872,64;0,00;0,00;0,00;35.872,64
06.04.151;ΥΓΕΙΑΣ & ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ;1.333.704,74;566.711,15;1.900.415,89;1.196.188,12;704.227,77;1.196.188,12;0,00;1.196.188,12;704.227,77;1.196.188,12;704.227,77;0,00;0,00;-1.196.188,12;1.900.415,89
06.04.151.0000;Επιχορηγήσεις;126.500,00;283.000,00;409.500,00;282.974,00;126.526,00;282.974,00;0,00;282.974,00;126.526,00;282.974,00;126.526,00;0,00;0,00;-282.974,00;409.500,00
06.04.151.0100;Επιχορήγηση από τον τακτικό κρατικό προϋπολογισμό;126.500,00;283.000,00;409.500,00;282.974,00;126.526,00;282.974,00;0,00;282.974,00;126.526,00;282.974,00;126.526,00;0,00;0,00;-282.974,00;409.500,00
06.04.151.0150;Επιχορήγηση για δαπάνες υγειονομικής περίθαλψης και εξόδων κηδείας ασφαλισμένων του Δημοσίου;126.500,00;283.000,00;409.500,00;282.974,00;126.526,00;282.974,00;0,00;282.974,00;126.526,00;282.974,00;126.526,00;0,00;0,00;-282.974,00;409.500,00
06.04.151.0158;Επιχορήγηση για δαπάνες λειτουργίας των πάσης φύσεως προνοιακών ιδρυμάτων;126.500,00;283.000,00;409.500,00;282.974,00;126.526,00;282.974,00;0,00;282.974,00;126.526,00;282.974,00;126.526,00;0,00;0,00;-282.974,00;409.500,00
06.04.151.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;950.000,00;72.000,00;1.022.000,00;879.297,20;142.702,80;879.297,20;0,00;879.297,20;142.702,80;879.297,20;142.702,80;0,00;0,00;-879.297,20;1.022.000,00
