Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.03.722.1220;Έσοδα από τέλη και δικαιώματα;83.639,04;0,00;83.639,04;0,00;83.639,04;0,00;0,00;0,00;83.639,04;0,00;83.639,04;0,00;0,00;0,00;83.639,04
06.03.722.1222;Τέλη χρήσης οδών κ.λ.π.;83.639,04;0,00;83.639,04;0,00;83.639,04;0,00;0,00;0,00;83.639,04;0,00;83.639,04;0,00;0,00;0,00;83.639,04
06.03.722.1230;Έσοδα τέως ταμείου Οδοποίας Νομού;0,00;0,00;0,00;55.759,36;-55.759,36;55.759,36;0,00;55.759,36;-55.759,36;55.759,36;-55.759,36;0,00;0,00;-55.759,36;0,00
06.03.722.1237;Έσοδα τέως ταμείου Οδοποίας Νομού;0,00;0,00;0,00;55.759,36;-55.759,36;55.759,36;0,00;55.759,36;-55.759,36;55.759,36;-55.759,36;0,00;0,00;-55.759,36;0,00
06.03.722.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;106,98;-106,98;106,98;0,00;106,98;-106,98;106,98;-106,98;0,00;0,00;-106,98;0,00
06.03.722.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια ,Κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;106,98;-106,98;106,98;0,00;106,98;-106,98;106,98;-106,98;0,00;0,00;-106,98;0,00
06.03.722.3510;Τόκοι από καταθέσεις σε Τράπεζες (002149-21).;0,00;0,00;0,00;106,98;-106,98;106,98;0,00;106,98;-106,98;106,98;-106,98;0,00;0,00;-106,98;0,00
06.03.722.3511;Τόκοι από καταθέσεις σε Τράπεζες (002149-21).;0,00;0,00;0,00;106,98;-106,98;106,98;0,00;106,98;-106,98;106,98;-106,98;0,00;0,00;-106,98;0,00
06.03.722.Τ100;Ταμειακό υπόλοιπο;231.332,06;0,00;231.332,06;0,00;231.332,06;0,00;0,00;0,00;231.332,06;0,00;231.332,06;0,00;0,00;0,00;231.332,06
06.03.722.Τ110;Ταμειακά υπόλοιπα για κάλυψη έργων Π.Δ.Ε. ή έργων ΣΑΝΑ;231.332,06;0,00;231.332,06;0,00;231.332,06;0,00;0,00;0,00;231.332,06;0,00;231.332,06;0,00;0,00;0,00;231.332,06
06.03.722.Τ111;Ταμειακά υπόλοιπα για κάλυψη έργων Π.Δ.Ε. ή έργων ΣΑΝΑ;231.332,06;0,00;231.332,06;0,00;231.332,06;0,00;0,00;0,00;231.332,06;0,00;231.332,06;0,00;0,00;0,00;231.332,06
06.03.722.Τ111.01;Ταμειακό υπόλοιπο για κάλυψη υποχρεώσεων ΠΔΕ προηγούμενων ετών και για χρημ/ση νέων έργων;231.332,06;0,00;231.332,06;0,00;231.332,06;0,00;0,00;0,00;231.332,06;0,00;231.332,06;0,00;0,00;0,00;231.332,06
06.03.723;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΑΝΑΠΤΥΞΙΑΚΟΣ ΠΡΟΫΠΟΛΟΓΙΣΜΟΣ;0,00;0,00;0,00;5,15;-5,15;5,15;0,00;5,15;-5,15;5,15;-5,15;0,00;0,00;-5,15;0,00
06.03.723.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;5,15;-5,15;5,15;0,00;5,15;-5,15;5,15;-5,15;0,00;0,00;-5,15;0,00
06.03.723.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;5,15;-5,15;5,15;0,00;5,15;-5,15;5,15;-5,15;0,00;0,00;-5,15;0,00
06.03.723.3510;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;5,15;-5,15;5,15;0,00;5,15;-5,15;5,15;-5,15;0,00;0,00;-5,15;0,00
06.03.723.3511;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;5,15;-5,15;5,15;0,00;5,15;-5,15;5,15;-5,15;0,00;0,00;-5,15;0,00
06.03.723.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002193-65);0,00;0,00;0,00;5,15;-5,15;5,15;0,00;5,15;-5,15;5,15;-5,15;0,00;0,00;-5,15;0,00
06.03.724;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ  ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;946.426,94;404.463,18;1.350.890,12;288.752,80;1.062.137,32;288.752,80;0,00;288.752,80;1.062.137,32;288.752,80;1.062.137,32;0,00;0,00;-288.752,80;1.350.890,12
06.03.724.1000;Νομαρχειακό Πρόγραμμα Επενδύσεων χρηματοδοτούμενο από Κ.Α.Π.;946.426,94;374.422,37;1.320.849,31;288.752,80;1.032.096,51;288.752,80;0,00;288.752,80;1.032.096,51;288.752,80;1.032.096,51;0,00;0,00;-288.752,80;1.320.849,31
06.03.724.1200;Έσοδα από τέλη και δικαιώματα;946.426,94;374.422,37;1.320.849,31;288.752,80;1.032.096,51;288.752,80;0,00;288.752,80;1.032.096,51;288.752,80;1.032.096,51;0,00;0,00;-288.752,80;1.320.849,31
06.03.724.1250;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;946.426,94;374.422,37;1.320.849,31;288.752,80;1.032.096,51;288.752,80;0,00;288.752,80;1.032.096,51;288.752,80;1.032.096,51;0,00;0,00;-288.752,80;1.320.849,31
06.03.724.1251;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;946.426,94;374.422,37;1.320.849,31;288.752,80;1.032.096,51;288.752,80;0,00;288.752,80;1.032.096,51;288.752,80;1.032.096,51;0,00;0,00;-288.752,80;1.320.849,31
06.03.724.Τ100;Ταμειακό υπόλοιπο;0,00;30.040,81;30.040,81;0,00;30.040,81;0,00;0,00;0,00;30.040,81;0,00;30.040,81;0,00;0,00;0,00;30.040,81
06.03.724.Τ110;Ταμειακά υπόλοιπα για κάλυψη έργων Π.Δ.Ε. ή έργων ΣΑΝΑ;0,00;30.040,81;30.040,81;0,00;30.040,81;0,00;0,00;0,00;30.040,81;0,00;30.040,81;0,00;0,00;0,00;30.040,81
06.03.724.Τ112;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών;0,00;30.040,81;30.040,81;0,00;30.040,81;0,00;0,00;0,00;30.040,81;0,00;30.040,81;0,00;0,00;0,00;30.040,81
06.03.724.Τ112.01;Ταμειακό υπόλοιπο για κάλυψη υποχρεώσεων ΠΔΕ προηγούμενων ετών και για χρημ/ση νέων έργων λογ.;0,00;30.040,81;30.040,81;0,00;30.040,81;0,00;0,00;0,00;30.040,81;0,00;30.040,81;0,00;0,00;0,00;30.040,81
06.04;ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΙΕΡΙΑ;7.537.308,47;8.166.898,76;15.704.207,23;4.144.995,56;11.559.211,67;4.119.999,56;0,00;4.119.999,56;11.584.207,67;4.119.999,56;11.584.207,67;0,00;0,00;-4.144.995,56;15.704.207,23
06.04.071;ΥΠΗΡΕΣΙΕΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ - ΣΧΕΔΙΑΣΜΟΥ (Π.Δ.Ε.);1.343.276,21;714.610,32;2.057.886,53;454.070,68;1.603.815,85;429.074,68;0,00;429.074,68;1.628.811,85;429.074,68;1.628.811,85;0,00;0,00;-454.070,68;2.057.886,53
06.04.071.1000;Φόροι - Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;0,00;216.858,21;216.858,21;300.658,81;-83.800,60;275.662,81;0,00;275.662,81;-58.804,60;275.662,81;-58.804,60;0,00;0,00;-300.658,81;216.858,21
06.04.071.1200;Έσοδα από τέλη και δικαιώματα;0,00;216.858,21;216.858,21;300.658,81;-83.800,60;275.662,81;0,00;275.662,81;-58.804,60;275.662,81;-58.804,60;0,00;0,00;-300.658,81;216.858,21
06.04.071.1250;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;0,00;216.858,21;216.858,21;300.658,81;-83.800,60;275.662,81;0,00;275.662,81;-58.804,60;275.662,81;-58.804,60;0,00;0,00;-300.658,81;216.858,21
06.04.071.1251;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;0,00;216.858,21;216.858,21;300.658,81;-83.800,60;275.662,81;0,00;275.662,81;-58.804,60;275.662,81;-58.804,60;0,00;0,00;-300.658,81;216.858,21
06.04.071.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;33.473,26;33.473,26;74.913,29;-41.440,03;74.913,29;0,00;74.913,29;-41.440,03;74.913,29;-41.440,03;0,00;0,00;-74.913,29;33.473,26
06.04.071.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;33.473,26;33.473,26;74.913,29;-41.440,03;74.913,29;0,00;74.913,29;-41.440,03;74.913,29;-41.440,03;0,00;0,00;-74.913,29;33.473,26
06.04.071.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;33.473,26;33.473,26;74.913,29;-41.440,03;74.913,29;0,00;74.913,29;-41.440,03;74.913,29;-41.440,03;0,00;0,00;-74.913,29;33.473,26
06.04.071.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;33.473,26;33.473,26;74.913,29;-41.440,03;74.913,29;0,00;74.913,29;-41.440,03;74.913,29;-41.440,03;0,00;0,00;-74.913,29;33.473,26
06.04.071.3511.α;Τόκοι από καταθέσεις σε Τράπεζες;0,00;33.473,26;33.473,26;74.754,61;-41.281,35;74.754,61;0,00;74.754,61;-41.281,35;74.754,61;-41.281,35;0,00;0,00;-74.754,61;33.473,26
06.04.071.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (002270-85).;0,00;0,00;0,00;3,16;-3,16;3,16;0,00;3,16;-3,16;3,16;-3,16;0,00;0,00;-3,16;0,00
06.04.071.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες (003088-39).;0,00;0,00;0,00;1,83;-1,83;1,83;0,00;1,83;-1,83;1,83;-1,83;0,00;0,00;-1,83;0,00
06.04.071.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (002347-09).;0,00;0,00;0,00;2,28;-2,28;2,28;0,00;2,28;-2,28;2,28;-2,28;0,00;0,00;-2,28;0,00
06.04.071.3511.ε;Τόκοι από καταθέσεις σε Τράπεζες (003143-85).;0,00;0,00;0,00;3,94;-3,94;3,94;0,00;3,94;-3,94;3,94;-3,94;0,00;0,00;-3,94;0,00
06.04.071.3511.ζ;Τόκοι από καταθέσεις σε Τράπεζες (003169-97).;0,00;0,00;0,00;1,86;-1,86;1,86;0,00;1,86;-1,86;1,86;-1,86;0,00;0,00;-1,86;0,00
06.04.071.3511.θ;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;145,61;-145,61;145,61;0,00;145,61;-145,61;145,61;-145,61;0,00;0,00;-145,61;0,00
06.04.071.9000;Έσοδα απο επιχορηγήσεις κλπ για επενδύσεις;0,00;272.628,00;272.628,00;78.498,58;194.129,42;78.498,58;0,00;78.498,58;194.129,42;78.498,58;194.129,42;0,00;0,00;-78.498,58;272.628,00
06.04.071.9400;Επιχορηγήσεις απο τον Π/Υ Δημοσίων Επενδύσεων;0,00;272.628,00;272.628,00;78.498,58;194.129,42;78.498,58;0,00;78.498,58;194.129,42;78.498,58;194.129,42;0,00;0,00;-78.498,58;272.628,00
06.04.071.9450;Επιχορηγήσεις για Γεωργία - Δάση - Αλιεία;0,00;268.500,00;268.500,00;78.498,58;190.001,42;78.498,58;0,00;78.498,58;190.001,42;78.498,58;190.001,42;0,00;0,00;-78.498,58;268.500,00
06.04.071.9452;Επιχορηγήσεις για Εγγειοβελτιωτικά Έργα - Βιομηχανία - Ενέργεια - Βιοτεχνία;0,00;0,00;0,00;-1,42;1,42;-1,42;0,00;-1,42;1,42;-1,42;1,42;0,00;0,00;1,42;0,00
06.04.071.9452.α;Επιχορηγήσεις για Εγγειοβελτιωτικά Έργα;0,00;0,00;0,00;-1,42;1,42;-1,42;0,00;-1,42;1,42;-1,42;1,42;0,00;0,00;1,42;0,00
06.04.071.9452.α.5;ΣΑΕΠ 008;0,00;0,00;0,00;-1,42;1,42;-1,42;0,00;-1,42;1,42;-1,42;1,42;0,00;0,00;1,42;0,00
06.04.071.9452.α.5.1;Άμεση άρση ζημιών από πλημμύρες;0,00;0,00;0,00;-1,42;1,42;-1,42;0,00;-1,42;1,42;-1,42;1,42;0,00;0,00;1,42;0,00
06.04.071.9454;Επιχορηγήσεις για Τουρισμό - Μουσεία - Μνημεία - Εκπαίδευση;0,00;268.500,00;268.500,00;78.500,00;190.000,00;78.500,00;0,00;78.500,00;190.000,00;78.500,00;190.000,00;0,00;0,00;-78.500,00;268.500,00
06.04.071.9454.β;Επιχορηγήσεις για Εκπαίδευση;0,00;268.500,00;268.500,00;78.500,00;190.000,00;78.500,00;0,00;78.500,00;190.000,00;78.500,00;190.000,00;0,00;0,00;-78.500,00;268.500,00
06.04.071.9454.β.2;Επιχορηγήσεις για Εκπαίδευση - ΣΑΝΑ 8;0,00;268.500,00;268.500,00;78.500,00;190.000,00;78.500,00;0,00;78.500,00;190.000,00;78.500,00;190.000,00;0,00;0,00;-78.500,00;268.500,00
06.04.071.9470;Επιχορηγήσεις Υπουργείου Εσωτερικών Δημ. Διοίκηησης  και Αποκέντρωσης;0,00;4.128,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00
06.04.071.9479;Επιχορηγήσεις άλλων Υπουργείων;0,00;4.128,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00
06.04.071.9479.στ;Επιχορηγήσεις  - Υπουργείου Εργασίας;0,00;4.128,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00
06.04.071.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;1.343.276,21;191.650,85;1.534.927,06;0,00;1.534.927,06;0,00;0,00;0,00;1.534.927,06;0,00;1.534.927,06;0,00;0,00;0,00;1.534.927,06
06.04.071.Τ110;Ταμειακό Υπόλοιπο;891.578,95;222.654,64;1.114.233,59;0,00;1.114.233,59;0,00;0,00;0,00;1.114.233,59;0,00;1.114.233,59;0,00;0,00;0,00;1.114.233,59
06.04.071.Τ111.β;Ταμειακό Υπόλοιπο  ΟΣΚ/ΣΑΕ 047;297.680,87;0,00;297.680,87;0,00;297.680,87;0,00;0,00;0,00;297.680,87;0,00;297.680,87;0,00;0,00;0,00;297.680,87
06.04.071.Τ111.δ;Ταμειακό Υπόλοιπο ΣΑΕΠ 208/ΕΑΠ;125.195,16;-33.568,97;91.626,19;0,00;91.626,19;0,00;0,00;0,00;91.626,19;0,00;91.626,19;0,00;0,00;0,00;91.626,19
06.04.071.Τ111.ε;Ταμειακό Υπόλοιπο ΣΑΝΑ 038/8;339.000,00;14.500,00;353.500,00;0,00;353.500,00;0,00;0,00;0,00;353.500,00;0,00;353.500,00;0,00;0,00;0,00;353.500,00
06.04.071.Τ111.ζ;Ταμειακό Υπόλοιπο ΥΠΕΣΔΑ;129.702,92;-29.577,50;100.125,42;0,00;100.125,42;0,00;0,00;0,00;100.125,42;0,00;100.125,42;0,00;0,00;0,00;100.125,42
06.04.071.Τ111.η;Ευρωπαϊκές πρωτοβουλίες;0,00;6.099,48;6.099,48;0,00;6.099,48;0,00;0,00;0,00;6.099,48;0,00;6.099,48;0,00;0,00;0,00;6.099,48
06.04.071.Τ111.θ;Ταμειακό υπόλοιπο ΣΑΝΑ2;0,00;5,13;5,13;0,00;5,13;0,00;0,00;0,00;5,13;0,00;5,13;0,00;0,00;0,00;5,13
06.04.071.Τ111.ι;Ταμειακό υπόλοιπο Νέας Γενιάς;0,00;467,00;467,00;0,00;467,00;0,00;0,00;0,00;467,00;0,00;467,00;0,00;0,00;0,00;467,00
06.04.071.Τ111.κ;Ταμειακό υπόλοιπο ΥΜΑΘ;0,00;2.934,85;2.934,85;0,00;2.934,85;0,00;0,00;0,00;2.934,85;0,00;2.934,85;0,00;0,00;0,00;2.934,85
06.04.071.Τ111.λ;Ταμειακό υπόλοιπο ΥΠΕΧΩΔΕ;0,00;48.522,97;48.522,97;0,00;48.522,97;0,00;0,00;0,00;48.522,97;0,00;48.522,97;0,00;0,00;0,00;48.522,97
06.04.071.Τ111.μ;Ταμειακό υπόλοιπο ΕΤΕΡΠΣ-ΕΠΕΡ;0,00;21.364,45;21.364,45;0,00;21.364,45;0,00;0,00;0,00;21.364,45;0,00;21.364,45;0,00;0,00;0,00;21.364,45
06.04.071.Τ111.ν;Ταμειακό υπόλοιπο ΠΑΛ.ΣΥΝΧΡΗΜ.;0,00;2.015,68;2.015,68;0,00;2.015,68;0,00;0,00;0,00;2.015,68;0,00;2.015,68;0,00;0,00;0,00;2.015,68
06.04.071.Τ111.ξ;Ταμειακό υπόλοιπο Έργα Αρχαιοτ.;0,00;4.371,50;4.371,50;0,00;4.371,50;0,00;0,00;0,00;4.371,50;0,00;4.371,50;0,00;0,00;0,00;4.371,50
06.04.071.Τ111.ο;Ταμειακό υπόλοιπο από τόκους;0,00;185.520,05;185.520,05;0,00;185.520,05;0,00;0,00;0,00;185.520,05;0,00;185.520,05;0,00;0,00;0,00;185.520,05
06.04.071.Τ121;Ταμειακό υπόλοιπο;451.697,26;-31.003,79;420.693,47;0,00;420.693,47;0,00;0,00;0,00;420.693,47;0,00;420.693,47;0,00;0,00;0,00;420.693,47
06.04.071.Τ121.α;Ταμειακό υπόλοιπο -ΚΑΠ /Ίδια Έσοδα;451.697,26;-31.003,79;420.693,47;0,00;420.693,47;0,00;0,00;0,00;420.693,47;0,00;420.693,47;0,00;0,00;0,00;420.693,47
06.04.151;ΥΓΕΙΑΣ & ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ;1.063.000,00;554.542,08;1.617.542,08;938.927,36;678.614,72;938.927,36;0,00;938.927,36;678.614,72;938.927,36;678.614,72;0,00;0,00;-938.927,36;1.617.542,08
06.04.151.0000;Επιχορηγήσεις;163.000,00;5.000,00;168.000,00;56.992,00;111.008,00;56.992,00;0,00;56.992,00;111.008,00;56.992,00;111.008,00;0,00;0,00;-56.992,00;168.000,00
06.04.151.0100;Επιχορήγηση από τον τακτικό κρατικό προϋπολογισμό;163.000,00;5.000,00;168.000,00;56.992,00;111.008,00;56.992,00;0,00;56.992,00;111.008,00;56.992,00;111.008,00;0,00;0,00;-56.992,00;168.000,00
06.04.151.0150;Επιχορήγηση για δαπάνες υγειονομικής περίθαλψης και εξόδων κηδείας ασφαλισμένων του Δημοσίου;163.000,00;5.000,00;168.000,00;56.992,00;111.008,00;56.992,00;0,00;56.992,00;111.008,00;56.992,00;111.008,00;0,00;0,00;-56.992,00;168.000,00
06.04.151.0158;Επιχορήγηση για δαπάνες λειτουργίας των πάσης φύσεως προνοιακών ιδρυμάτων;163.000,00;5.000,00;168.000,00;56.992,00;111.008,00;56.992,00;0,00;56.992,00;111.008,00;56.992,00;111.008,00;0,00;0,00;-56.992,00;168.000,00
06.04.151.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;900.000,00;0,00;900.000,00;864.680,00;35.320,00;864.680,00;0,00;864.680,00;35.320,00;864.680,00;35.320,00;0,00;0,00;-864.680,00;900.000,00
06.04.151.1200;Έσοδα από τέλη και δικαιώματα;900.000,00;0,00;900.000,00;864.680,00;35.320,00;864.680,00;0,00;864.680,00;35.320,00;864.680,00;35.320,00;0,00;0,00;-864.680,00;900.000,00
06.04.151.1250;Έσοδα από ΚΑΠ;900.000,00;0,00;900.000,00;864.680,00;35.320,00;864.680,00;0,00;864.680,00;35.320,00;864.680,00;35.320,00;0,00;0,00;-864.680,00;900.000,00
06.04.151.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;900.000,00;0,00;900.000,00;864.680,00;35.320,00;864.680,00;0,00;864.680,00;35.320,00;864.680,00;35.320,00;0,00;0,00;-864.680,00;900.000,00
06.04.151.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;7.271,13;7.271,13;14.798,63;-7.527,50;14.798,63;0,00;14.798,63;-7.527,50;14.798,63;-7.527,50;0,00;0,00;-14.798,63;7.271,13
06.04.151.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;7.271,13;7.271,13;14.798,63;-7.527,50;14.798,63;0,00;14.798,63;-7.527,50;14.798,63;-7.527,50;0,00;0,00;-14.798,63;7.271,13
06.04.151.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;7.271,13;7.271,13;14.798,63;-7.527,50;14.798,63;0,00;14.798,63;-7.527,50;14.798,63;-7.527,50;0,00;0,00;-14.798,63;7.271,13
06.04.151.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;7.271,13;7.271,13;14.798,63;-7.527,50;14.798,63;0,00;14.798,63;-7.527,50;14.798,63;-7.527,50;0,00;0,00;-14.798,63;7.271,13
06.04.151.3511.α;Τόκοι από καταθέσεις σε Τράπεζες;0,00;5.859,33;5.859,33;11.011,35;-5.152,02;11.011,35;0,00;11.011,35;-5.152,02;11.011,35;-5.152,02;0,00;0,00;-11.011,35;5.859,33
06.04.151.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (002162-93);0,00;0,00;0,00;1,40;-1,40;1,40;0,00;1,40;-1,40;1,40;-1,40;0,00;0,00;-1,40;0,00
06.04.151.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες (002163-39).;0,00;0,00;0,00;2,68;-2,68;2,68;0,00;2,68;-2,68;2,68;-2,68;0,00;0,00;-2,68;0,00
06.04.151.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (003170-79).;0,00;0,00;0,00;27,47;-27,47;27,47;0,00;27,47;-27,47;27,47;-27,47;0,00;0,00;-27,47;0,00
06.04.151.3511.θ;Τόκοι από καταθέσεις σε Τράπεζες (002258-56).;0,00;0,00;0,00;871,01;-871,01;871,01;0,00;871,01;-871,01;871,01;-871,01;0,00;0,00;-871,01;0,00
06.04.151.3511.ι;Τόκοι από καταθέσεις σε Τράπεζες (003137-22);0,00;1.411,80;1.411,80;2.865,40;-1.453,60;2.865,40;0,00;2.865,40;-1.453,60;2.865,40;-1.453,60;0,00;0,00;-2.865,40;1.411,80
06.04.151.3511.κ;Τόκοι από καταθέσεις (002164-82);0,00;0,00;0,00;19,32;-19,32;19,32;0,00;19,32;-19,32;19,32;-19,32;0,00;0,00;-19,32;0,00
06.04.151.5000;Λοιπά Εσοδα;0,00;2.456,73;2.456,73;2.456,73;0,00;2.456,73;0,00;2.456,73;0,00;2.456,73;0,00;0,00;0,00;-2.456,73;2.456,73
06.04.151.5500;Επιστροφές Χρημάτων;0,00;2.456,73;2.456,73;2.456,73;0,00;2.456,73;0,00;2.456,73;0,00;2.456,73;0,00;0,00;0,00;-2.456,73;2.456,73
06.04.151.5520;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται;0,00;2.456,73;2.456,73;2.456,73;0,00;2.456,73;0,00;2.456,73;0,00;2.456,73;0,00;0,00;0,00;-2.456,73;2.456,73
06.04.151.5529;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται;0,00;2.456,73;2.456,73;2.456,73;0,00;2.456,73;0,00;2.456,73;0,00;2.456,73;0,00;0,00;0,00;-2.456,73;2.456,73
06.04.151.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;0,00;539.814,22;539.814,22;0,00;539.814,22;0,00;0,00;0,00;539.814,22;0,00;539.814,22;0,00;0,00;0,00;539.814,22
06.04.151.Τ120;Ταμειακό υπόλοιπο;0,00;539.814,22;539.814,22;0,00;539.814,22;0,00;0,00;0,00;539.814,22;0,00;539.814,22;0,00;0,00;0,00;539.814,22
06.04.151.Τ121;Ταμειακό υπόλοιπο;0,00;539.814,22;539.814,22;0,00;539.814,22;0,00;0,00;0,00;539.814,22;0,00;539.814,22;0,00;0,00;0,00;539.814,22
06.04.151.Τ121.α;Ταμειακό υπόλοιπο από νοσήλεια 2271;0,00;742,50;742,50;0,00;742,50;0,00;0,00;0,00;742,50;0,00;742,50;0,00;0,00;0,00;742,50
06.04.151.Τ121.β;Ταμειακό υπόλοιπο από μισθοδοσία νοσοκομείου 2275;0,00;54,13;54,13;0,00;54,13;0,00;0,00;0,00;54,13;0,00;54,13;0,00;0,00;0,00;54,13
06.04.151.Τ121.γ;Ταμειακό υπόλοιπο -2274;0,00;169.325,17;169.325,17;0,00;169.325,17;0,00;0,00;0,00;169.325,17;0,00;169.325,17;0,00;0,00;0,00;169.325,17
06.04.151.Τ121.δ;Ταμειακό υπόλοιπο -λειτουργικές δαπάνες νοσοκομείου;0,00;102,96;102,96;0,00;102,96;0,00;0,00;0,00;102,96;0,00;102,96;0,00;0,00;0,00;102,96
06.04.151.Τ121.ε;Ταμειακό υπόλοιπο -Μισθοδοσία προνιακών επιδομάτων;0,00;1.055,63;1.055,63;0,00;1.055,63;0,00;0,00;0,00;1.055,63;0,00;1.055,63;0,00;0,00;0,00;1.055,63
06.04.151.Τ121.ζ;Ταμειακό υπόλοιπο -μισθοδοσία πάσης φύσεως προνιακών ιδρυμάτων-2278;0,00;93.918,49;93.918,49;0,00;93.918,49;0,00;0,00;0,00;93.918,49;0,00;93.918,49;0,00;0,00;0,00;93.918,49
06.04.151.Τ121.η;Ταμειακό Υπόλοιπο Πρώτων Κοινωνικών Βοηθειών;0,00;110.117,70;110.117,70;0,00;110.117,70;0,00;0,00;0,00;110.117,70;0,00;110.117,70;0,00;0,00;0,00;110.117,70
06.04.151.Τ121.θ;Ταμειακό Υπόλοιπο Νεφροπαθών από ΚΑΠ;0,00;164.497,64;164.497,64;0,00;164.497,64;0,00;0,00;0,00;164.497,64;0,00;164.497,64;0,00;0,00;0,00;164.497,64
06.04.153;ΥΠΗΡΕΣΙΕΣ ΠΑΙΔΙΚΩΝ ΕΞΟΧΩΝ - ΚΑΤΑΣΚΗΝΩΣΕΩΝ;0,00;60.232,60;60.232,60;1.566,42;58.666,18;1.566,42;0,00;1.566,42;58.666,18;1.566,42;58.666,18;0,00;0,00;-1.566,42;60.232,60
