Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.04.071.ΤΑΜΥ.04;Ταμειακό Υπόλοιπο ΟΣΚ / ΣΑΕ 047;1,33;0,00;1,33;0,00;1,33;0,00;0,00;0,00;1,33;0,00;1,33;0,00;0,00;0,00;1,33
06.04.071.ΤΑΜΥ.05;Ταμειακό Υπόλοιπο ΥΜΑΘ;2.934,85;0,00;2.934,85;0,00;2.934,85;0,00;0,00;0,00;2.934,85;0,00;2.934,85;0,00;0,00;0,00;2.934,85
06.04.071.ΤΑΜΥ.06;Ταμειακό Υπόλοιπο  ΥΠΕΧΩΔΕ;48.522,97;0,00;48.522,97;0,00;48.522,97;0,00;0,00;0,00;48.522,97;0,00;48.522,97;0,00;0,00;0,00;48.522,97
06.04.071.ΤΑΜΥ.07;Ταμειακό Υπόλοιπο ΕΤΕΡΠΣ ΕΠΕΡ;21.364,45;0,00;21.364,45;0,00;21.364,45;0,00;0,00;0,00;21.364,45;0,00;21.364,45;0,00;0,00;0,00;21.364,45
06.04.071.ΤΑΜΥ.08;Ταμειακό Υπόλοιπο ΣΑΝΑ 2;5,13;0,00;5,13;0,00;5,13;0,00;0,00;0,00;5,13;0,00;5,13;0,00;0,00;0,00;5,13
06.04.071.ΤΑΜΥ.09;Ταμειακό Υπόλοιπο Πυλαία Συγχρημ.;2.015,68;0,00;2.015,68;0,00;2.015,68;0,00;0,00;0,00;2.015,68;0,00;2.015,68;0,00;0,00;0,00;2.015,68
06.04.071.ΤΑΜΥ.10;Ταμειακό Υπόλοιπο Νέας Γεναίας;467,00;0,00;467,00;0,00;467,00;0,00;0,00;0,00;467,00;0,00;467,00;0,00;0,00;0,00;467,00
06.04.071.ΤΑΜΥ.11;Ταμειακό Υπόλοιπο Έργα Αρχαιοτήτων;4.371,50;0,00;4.371,50;0,00;4.371,50;0,00;0,00;0,00;4.371,50;0,00;4.371,50;0,00;0,00;0,00;4.371,50
06.04.071.ΤΑΜΥ.12;Ταμειακό Υπόλοιπο  Τόκοι Δημ.  Επενδύσεων;41.929,87;0,00;41.929,87;0,00;41.929,87;0,00;0,00;0,00;41.929,87;0,00;41.929,87;0,00;0,00;0,00;41.929,87
06.04.071.ΤΑΜΥ.13;Ταμειακό Υπόλοιπο ΣΑΝΑ  038/3;55.781,63;0,00;55.781,63;0,00;55.781,63;0,00;0,00;0,00;55.781,63;0,00;55.781,63;0,00;0,00;0,00;55.781,63
06.04.071.ΤΑΜΥ.14;Ταμειακό Υπόλοιπο  Ευρωπαϊκές Πρωτοβουλίες;5.819,54;0,00;5.819,54;0,00;5.819,54;0,00;0,00;0,00;5.819,54;0,00;5.819,54;0,00;0,00;0,00;5.819,54
06.04.071.ΤΑΜΥ.15;Ταμειακό Υπόλοιπο ΣΑΕ 093;5.590,15;0,00;5.590,15;0,00;5.590,15;0,00;0,00;0,00;5.590,15;0,00;5.590,15;0,00;0,00;0,00;5.590,15
06.04.071.ΤΑΜΥ.16;Ταμειακό Υπόλοιπο  ΣΑΕΠ 008/3;18.718,31;0,00;18.718,31;0,00;18.718,31;0,00;0,00;0,00;18.718,31;0,00;18.718,31;0,00;0,00;0,00;18.718,31
06.04.071.ΤΑΜΥ.17;Ταμειακό Υπόλοιπο ΣΑΕΠ 008;108,87;0,00;108,87;0,00;108,87;0,00;0,00;0,00;108,87;0,00;108,87;0,00;0,00;0,00;108,87
06.04.071.ΤΑΜΥ.18;Ταμειακό Υπόλοιπο ΣΑΕΠ 208 -ΕΑΠ;189.392,00;0,00;189.392,00;0,00;189.392,00;0,00;0,00;0,00;189.392,00;0,00;189.392,00;0,00;0,00;0,00;189.392,00
06.04.071.ΤΑΜΥ.19;Ταμειακό Υπόλοιπο ΣΑΜΠ 008/3;14.644,87;0,00;14.644,87;0,00;14.644,87;0,00;0,00;0,00;14.644,87;0,00;14.644,87;0,00;0,00;0,00;14.644,87
06.04.071.ΤΑΜΥ.20;Ταμειακό Υπόλοιπο   ΣΑΕ 245/3;4.009,17;0,00;4.009,17;0,00;4.009,17;0,00;0,00;0,00;4.009,17;0,00;4.009,17;0,00;0,00;0,00;4.009,17
06.04.071.ΤΑΜΥ.21;Ταμειακό Υπόλοιπο  Τέλη Μεταβίβασης;1.200.000,00;0,00;1.200.000,00;0,00;1.200.000,00;0,00;0,00;0,00;1.200.000,00;0,00;1.200.000,00;0,00;0,00;0,00;1.200.000,00
06.04.072α;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ;8.238.397,68;-3.108.688,00;5.129.709,68;2.051.588,99;3.078.120,69;2.051.588,99;0,00;2.051.588,99;3.078.120,69;2.051.588,99;3.078.120,69;0,00;0,00;-2.051.588,99;5.129.709,68
06.04.072α.0000;Επιχορηγήσεις;0,00;162.660,00;162.660,00;108.247,00;54.413,00;108.247,00;0,00;108.247,00;54.413,00;108.247,00;54.413,00;0,00;0,00;-108.247,00;162.660,00
06.04.072α.0100;Επιχορήγηση απο τον τακτικό κρατικό προυπολογισμό;0,00;162.660,00;162.660,00;108.247,00;54.413,00;108.247,00;0,00;108.247,00;54.413,00;108.247,00;54.413,00;0,00;0,00;-108.247,00;162.660,00
06.04.072α.0150;Επιχορήγηση  για λοιπές δαπάνες;0,00;162.660,00;162.660,00;108.247,00;54.413,00;108.247,00;0,00;108.247,00;54.413,00;108.247,00;54.413,00;0,00;0,00;-108.247,00;162.660,00
06.04.072α.0159;Επιχορήγηση  για λοιπές δαπάνες;0,00;162.660,00;162.660,00;108.247,00;54.413,00;108.247,00;0,00;108.247,00;54.413,00;108.247,00;54.413,00;0,00;0,00;-108.247,00;162.660,00
06.04.072α.0159.γ;Επιχορήγηση  για λοιπές δαπάνες - Αμοιβές  γιατρών;0,00;162.660,00;162.660,00;108.247,00;54.413,00;108.247,00;0,00;108.247,00;54.413,00;108.247,00;54.413,00;0,00;0,00;-108.247,00;162.660,00
06.04.072α.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;5.282.500,00;-3.271.348,00;2.011.152,00;1.761.044,40;250.107,60;1.761.044,40;0,00;1.761.044,40;250.107,60;1.761.044,40;250.107,60;0,00;0,00;-1.761.044,40;2.011.152,00
06.04.072α.1200;Έσοδα από τέλη και δικαιώματα;5.282.500,00;-3.271.348,00;2.011.152,00;1.761.044,40;250.107,60;1.761.044,40;0,00;1.761.044,40;250.107,60;1.761.044,40;250.107,60;0,00;0,00;-1.761.044,40;2.011.152,00
06.04.072α.1220;Έσοδα από άδειες τελών & μεταβίβασης αυτοκινήτων & οχημάτων;600.000,00;0,00;600.000,00;411.328,94;188.671,06;411.328,94;0,00;411.328,94;188.671,06;411.328,94;188.671,06;0,00;0,00;-411.328,94;600.000,00
06.04.072α.1226;Έσοδα από άδειες τελών & μεταβίβασης αυτοκινήτων & οχημάτων;600.000,00;0,00;600.000,00;403.003,94;196.996,06;403.003,94;0,00;403.003,94;196.996,06;403.003,94;196.996,06;0,00;0,00;-403.003,94;600.000,00
06.04.072α.1227;Έσοδα από παράβολα;0,00;0,00;0,00;8.325,00;-8.325,00;8.325,00;0,00;8.325,00;-8.325,00;8.325,00;-8.325,00;0,00;0,00;-8.325,00;0,00
06.04.072α.1227.α;Δ/νση Βιομηχανίας 2142-11;0,00;0,00;0,00;1.885,00;-1.885,00;1.885,00;0,00;1.885,00;-1.885,00;1.885,00;-1.885,00;0,00;0,00;-1.885,00;0,00
06.04.072α.1227.β;Έσοδα από παράβολα 2143-54;0,00;0,00;0,00;5.171,00;-5.171,00;5.171,00;0,00;5.171,00;-5.171,00;5.171,00;-5.171,00;0,00;0,00;-5.171,00;0,00
06.04.072α.1227.ε;Δ/νση Βιομηχανίας 2296-37;0,00;0,00;0,00;1.269,00;-1.269,00;1.269,00;0,00;1.269,00;-1.269,00;1.269,00;-1.269,00;0,00;0,00;-1.269,00;0,00
06.04.072α.1250;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;4.682.500,00;-3.271.348,00;1.411.152,00;1.273.921,76;137.230,24;1.273.921,76;0,00;1.273.921,76;137.230,24;1.273.921,76;137.230,24;0,00;0,00;-1.273.921,76;1.411.152,00
06.04.072α.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;4.682.500,00;-3.271.348,00;1.411.152,00;1.273.921,76;137.230,24;1.273.921,76;0,00;1.273.921,76;137.230,24;1.273.921,76;137.230,24;0,00;0,00;-1.273.921,76;1.411.152,00
06.04.072α.1290;Έσοδα απο λοιπά τέλη και δικαιώματα (003094-05);0,00;0,00;0,00;75.793,70;-75.793,70;75.793,70;0,00;75.793,70;-75.793,70;75.793,70;-75.793,70;0,00;0,00;-75.793,70;0,00
06.04.072α.1299;Έσοδα απο λοιπά τέλη και δικαιώματα (003094-05);0,00;0,00;0,00;75.793,70;-75.793,70;75.793,70;0,00;75.793,70;-75.793,70;75.793,70;-75.793,70;0,00;0,00;-75.793,70;0,00
06.04.072α.1299.α;Έσοδα από λοιπά τέλη και δικαιώματα -  Λαϊκές Αγορές;0,00;0,00;0,00;75.793,70;-75.793,70;75.793,70;0,00;75.793,70;-75.793,70;75.793,70;-75.793,70;0,00;0,00;-75.793,70;0,00
06.04.072α.2000;Ασφαλιστικές εισφορές;0,00;0,00;0,00;6.478,59;-6.478,59;6.478,59;0,00;6.478,59;-6.478,59;6.478,59;-6.478,59;0,00;0,00;-6.478,59;0,00
06.04.072α.2100;;0,00;0,00;0,00;6.478,59;-6.478,59;6.478,59;0,00;6.478,59;-6.478,59;6.478,59;-6.478,59;0,00;0,00;-6.478,59;0,00
06.04.072α.2120;Εισφορές για εφ΄άπαξ αποζημίωση λόγω εξόδου από την Υπηρεσία;0,00;0,00;0,00;6.478,59;-6.478,59;6.478,59;0,00;6.478,59;-6.478,59;6.478,59;-6.478,59;0,00;0,00;-6.478,59;0,00
06.04.072α.2122;Εισφορές για εφ΄άπαξ αποζημίωση λόγω εξόδου από την Υπηρεσία;0,00;0,00;0,00;6.478,59;-6.478,59;6.478,59;0,00;6.478,59;-6.478,59;6.478,59;-6.478,59;0,00;0,00;-6.478,59;0,00
06.04.072α.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;86.328,49;-86.328,49;86.328,49;0,00;86.328,49;-86.328,49;86.328,49;-86.328,49;0,00;0,00;-86.328,49;0,00
06.04.072α.3400;Έσοδα από εκμίσθωση ακίνητης περιουσίας;0,00;0,00;0,00;13.555,00;-13.555,00;13.555,00;0,00;13.555,00;-13.555,00;13.555,00;-13.555,00;0,00;0,00;-13.555,00;0,00
06.04.072α.3410;Έσοδα από εκμίσθωση λοιπής ακίνητης περιουσίας;0,00;0,00;0,00;13.555,00;-13.555,00;13.555,00;0,00;13.555,00;-13.555,00;13.555,00;-13.555,00;0,00;0,00;-13.555,00;0,00
06.04.072α.3419;Έσοδα από εκμίσθωση λοιπής ακίνητης περιουσίας;0,00;0,00;0,00;13.555,00;-13.555,00;13.555,00;0,00;13.555,00;-13.555,00;13.555,00;-13.555,00;0,00;0,00;-13.555,00;0,00
06.04.072α.3419.01;Υπηρεσίες Διοίκησης - Έσοδα από εκμίσθωση λοιπής ακίνητης περιουσίας;0,00;0,00;0,00;13.555,00;-13.555,00;13.555,00;0,00;13.555,00;-13.555,00;13.555,00;-13.555,00;0,00;0,00;-13.555,00;0,00
06.04.072α.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;72.773,49;-72.773,49;72.773,49;0,00;72.773,49;-72.773,49;72.773,49;-72.773,49;0,00;0,00;-72.773,49;0,00
06.04.072α.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;72.773,49;-72.773,49;72.773,49;0,00;72.773,49;-72.773,49;72.773,49;-72.773,49;0,00;0,00;-72.773,49;0,00
06.04.072α.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;0,00;0,00;72.773,49;-72.773,49;72.773,49;0,00;72.773,49;-72.773,49;72.773,49;-72.773,49;0,00;0,00;-72.773,49;0,00
06.04.072α.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002166-71).;0,00;0,00;0,00;38.031,87;-38.031,87;38.031,87;0,00;38.031,87;-38.031,87;38.031,87;-38.031,87;0,00;0,00;-38.031,87;0,00
06.04.072α.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (002142-11).;0,00;0,00;0,00;935,22;-935,22;935,22;0,00;935,22;-935,22;935,22;-935,22;0,00;0,00;-935,22;0,00
06.04.072α.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες (002167-17).;0,00;0,00;0,00;116,54;-116,54;116,54;0,00;116,54;-116,54;116,54;-116,54;0,00;0,00;-116,54;0,00
06.04.072α.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (003082-72).;0,00;0,00;0,00;103,21;-103,21;103,21;0,00;103,21;-103,21;103,21;-103,21;0,00;0,00;-103,21;0,00
06.04.072α.3511.ε;Τόκοι από καταθέσεις σε Τράπεζες (002295-91).;0,00;0,00;0,00;3.397,61;-3.397,61;3.397,61;0,00;3.397,61;-3.397,61;3.397,61;-3.397,61;0,00;0,00;-3.397,61;0,00
06.04.072α.3511.ζ;Τόκοι από καταθέσεις σε Τράπεζες (002296-37).;0,00;0,00;0,00;29.034,01;-29.034,01;29.034,01;0,00;29.034,01;-29.034,01;29.034,01;-29.034,01;0,00;0,00;-29.034,01;0,00
06.04.072α.3511.η;Τόκοι από καταθέσεις σε Τράπεζες (002143-54).;0,00;0,00;0,00;9,59;-9,59;9,59;0,00;9,59;-9,59;9,59;-9,59;0,00;0,00;-9,59;0,00
06.04.072α.3511.θ;Τόκοι από καταθέσεις σε Τράπεζες (002154-41).;0,00;0,00;0,00;1.000,15;-1.000,15;1.000,15;0,00;1.000,15;-1.000,15;1.000,15;-1.000,15;0,00;0,00;-1.000,15;0,00
06.04.072α.3511.στ;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;145,29;-145,29;145,29;0,00;145,29;-145,29;145,29;-145,29;0,00;0,00;-145,29;0,00
06.04.072α.5000;Λοιπά Εσοδα;0,00;0,00;0,00;143,66;-143,66;143,66;0,00;143,66;-143,66;143,66;-143,66;0,00;0,00;-143,66;0,00
06.04.072α.5500;Επιστροφές Χρημάτων;0,00;0,00;0,00;143,66;-143,66;143,66;0,00;143,66;-143,66;143,66;-143,66;0,00;0,00;-143,66;0,00
06.04.072α.5510;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;0,00;0,00;72,08;-72,08;72,08;0,00;72,08;-72,08;72,08;-72,08;0,00;0,00;-72,08;0,00
06.04.072α.5511;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;0,00;0,00;72,08;-72,08;72,08;0,00;72,08;-72,08;72,08;-72,08;0,00;0,00;-72,08;0,00
06.04.072α.5511.α;Επιστροφή χρημάτων για τακτοποίηση  ΧΕΠ 2167-17;0,00;0,00;0,00;72,08;-72,08;72,08;0,00;72,08;-72,08;72,08;-72,08;0,00;0,00;-72,08;0,00
06.04.072α.5520;Λοιπές επιστροφές ποσών που καταβάλλονται χωρίς να οφείλονται;0,00;0,00;0,00;71,58;-71,58;71,58;0,00;71,58;-71,58;71,58;-71,58;0,00;0,00;-71,58;0,00
06.04.072α.5529;Λοιπές επιστροφές ποσών που καταβάλλονται χωρίς να οφείλονται;0,00;0,00;0,00;71,58;-71,58;71,58;0,00;71,58;-71,58;71,58;-71,58;0,00;0,00;-71,58;0,00
06.04.072α.5529.α;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται 2167-17;0,00;0,00;0,00;71,58;-71,58;71,58;0,00;71,58;-71,58;71,58;-71,58;0,00;0,00;-71,58;0,00
06.04.072α.6000;Έκτακτα έσοδα;0,00;0,00;0,00;89.346,85;-89.346,85;89.346,85;0,00;89.346,85;-89.346,85;89.346,85;-89.346,85;0,00;0,00;-89.346,85;0,00
06.04.072α.6500;Προσαυαξήσεις, πρόστιμα, χρηματικές ποινές, παράβολα;0,00;0,00;0,00;89.346,85;-89.346,85;89.346,85;0,00;89.346,85;-89.346,85;89.346,85;-89.346,85;0,00;0,00;-89.346,85;0,00
06.04.072α.6520;Πρόστιμα, χρηματικές ποινές;0,00;0,00;0,00;89.346,85;-89.346,85;89.346,85;0,00;89.346,85;-89.346,85;89.346,85;-89.346,85;0,00;0,00;-89.346,85;0,00
06.04.072α.6521;Πρόστιμα, χρηματικές ποινές;0,00;0,00;0,00;89.346,85;-89.346,85;89.346,85;0,00;89.346,85;-89.346,85;89.346,85;-89.346,85;0,00;0,00;-89.346,85;0,00
06.04.072α.6521.α;Πρόστιμα, χρηματικές ποινές Ν/2946/01;0,00;0,00;0,00;89.346,85;-89.346,85;89.346,85;0,00;89.346,85;-89.346,85;89.346,85;-89.346,85;0,00;0,00;-89.346,85;0,00
06.04.072α.Τ000;Ταμειακό Υπόλοιπο;2.955.897,68;0,00;2.955.897,68;0,00;2.955.897,68;0,00;0,00;0,00;2.955.897,68;0,00;2.955.897,68;0,00;0,00;0,00;2.955.897,68
06.04.072α.ΤΑ00;Ταμειακό Υπόλοιπο;2.955.897,68;0,00;2.955.897,68;0,00;2.955.897,68;0,00;0,00;0,00;2.955.897,68;0,00;2.955.897,68;0,00;0,00;0,00;2.955.897,68
06.04.072α.ΤΑΜ0;Ταμειακό Υπόλοιπο;2.955.897,68;0,00;2.955.897,68;0,00;2.955.897,68;0,00;0,00;0,00;2.955.897,68;0,00;2.955.897,68;0,00;0,00;0,00;2.955.897,68
06.04.072α.ΤΑΜΥ;Ταμειακό Υπόλοιπο;2.955.897,68;0,00;2.955.897,68;0,00;2.955.897,68;0,00;0,00;0,00;2.955.897,68;0,00;2.955.897,68;0,00;0,00;0,00;2.955.897,68
06.04.072α.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο 002167-17;1.398.733,02;0,00;1.398.733,02;0,00;1.398.733,02;0,00;0,00;0,00;1.398.733,02;0,00;1.398.733,02;0,00;0,00;0,00;1.398.733,02
06.04.072α.ΤΑΜΥ.03;Ταμειαό Υπόλοιπο Απασχόληση Εργασίας - Παράβολα;1.593,31;0,00;1.593,31;0,00;1.593,31;0,00;0,00;0,00;1.593,31;0,00;1.593,31;0,00;0,00;0,00;1.593,31
06.04.072α.ΤΑΜΥ.04;Ταμειακό Υπόλοιπο  003100-83;1.149,83;0,00;1.149,83;0,00;1.149,83;0,00;0,00;0,00;1.149,83;0,00;1.149,83;0,00;0,00;0,00;1.149,83
06.04.072α.ΤΑΜΥ.05;Ταμειαό Υπόλοιπο  Βιομηχανίας - Πρόστιμα;57.803,38;0,00;57.803,38;0,00;57.803,38;0,00;0,00;0,00;57.803,38;0,00;57.803,38;0,00;0,00;0,00;57.803,38
06.04.072α.ΤΑΜΥ.06;Ταμειαό Υπόλοιπο Βιομηχανίας - Παράβολα;5.529,39;0,00;5.529,39;0,00;5.529,39;0,00;0,00;0,00;5.529,39;0,00;5.529,39;0,00;0,00;0,00;5.529,39
06.04.072α.ΤΑΜΥ.07;Ταμειαό Υπόλοιπο Κοινωνικής Πρόνοιας - Παράβολα;3.896,50;0,00;3.896,50;0,00;3.896,50;0,00;0,00;0,00;3.896,50;0,00;3.896,50;0,00;0,00;0,00;3.896,50
06.04.072α.ΤΑΜΥ.08;Ταμειακό Υπόλοιπο 3098-80;69.779,06;0,00;69.779,06;0,00;69.779,06;0,00;0,00;0,00;69.779,06;0,00;69.779,06;0,00;0,00;0,00;69.779,06
06.04.072α.ΤΑΜΥ.09;Ταμειαό Υπόλοιπο Απασχόληση Μελών Δ/νση Μεταφοράς;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;0,00;0,00;44.947,53;0,00;44.947,53;0,00;0,00;0,00;44.947,53
06.04.072α.ΤΑΜΥ.10;Ταμειακό Υπόλοιπο Δ/νσης Βιομηχανίας - Παράβολα 2296-37;1.351.698,77;0,00;1.351.698,77;0,00;1.351.698,77;0,00;0,00;0,00;1.351.698,77;0,00;1.351.698,77;0,00;0,00;0,00;1.351.698,77
06.04.072α.ΤΑΜΥ.11;Ταμειακό Υπόλοιπο Δ/νσης Βιομηχανίας - Παράβολα 2295-91;467,54;0,00;467,54;0,00;467,54;0,00;0,00;0,00;467,54;0,00;467,54;0,00;0,00;0,00;467,54
06.04.072α.ΤΑΜΥ.12;Ταμειακό υπόλοιπο για συμβασιούχους ΚΕΠ;3.861,80;0,00;3.861,80;0,00;3.861,80;0,00;0,00;0,00;3.861,80;0,00;3.861,80;0,00;0,00;0,00;3.861,80
06.04.072α.ΤΑΜΥ.13;Ταμειακό υπόλοιπο 3152-83;4.823,04;0,00;4.823,04;0,00;4.823,04;0,00;0,00;0,00;4.823,04;0,00;4.823,04;0,00;0,00;0,00;4.823,04
06.04.072α.ΤΑΜΥ.14;Ταμειακό υπόλοιπο λογ. 002154-41;618,51;0,00;618,51;0,00;618,51;0,00;0,00;0,00;618,51;0,00;618,51;0,00;0,00;0,00;618,51
06.04.072α.ΤΑΜΥ.15;Ταμειακό Υπόλοιπο ΙΔΟΧ 3148-09;10.996,00;0,00;10.996,00;0,00;10.996,00;0,00;0,00;0,00;10.996,00;0,00;10.996,00;0,00;0,00;0,00;10.996,00
06.04.072β;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ (τ.Ν.Τ.);418.272,97;0,00;418.272,97;91.709,90;326.563,07;91.709,90;0,00;91.709,90;326.563,07;91.709,90;326.563,07;0,00;0,00;-91.709,90;418.272,97
06.04.072β.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;240.000,00;0,00;240.000,00;88.029,08;151.970,92;88.029,08;0,00;88.029,08;151.970,92;88.029,08;151.970,92;0,00;0,00;-88.029,08;240.000,00
06.04.072β.1200;Έσοδα από τέλη και δικαιώματα;240.000,00;0,00;240.000,00;88.029,08;151.970,92;88.029,08;0,00;88.029,08;151.970,92;88.029,08;151.970,92;0,00;0,00;-88.029,08;240.000,00
06.04.072β.1230;Έσοδα τέως ταμείου Οδοποίας Νομού;240.000,00;0,00;240.000,00;88.029,08;151.970,92;88.029,08;0,00;88.029,08;151.970,92;88.029,08;151.970,92;0,00;0,00;-88.029,08;240.000,00
06.04.072β.1237;Έσοδα τέως ταμείου Οδοποίας Νομού;240.000,00;0,00;240.000,00;88.029,08;151.970,92;88.029,08;0,00;88.029,08;151.970,92;88.029,08;151.970,92;0,00;0,00;-88.029,08;240.000,00
06.04.072β.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;0,00;0,00;3.680,82;-3.680,82;3.680,82;0,00;3.680,82;-3.680,82;3.680,82;-3.680,82;0,00;0,00;-3.680,82;0,00
06.04.072β.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια ,Κινητές αξίες και λοιπές περιπτώσεις;0,00;0,00;0,00;3.680,82;-3.680,82;3.680,82;0,00;3.680,82;-3.680,82;3.680,82;-3.680,82;0,00;0,00;-3.680,82;0,00
06.04.072β.3510;Τόκοι από καταθέσεις σε Τράπεζες (002149-21).;0,00;0,00;0,00;3.680,82;-3.680,82;3.680,82;0,00;3.680,82;-3.680,82;3.680,82;-3.680,82;0,00;0,00;-3.680,82;0,00
06.04.072β.3511;Τόκοι από καταθέσεις σε Τράπεζες (002149-21).;0,00;0,00;0,00;3.680,82;-3.680,82;3.680,82;0,00;3.680,82;-3.680,82;3.680,82;-3.680,82;0,00;0,00;-3.680,82;0,00
06.04.072β.Τ000;Ταμειακό Υπόλοιπο;178.272,97;0,00;178.272,97;0,00;178.272,97;0,00;0,00;0,00;178.272,97;0,00;178.272,97;0,00;0,00;0,00;178.272,97
06.04.072β.ΤΑ00;Ταμειακό Υπόλοιπο;178.272,97;0,00;178.272,97;0,00;178.272,97;0,00;0,00;0,00;178.272,97;0,00;178.272,97;0,00;0,00;0,00;178.272,97
06.04.072β.ΤΑΜ0;Ταμειακό Υπόλοιπο;178.272,97;0,00;178.272,97;0,00;178.272,97;0,00;0,00;0,00;178.272,97;0,00;178.272,97;0,00;0,00;0,00;178.272,97
06.04.072β.ΤΑΜΥ;Ταμειακό Υπόλοιπο;178.272,97;0,00;178.272,97;0,00;178.272,97;0,00;0,00;0,00;178.272,97;0,00;178.272,97;0,00;0,00;0,00;178.272,97
06.04.072δ;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ  ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;1.140.000,00;-182.553,40;957.446,60;818.772,86;138.673,74;818.772,86;0,00;818.772,86;138.673,74;818.772,86;138.673,74;0,00;0,00;-818.772,86;957.446,60
06.04.072δ.1000;Νομαρχειακό Πρόγραμμα Επενδύσεων χρηματοδοτούμενο από Κ.Α.Π.;1.140.000,00;-182.553,40;957.446,60;818.772,86;138.673,74;818.772,86;0,00;818.772,86;138.673,74;818.772,86;138.673,74;0,00;0,00;-818.772,86;957.446,60
06.04.072δ.1200;Έσοδα από τέλη και δικαιώματα;1.140.000,00;-182.553,40;957.446,60;818.772,86;138.673,74;818.772,86;0,00;818.772,86;138.673,74;818.772,86;138.673,74;0,00;0,00;-818.772,86;957.446,60
06.04.072δ.1250;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;1.140.000,00;-182.553,40;957.446,60;818.772,86;138.673,74;818.772,86;0,00;818.772,86;138.673,74;818.772,86;138.673,74;0,00;0,00;-818.772,86;957.446,60
06.04.072δ.1251;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;990.000,00;-32.553,40;957.446,60;818.772,86;138.673,74;818.772,86;0,00;818.772,86;138.673,74;818.772,86;138.673,74;0,00;0,00;-818.772,86;957.446,60
06.04.072δ.1253;Έσοδα από Κ.Α.Π. για δαπάνες βελτίωσης, συντήρησης και αποκατάστασης του οδικού δικτύου των Νομαρχιακών Αυτοδιοικήσεων;150.000,00;-150.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.04.151;ΥΓΕΙΑΣ & ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ;1.209.164,24;246.500,00;1.455.664,24;882.193,68;573.470,56;882.193,68;0,00;882.193,68;573.470,56;882.193,68;573.470,56;0,00;0,00;-882.193,68;1.455.664,24
