Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.04.072α.0385;Αποζημίωση σπουδαστών δημοσίων σχολών που πραγματοποιούν στις δημόσιες υπηρεσίες άσκηση στο επάγγελμα;0,00;10.000,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.04.072α.0500;Πρόσθετες & παραπόμενες παροχές.;195.829,10;14.120,00;209.949,10;56.759,33;153.189,77;54.818,21;155.130,89;51.218,21;158.730,89;51.218,21;158.730,89;0,00;0,00;-54.818,21;209.949,10;56.759,33
02.04.072α.0510;Αποζημίωση για υπερωριακή εργασία;194.679,27;9.120,00;203.799,27;53.899,83;149.899,44;51.958,71;151.840,56;48.358,71;155.440,56;48.358,71;155.440,56;0,00;0,00;-51.958,71;203.799,27;53.899,83
02.04.072α.0511;Αποζημίωση για υπερωριακή εργασία;70.000,00;0,00;70.000,00;20.687,48;49.312,52;20.687,48;49.312,52;20.687,48;49.312,52;20.687,48;49.312,52;0,00;0,00;-20.687,48;70.000,00;20.687,48
02.04.072α.0515;Αποζημείωση μελών συλλογικών οργάνων;112.679,27;9.120,00;121.799,27;25.090,61;96.708,66;23.149,49;98.649,78;19.549,49;102.249,78;19.549,49;102.249,78;0,00;0,00;-23.149,49;121.799,27;25.090,61
02.04.072α.0515.α;Αποζημείωση μελών συλλογικών οργάνων;100.000,00;0,00;100.000,00;10.994,49;89.005,51;9.053,37;90.946,63;9.053,37;90.946,63;9.053,37;90.946,63;0,00;0,00;-9.053,37;100.000,00;10.994,49
02.04.072α.0515.β;Αποζημείωση μελών συλλογικών οργάνων;5.529,39;0,00;5.529,39;4.650,92;878,47;4.650,92;878,47;4.650,92;878,47;4.650,92;878,47;0,00;0,00;-4.650,92;5.529,39;4.650,92
02.04.072α.0515.δ;Αποζημίωση μελών συλλογικών οργάνων;3.896,50;9.120,00;13.016,50;9.445,20;3.571,30;9.445,20;3.571,30;5.845,20;7.171,30;5.845,20;7.171,30;0,00;0,00;-9.445,20;13.016,50;9.445,20
02.04.072α.0515.ε;Αποζημίωση μελών συλλογικών οργάνων [2143-54];3.253,38;0,00;3.253,38;0,00;3.253,38;0,00;3.253,38;0,00;3.253,38;0,00;3.253,38;0,00;0,00;0,00;3.253,38;0,00
02.04.072α.0519;Λοιπές πρόσθετες παροχές και αποζημιώσεις;12.000,00;0,00;12.000,00;8.121,74;3.878,26;8.121,74;3.878,26;8.121,74;3.878,26;8.121,74;3.878,26;0,00;0,00;-8.121,74;12.000,00;8.121,74
02.04.072α.0560;Αποζημίωση υπαλλ. που έχουν διατεθεί σε γραφεία βουλευτών;1.149,83;5.000,00;6.149,83;2.859,50;3.290,33;2.859,50;3.290,33;2.859,50;3.290,33;2.859,50;3.290,33;0,00;0,00;-2.859,50;6.149,83;2.859,50
02.04.072α.0561;Αποζημίωση υπαλλ. που έχουν διατεθεί σε γραφεία βουλευτών;0,00;5.000,00;5.000,00;2.859,50;2.140,50;2.859,50;2.140,50;2.859,50;2.140,50;2.859,50;2.140,50;0,00;0,00;-2.859,50;5.000,00;2.859,50
02.04.072α.0566;Αμοιβές μελών των Κλιμακίων Ελέγχου Λαϊκών Αγορών και Υπαίθριου Εμπορίου;1.149,83;0,00;1.149,83;0,00;1.149,83;0,00;1.149,83;0,00;1.149,83;0,00;1.149,83;0,00;0,00;0,00;1.149,83;0,00
02.04.072α.0600;Ασφαλιστικές Παροχές;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;0,00;0,00;44.947,53;0,00
02.04.072α.0630;Βοηθήματα εφάπαξ (Ν 103/75) υπαλλήλων;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;0,00;0,00;44.947,53;0,00
02.04.072α.0631;Βοηθήματα εφάπαξ (Ν 103/75) υπαλλήλων;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;44.947,53;0,00;0,00;0,00;44.947,53;0,00
02.04.072α.0700;Πληρωμές για μετακινήσεις;213.733,02;0,00;213.733,02;16.655,78;197.077,24;16.300,38;197.432,64;15.057,10;198.675,92;15.057,10;198.675,92;0,00;0,00;-16.300,38;213.733,02;16.655,78
02.04.072α.0710;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);213.733,02;0,00;213.733,02;16.655,78;197.077,24;16.300,38;197.432,64;15.057,10;198.675,92;15.057,10;198.675,92;0,00;0,00;-16.300,38;213.733,02;16.655,78
02.04.072α.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);113.733,02;0,00;113.733,02;14.789,11;98.943,91;14.433,71;99.299,31;13.190,43;100.542,59;13.190,43;100.542,59;0,00;0,00;-14.433,71;113.733,02;14.789,11
02.04.072α.0711.α;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);113.733,02;0,00;113.733,02;14.789,11;98.943,91;14.433,71;99.299,31;13.190,43;100.542,59;13.190,43;100.542,59;0,00;0,00;-14.433,71;113.733,02;14.789,11
02.04.072α.0713;Έξοδα μετακίνησης πολιτικών υπαλλήλων από το εσωτερικό στο εξωτερικό ή και αντίστροφα μόνιμου προσωπικού ( τακτικών - Ι.Δ.Α.Χ.);40.000,00;0,00;40.000,00;1.343,95;38.656,05;1.343,95;38.656,05;1.343,95;38.656,05;1.343,95;38.656,05;0,00;0,00;-1.343,95;40.000,00;1.343,95
02.04.072α.0716;Έξοδα μετακίνησης λοιπών προσώπων στο εσωτερικό;10.000,00;0,00;10.000,00;522,72;9.477,28;522,72;9.477,28;522,72;9.477,28;522,72;9.477,28;0,00;0,00;-522,72;10.000,00;522,72
02.04.072α.0717;Έξοδα μετακίνησης λοιπών προσώπων από το εσωτερικό στο εξωτερικό και αντίστροφα;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.04.072α.0800;Πληρωμές για λοιπές υπηρεσίες;970.546,00;353.540,00;1.324.086,00;706.581,80;617.504,20;597.883,46;726.202,54;474.090,01;849.995,99;474.090,01;849.995,99;0,00;0,00;-597.883,46;1.324.086,00;706.581,80
02.04.072α.0810;Μισθώματα κτιρίων;150.000,00;200.000,00;350.000,00;276.815,74;73.184,26;276.815,74;73.184,26;164.602,70;185.397,30;164.602,70;185.397,30;0,00;0,00;-276.815,74;350.000,00;276.815,74
02.04.072α.0813;Μισθώματα κτιρίων;150.000,00;200.000,00;350.000,00;276.815,74;73.184,26;276.815,74;73.184,26;164.602,70;185.397,30;164.602,70;185.397,30;0,00;0,00;-276.815,74;350.000,00;276.815,74
02.04.072α.0820;Λοιπές ματαφορές;220.000,00;0,00;220.000,00;74.022,35;145.977,65;73.978,23;146.021,77;73.978,23;146.021,77;73.978,23;146.021,77;0,00;0,00;-73.978,23;220.000,00;74.022,35
02.04.072α.0823;Ταχυδρομικά;90.000,00;0,00;90.000,00;36.402,15;53.597,85;36.358,03;53.641,97;36.358,03;53.641,97;36.358,03;53.641,97;0,00;0,00;-36.358,03;90.000,00;36.402,15
02.04.072α.0824;Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών (τέλη, μισθώματα, και δαπάνες εγκαταστάσεων);120.000,00;0,00;120.000,00;37.189,66;82.810,34;37.189,66;82.810,34;37.189,66;82.810,34;37.189,66;82.810,34;0,00;0,00;-37.189,66;120.000,00;37.189,66
02.04.072α.0826;Δαπάνες κινητής τηλεφωνίας;10.000,00;0,00;10.000,00;430,54;9.569,46;430,54;9.569,46;430,54;9.569,46;430,54;9.569,46;0,00;0,00;-430,54;10.000,00;430,54
02.04.072α.0830;Υδρευση και άρδευση;185.000,00;0,00;185.000,00;93.159,29;91.840,71;93.159,29;91.840,71;93.159,29;91.840,71;93.159,29;91.840,71;0,00;0,00;-93.159,29;185.000,00;93.159,29
02.04.072α.0831;Υδρευση και άρδευση;50.000,00;0,00;50.000,00;25.784,42;24.215,58;25.784,42;24.215,58;25.784,42;24.215,58;25.784,42;24.215,58;0,00;0,00;-25.784,42;50.000,00;25.784,42
02.04.072α.0832;Ηλεκτρική ενέργεια;130.000,00;0,00;130.000,00;67.374,87;62.625,13;67.374,87;62.625,13;67.374,87;62.625,13;67.374,87;62.625,13;0,00;0,00;-67.374,87;130.000,00;67.374,87
02.04.072α.0839;Δαπάνες καθαριότητας;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00;0,00
02.04.072α.0840;Διαφημίσεις και δημοσιεύσεις γενικά;100.000,00;0,00;100.000,00;27.139,23;72.860,77;26.515,01;73.484,99;25.882,21;74.117,79;25.882,21;74.117,79;0,00;0,00;-26.515,01;100.000,00;27.139,23
02.04.072α.0841;Διαφημίσεις και δημοσιεύσεις γενικά;10.000,00;0,00;10.000,00;2.040,69;7.959,31;1.941,47;8.058,53;1.941,47;8.058,53;1.941,47;8.058,53;0,00;0,00;-1.941,47;10.000,00;2.040,69
02.04.072α.0843;Εκδόσεις-Εκτυπώσεις-Βιβλιοδεσία (περιλαμβάνεται και η προμήθεια χάρτου);40.000,00;0,00;40.000,00;16.959,30;23.040,70;16.959,30;23.040,70;16.959,30;23.040,70;16.959,30;23.040,70;0,00;0,00;-16.959,30;40.000,00;16.959,30
02.04.072α.0845;Κάθε είδους δαπάνες Δημοσίων Σχέσεων;50.000,00;0,00;50.000,00;8.139,24;41.860,76;7.614,24;42.385,76;6.981,44;43.018,56;6.981,44;43.018,56;0,00;0,00;-7.614,24;50.000,00;8.139,24
02.04.072α.0850;Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά, εγκαταστάσεων στρατωνισμού, ελλιμενισμού, αερολιμένων και λοιπών μόνιμων εγκαταστάσεων;20.000,00;0,00;20.000,00;8.934,30;11.065,70;8.934,30;11.065,70;8.934,30;11.065,70;8.934,30;11.065,70;0,00;0,00;-8.934,30;20.000,00;8.934,30
02.04.072α.0851;Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά, εγκαταστάσεων στρατωνισμού, ελλιμενισμού, αερολιμένων και λοιπών μόνιμων εγκαταστάσεων;20.000,00;0,00;20.000,00;8.934,30;11.065,70;8.934,30;11.065,70;8.934,30;11.065,70;8.934,30;11.065,70;0,00;0,00;-8.934,30;20.000,00;8.934,30
02.04.072α.0860;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;40.000,00;0,00;40.000,00;7.284,34;32.715,66;7.284,34;32.715,66;5.676,73;34.323,27;5.676,73;34.323,27;0,00;0,00;-7.284,34;40.000,00;7.284,34
02.04.072α.0861;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;25.000,00;0,00;25.000,00;5.031,32;19.968,68;5.031,32;19.968,68;5.031,32;19.968,68;5.031,32;19.968,68;0,00;0,00;-5.031,32;25.000,00;5.031,32
02.04.072α.0869;Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλισμού;15.000,00;0,00;15.000,00;2.253,02;12.746,98;2.253,02;12.746,98;645,41;14.354,59;645,41;14.354,59;0,00;0,00;-2.253,02;15.000,00;2.253,02
02.04.072α.0870;Αμοιβές Φυσικών προσώπων;95.546,00;153.540,00;249.086,00;154.233,50;94.852,50;59.453,50;189.632,50;50.113,50;198.972,50;50.113,50;198.972,50;0,00;0,00;-59.453,50;249.086,00;154.233,50
02.04.072α.0871;Αμοιβές Φυσικών προσώπων;65.546,00;153.540,00;219.086,00;153.680,00;65.406,00;58.900,00;160.186,00;49.560,00;169.526,00;49.560,00;169.526,00;0,00;0,00;-58.900,00;219.086,00;153.680,00
02.04.072α.0871.β;Αμοιβές Φυσικών προσώπων;54.550,00;153.540,00;208.090,00;153.680,00;54.410,00;58.900,00;149.190,00;49.560,00;158.530,00;49.560,00;158.530,00;0,00;0,00;-58.900,00;208.090,00;153.680,00
02.04.072α.0871.γ;Αμοιβές Φυσικών προσώπων;10.996,00;0,00;10.996,00;0,00;10.996,00;0,00;10.996,00;0,00;10.996,00;0,00;10.996,00;0,00;0,00;0,00;10.996,00;0,00
02.04.072α.0879;Λοιπές αμοιβές όσων  εκτελούν ειδικές υπηρεσίες;30.000,00;0,00;30.000,00;553,50;29.446,50;553,50;29.446,50;553,50;29.446,50;553,50;29.446,50;0,00;0,00;-553,50;30.000,00;553,50
02.04.072α.0880;Αμοιβές για εκπαίδευση, μετεκπαίδεση, επιμόρφωση;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.04.072α.0881;Αμοιβές για εκπαίδευση, μετεκπαίδεση, επιμόρφωση;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.04.072α.0890;Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφάσεων ή συμβιβαστικών πράξεων;150.000,00;0,00;150.000,00;64.993,05;85.006,95;51.743,05;98.256,95;51.743,05;98.256,95;51.743,05;98.256,95;0,00;0,00;-51.743,05;150.000,00;64.993,05
02.04.072α.0894;Δικαστικά - συμβολαιογραφικά έξοδα;100.000,00;0,00;100.000,00;37.136,13;62.863,87;23.886,13;76.113,87;23.886,13;76.113,87;23.886,13;76.113,87;0,00;0,00;-23.886,13;100.000,00;37.136,13
02.04.072α.0899;Λοιπές ειδικές αμοιβές;50.000,00;0,00;50.000,00;27.856,92;22.143,08;27.856,92;22.143,08;27.856,92;22.143,08;27.856,92;22.143,08;0,00;0,00;-27.856,92;50.000,00;27.856,92
02.04.072α.0900;;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.04.072α.0910;Απόδοση ΦΠΑ;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.04.072α.0912;Απόδοση ΦΠΑ;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.04.072α.1000;Προμήθειες αγαθών και κεφαλαιακού εξοπλισμού;895.618,51;60.000,00;955.618,51;498.348,29;457.270,22;498.210,53;457.407,98;496.113,53;459.504,98;552.206,82;403.411,69;-56.093,29;0,00;-498.210,53;955.618,51;498.348,29
02.04.072α.1100;Προμήθεια ειδών εξοπλισμού υπηρεσιών, εργαστηρίων, κλπ.;170.000,00;-50.000,00;120.000,00;45.958,36;74.041,64;45.820,60;74.179,40;45.820,60;74.179,40;48.320,60;71.679,40;-2.500,00;0,00;-45.820,60;120.000,00;45.958,36
02.04.072α.1110;Προμήθεια χαρτιού, γραφικών ειδών, κλπ, συναφών υλικών;140.000,00;-50.000,00;90.000,00;28.242,41;61.757,59;28.242,41;61.757,59;28.242,41;61.757,59;28.242,41;61.757,59;0,00;0,00;-28.242,41;90.000,00;28.242,41
02.04.072α.1111;Προμήθεια χαρτιού, γραφικών ειδών, κλπ, συναφών υλικών;140.000,00;-50.000,00;90.000,00;28.242,41;61.757,59;28.242,41;61.757,59;28.242,41;61.757,59;28.242,41;61.757,59;0,00;0,00;-28.242,41;90.000,00;28.242,41
02.04.072α.1120;Προμήθεια βιβλίων, συγγραμμάτων, περιοδικών, εφημερίδων και λοιπών συναφών εκδόσεων;30.000,00;0,00;30.000,00;17.715,95;12.284,05;17.578,19;12.421,81;17.578,19;12.421,81;20.078,19;9.921,81;-2.500,00;0,00;-17.578,19;30.000,00;17.715,95
02.04.072α.1121;Προμήθεια βιβλίων, συγγραμμάτων, περιοδικών, εφημερίδων και λοιπών συναφών εκδόσεων;30.000,00;0,00;30.000,00;17.715,95;12.284,05;17.578,19;12.421,81;17.578,19;12.421,81;20.078,19;9.921,81;-2.500,00;0,00;-17.578,19;30.000,00;17.715,95
02.04.072α.1200;Προμήθεια υγειονομικού, φαρμακευτικού υλικού και ειδών καθαριότητας;130.000,00;0,00;130.000,00;94.603,19;35.396,81;94.603,19;35.396,81;94.603,19;35.396,81;94.603,19;35.396,81;0,00;0,00;-94.603,19;130.000,00;94.603,19
02.04.072α.1210;Προμήθεια υγειονομικού και φαρμακευτικού υλικού;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.04.072α.1211;Προμήθεια υγειονομικού και φαρμακευτικού υλικού;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.04.072α.1230;Προμήθεια ειδών καθαριότητας;110.000,00;0,00;110.000,00;94.603,19;15.396,81;94.603,19;15.396,81;94.603,19;15.396,81;94.603,19;15.396,81;0,00;0,00;-94.603,19;110.000,00;94.603,19
02.04.072α.1231;Προμήθεια ειδών καθαριότητας;20.000,00;0,00;20.000,00;10.539,95;9.460,05;10.539,95;9.460,05;10.539,95;9.460,05;10.539,95;9.460,05;0,00;0,00;-10.539,95;20.000,00;10.539,95
02.04.072α.1232;Κατ' αποκοπή χορήγημα για καθαριότητα;90.000,00;0,00;90.000,00;84.063,24;5.936,76;84.063,24;5.936,76;84.063,24;5.936,76;84.063,24;5.936,76;0,00;0,00;-84.063,24;90.000,00;84.063,24
02.04.072α.1300;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων και εξοπλισμού;45.000,00;0,00;45.000,00;8.666,60;36.333,40;8.666,60;36.333,40;8.666,60;36.333,40;8.666,60;36.333,40;0,00;0,00;-8.666,60;45.000,00;8.666,60
02.04.072α.1310;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;20.000,00;0,00;20.000,00;1.649,80;18.350,20;1.649,80;18.350,20;1.649,80;18.350,20;1.649,80;18.350,20;0,00;0,00;-1.649,80;20.000,00;1.649,80
02.04.072α.1311;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;20.000,00;0,00;20.000,00;1.649,80;18.350,20;1.649,80;18.350,20;1.649,80;18.350,20;1.649,80;18.350,20;0,00;0,00;-1.649,80;20.000,00;1.649,80
02.04.072α.1320;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;25.000,00;0,00;25.000,00;7.016,80;17.983,20;7.016,80;17.983,20;7.016,80;17.983,20;7.016,80;17.983,20;0,00;0,00;-7.016,80;25.000,00;7.016,80
02.04.072α.1321;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;15.000,00;0,00;15.000,00;4.906,80;10.093,20;4.906,80;10.093,20;4.906,80;10.093,20;4.906,80;10.093,20;0,00;0,00;-4.906,80;15.000,00;4.906,80
02.04.072α.1329;Προμήθεια ειδών συντήρησης και επισκευής κάθε είδους λοιπού εξοπλισμού;10.000,00;0,00;10.000,00;2.110,00;7.890,00;2.110,00;7.890,00;2.110,00;7.890,00;2.110,00;7.890,00;0,00;0,00;-2.110,00;10.000,00;2.110,00
02.04.072α.1400;Προμήθεια ειδών διατροφής, ιματισμού, υπόδησης,εξάρτησης, εστίασης, καταασκήνωσης και άθλησης.;0,00;60.000,00;60.000,00;54.194,01;5.805,99;54.194,01;5.805,99;54.194,01;5.805,99;54.194,01;5.805,99;0,00;0,00;-54.194,01;60.000,00;54.194,01
02.04.072α.1410;Προμήθεια ειδών διατροφής, ποτών και καπνού;0,00;60.000,00;60.000,00;54.194,01;5.805,99;54.194,01;5.805,99;54.194,01;5.805,99;54.194,01;5.805,99;0,00;0,00;-54.194,01;60.000,00;54.194,01
02.04.072α.1411;Προμήθεια ειδών διατροφής, ποτών και καπνού;0,00;60.000,00;60.000,00;54.194,01;5.805,99;54.194,01;5.805,99;54.194,01;5.805,99;54.194,01;5.805,99;0,00;0,00;-54.194,01;60.000,00;54.194,01
02.04.072α.1500;Προμήθεις καυσίμων και λιπαντικών;300.000,00;0,00;300.000,00;228.079,30;71.920,70;228.079,30;71.920,70;228.079,30;71.920,70;281.672,59;18.327,41;-53.593,29;0,00;-228.079,30;300.000,00;228.079,30
02.04.072α.1510;Προμήθεια καυσίμων και λιπαντικών;300.000,00;0,00;300.000,00;228.079,30;71.920,70;228.079,30;71.920,70;228.079,30;71.920,70;281.672,59;18.327,41;-53.593,29;0,00;-228.079,30;300.000,00;228.079,30
02.04.072α.1511;Προμήθεια καυσίμων και λιπαντικών;200.000,00;0,00;200.000,00;167.333,16;32.666,84;167.333,16;32.666,84;167.333,16;32.666,84;220.926,45;-20.926,45;-53.593,29;0,00;-167.333,16;200.000,00;167.333,16
02.04.072α.1512;Καύσιμα θέρμανσης κλπ και δαπάνες κοινοχρήστων;100.000,00;0,00;100.000,00;60.746,14;39.253,86;60.746,14;39.253,86;60.746,14;39.253,86;60.746,14;39.253,86;0,00;0,00;-60.746,14;100.000,00;60.746,14
02.04.072α.1600;Διάφορες Προμήθειες;50.618,51;0,00;50.618,51;10.965,92;39.652,59;10.965,92;39.652,59;10.965,92;39.652,59;10.965,92;39.652,59;0,00;0,00;-10.965,92;50.618,51;10.965,92
02.04.072α.1690;Λοιπές προμήθειες;50.618,51;0,00;50.618,51;10.965,92;39.652,59;10.965,92;39.652,59;10.965,92;39.652,59;10.965,92;39.652,59;0,00;0,00;-10.965,92;50.618,51;10.965,92
02.04.072α.1699;Λοιπές προμήθειες;50.618,51;0,00;50.618,51;10.965,92;39.652,59;10.965,92;39.652,59;10.965,92;39.652,59;10.965,92;39.652,59;0,00;0,00;-10.965,92;50.618,51;10.965,92
02.04.072α.1699.α;Λοιπές προμήθειες;50.000,00;0,00;50.000,00;10.965,92;39.034,08;10.965,92;39.034,08;10.965,92;39.034,08;10.965,92;39.034,08;0,00;0,00;-10.965,92;50.000,00;10.965,92
02.04.072α.1699.β;Λοιπές προμήθειες;618,51;0,00;618,51;0,00;618,51;0,00;618,51;0,00;618,51;0,00;618,51;0,00;0,00;0,00;618,51;0,00
02.04.072α.1700;Προμήθεια κεφαλαιακού εξοπλισμού;200.000,00;50.000,00;250.000,00;55.880,91;194.119,09;55.880,91;194.119,09;53.783,91;196.216,09;53.783,91;196.216,09;0,00;0,00;-55.880,91;250.000,00;55.880,91
02.04.072α.1710;Προμήθεια επίπλων;120.000,00;0,00;120.000,00;5.209,00;114.791,00;5.209,00;114.791,00;5.209,00;114.791,00;5.209,00;114.791,00;0,00;0,00;-5.209,00;120.000,00;5.209,00
02.04.072α.1711;Προμήθεια επίπλων;70.000,00;0,00;70.000,00;3.209,02;66.790,98;3.209,02;66.790,98;3.209,02;66.790,98;3.209,02;66.790,98;0,00;0,00;-3.209,02;70.000,00;3.209,02
02.04.072α.1712;Προμήθεια συσκευών θέρμανσης και κλιματισμού;50.000,00;0,00;50.000,00;1.999,98;48.000,02;1.999,98;48.000,02;1.999,98;48.000,02;1.999,98;48.000,02;0,00;0,00;-1.999,98;50.000,00;1.999,98
02.04.072α.1720;Προμήθεια ηλεκτρονικών υπολογιστών προγραμμάτων και λοιπών υλικών;80.000,00;50.000,00;130.000,00;50.671,91;79.328,09;50.671,91;79.328,09;48.574,91;81.425,09;48.574,91;81.425,09;0,00;0,00;-50.671,91;130.000,00;50.671,91
02.04.072α.1723;Προμήθεια ηλεκτρονικών υπολογιστών προγραμμάτων και λοιπών υλικών;50.000,00;50.000,00;100.000,00;49.041,91;50.958,09;49.041,91;50.958,09;46.944,91;53.055,09;46.944,91;53.055,09;0,00;0,00;-49.041,91;100.000,00;49.041,91
02.04.072α.1729;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;30.000,00;0,00;30.000,00;1.630,00;28.370,00;1.630,00;28.370,00;1.630,00;28.370,00;1.630,00;28.370,00;0,00;0,00;-1.630,00;30.000,00;1.630,00
02.04.072α.3000;Πληρωμές που αντικρύζονται από πραμγατοποιούμενα έσοδα;57.215,00;25.000,00;82.215,00;0,00;82.215,00;0,00;82.215,00;0,00;82.215,00;0,00;82.215,00;0,00;0,00;0,00;82.215,00;0,00
02.04.072α.3100;Λοιπές επιστροφές εσόδων;0,00;25.000,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;0,00;0,00;25.000,00;0,00
02.04.072α.3190;Λοιπές επιστροφές εσόδων;0,00;25.000,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;0,00;0,00;25.000,00;0,00
02.04.072α.3199;Λοιπές επιστροφές εσόδων;0,00;25.000,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;0,00;0,00;25.000,00;0,00
02.04.072α.3200;Αποδόσεις που εισπράχθηκαν για τρίτους;57.215,00;0,00;57.215,00;0,00;57.215,00;0,00;57.215,00;0,00;57.215,00;0,00;57.215,00;0,00;0,00;0,00;57.215,00;0,00
02.04.072α.3210;Λοιπές αποδόσεις σε ΟΤΑ Α΄ Βαθμού;55.820,00;0,00;55.820,00;0,00;55.820,00;0,00;55.820,00;0,00;55.820,00;0,00;55.820,00;0,00;0,00;0,00;55.820,00;0,00
02.04.072α.3219;Λοιπές αποδόσεις σε ΟΤΑ Α΄ Βαθμού;55.820,00;0,00;55.820,00;0,00;55.820,00;0,00;55.820,00;0,00;55.820,00;0,00;55.820,00;0,00;0,00;0,00;55.820,00;0,00
02.04.072α.3290;Λοιπές αποδόσεις σε Οργανισμούς  φυσικά και νομικά πρόσωπα;1.395,00;0,00;1.395,00;0,00;1.395,00;0,00;1.395,00;0,00;1.395,00;0,00;1.395,00;0,00;0,00;0,00;1.395,00;0,00
02.04.072α.3299;Λοιπές αποδόσεις σε Οργανισμούς  φυσικά και νομικά πρόσωπα;1.395,00;0,00;1.395,00;0,00;1.395,00;0,00;1.395,00;0,00;1.395,00;0,00;1.395,00;0,00;0,00;0,00;1.395,00;0,00
02.04.072α.5000;Διάφορες κοινές ή σύνθετες δαπάνες Υπουργείων και Νομαρχιών που δεν έχουν ενταχθεί σε κάποια από τις γενικές κατηγορίες του Κώδικα;511.980,41;-451.848,00;60.132,41;0,00;60.132,41;0,00;60.132,41;0,00;60.132,41;0,00;60.132,41;0,00;0,00;0,00;60.132,41;0,00
02.04.072α.5100;Διάφορες σύνθετες δαπάνες;510.387,10;-451.848,00;58.539,10;0,00;58.539,10;0,00;58.539,10;0,00;58.539,10;0,00;58.539,10;0,00;0,00;0,00;58.539,10;0,00
02.04.072α.5110;Τακτικό Αποθεματικό;505.564,06;-451.848,00;53.716,06;0,00;53.716,06;0,00;53.716,06;0,00;53.716,06;0,00;53.716,06;0,00;0,00;0,00;53.716,06;0,00
