Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.04.722.1300;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων και εξοπλισμού;25.000,00;25.000,00;50.000,00;15.410,95;34.589,05;15.410,95;34.589,05;2.499,85;47.500,15;2.499,85;47.500,15;0,00;0,00;-15.410,95;50.000,00;15.410,95
02.04.722.1320;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;25.000,00;25.000,00;50.000,00;15.410,95;34.589,05;15.410,95;34.589,05;2.499,85;47.500,15;2.499,85;47.500,15;0,00;0,00;-15.410,95;50.000,00;15.410,95
02.04.722.1321;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;25.000,00;25.000,00;50.000,00;15.410,95;34.589,05;15.410,95;34.589,05;2.499,85;47.500,15;2.499,85;47.500,15;0,00;0,00;-15.410,95;50.000,00;15.410,95
02.04.722.1400;Προμήθεια ιματισμού, υφασμάτων και συναφών υλικών;0,00;2.300,00;2.300,00;0,00;2.300,00;0,00;2.300,00;0,00;2.300,00;0,00;2.300,00;0,00;0,00;0,00;2.300,00;0,00
02.04.722.1420;Προμήθεια ιματισμού, υφασμάτων και συναφών υλικών;0,00;2.300,00;2.300,00;0,00;2.300,00;0,00;2.300,00;0,00;2.300,00;0,00;2.300,00;0,00;0,00;0,00;2.300,00;0,00
02.04.722.1421;Προμήθεια ιματισμού, υφασμάτων και συναφών υλικών;0,00;1.460,00;1.460,00;0,00;1.460,00;0,00;1.460,00;0,00;1.460,00;0,00;1.460,00;0,00;0,00;0,00;1.460,00;0,00
02.04.722.1423;Προμήθεια ειδών υπόδησης;0,00;840,00;840,00;0,00;840,00;0,00;840,00;0,00;840,00;0,00;840,00;0,00;0,00;0,00;840,00;0,00
02.04.722.1700;Προμήθεια κεφαλαιακού εξοπλισμού;20.000,00;54.296,84;74.296,84;13.959,16;60.337,68;13.959,16;60.337,68;13.959,16;60.337,68;13.959,16;60.337,68;0,00;0,00;-13.959,16;74.296,84;13.959,16
02.04.722.1720;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;20.000,00;54.296,84;74.296,84;13.959,16;60.337,68;13.959,16;60.337,68;13.959,16;60.337,68;13.959,16;60.337,68;0,00;0,00;-13.959,16;74.296,84;13.959,16
02.04.722.1729;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;20.000,00;54.296,84;74.296,84;13.959,16;60.337,68;13.959,16;60.337,68;13.959,16;60.337,68;13.959,16;60.337,68;0,00;0,00;-13.959,16;74.296,84;13.959,16
02.04.722.9000;Πληρωμές για επενδύσεις;66.030,81;69.720,58;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;0,00;0,00;135.751,39;0,00
02.04.722.9700;Επενδύσεις εκτελούμενες απο τα έσοδα των Ν.Π.Δ.Δ.;66.030,81;69.720,58;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;0,00;0,00;135.751,39;0,00
02.04.722.9780;Συντήρηση συγκοινωνιακών έργων;66.030,81;69.720,58;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;0,00;0,00;135.751,39;0,00
02.04.722.9781;Συντήρηση συγκοινωνιακών έργων;66.030,81;69.720,58;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;135.751,39;0,00;0,00;0,00;135.751,39;0,00
02.04.724;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;768.242,26;719.015,50;1.487.257,76;74.436,20;1.412.821,56;74.751,92;1.412.505,84;65.848,85;1.421.408,91;65.848,85;1.421.408,91;0,00;0,00;-74.751,92;1.487.257,76;74.436,20
02.04.724.9000;Πληρωμές για επενδύσεις;768.242,26;719.015,50;1.487.257,76;74.436,20;1.412.821,56;74.751,92;1.412.505,84;65.848,85;1.421.408,91;65.848,85;1.421.408,91;0,00;0,00;-74.751,92;1.487.257,76;74.436,20
02.04.724.9700;Επενδύσεις εκτελούμενες απο τα έσοδα των ΝΠΔΔ;768.242,26;699.015,50;1.467.257,76;74.436,20;1.392.821,56;74.751,92;1.392.505,84;65.848,85;1.401.408,91;65.848,85;1.401.408,91;0,00;0,00;-74.751,92;1.467.257,76;74.436,20
02.04.724.9770;Εκτέλεση συγκοινωνιακών έργων;693.767,94;772.016,38;1.465.784,32;74.436,20;1.391.348,12;74.751,92;1.391.032,40;65.848,85;1.399.935,47;65.848,85;1.399.935,47;0,00;0,00;-74.751,92;1.465.784,32;74.436,20
02.04.724.9771;Εκτέλεση συγκοινωνιακών έργων;445.883,44;357.400,88;803.284,32;0,00;803.284,32;0,00;803.284,32;0,00;803.284,32;0,00;803.284,32;0,00;0,00;0,00;803.284,32;0,00
02.04.724.9771.α;Εκτέλεση συγκοινωνιακών έργων;445.883,44;357.400,88;803.284,32;0,00;803.284,32;0,00;803.284,32;0,00;803.284,32;0,00;803.284,32;0,00;0,00;0,00;803.284,32;0,00
02.04.724.9771.β;Εκτέλεση συγκοινωνιακών έργων;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.04.724.9773;Εκτέλεση έργων ύδρευσης και άρδευσης.;105.000,00;-92.000,00;13.000,00;0,00;13.000,00;0,00;13.000,00;0,00;13.000,00;0,00;13.000,00;0,00;0,00;0,00;13.000,00;0,00
02.04.724.9773.α;Εκτέλεση  έργων ύδρευσης ύδρευσης;105.000,00;-92.000,00;13.000,00;0,00;13.000,00;0,00;13.000,00;0,00;13.000,00;0,00;13.000,00;0,00;0,00;0,00;13.000,00;0,00
02.04.724.9776;Εκτέλεση εγγειοβελτιωτικών έργων.;0,00;42.000,00;42.000,00;0,00;42.000,00;0,00;42.000,00;0,00;42.000,00;0,00;42.000,00;0,00;0,00;0,00;42.000,00;0,00
02.04.724.9779;Εκτέλεση λοιπών έργων που δεν κατονομάζονται ειδικά;142.884,50;464.615,50;607.500,00;74.436,20;533.063,80;74.751,92;532.748,08;65.848,85;541.651,15;65.848,85;541.651,15;0,00;0,00;-74.751,92;607.500,00;74.436,20
02.04.724.9779.β;Εκτέλεση λοιπών έργων που δεν κατονομάζονται ειδικά - Γεωργία;0,00;58.000,00;58.000,00;0,00;58.000,00;0,00;58.000,00;0,00;58.000,00;0,00;58.000,00;0,00;0,00;0,00;58.000,00;0,00
02.04.724.9779.γ;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Περιβάλολον;0,00;50.000,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.04.724.9779.ε;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Ερευνα & Τεχνολιγία;0,00;36.000,00;36.000,00;9.080,00;26.920,00;9.080,00;26.920,00;9.080,00;26.920,00;9.080,00;26.920,00;0,00;0,00;-9.080,00;36.000,00;9.080,00
02.04.724.9779.ζ;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Τουρισμός;60.000,00;120.000,00;180.000,00;0,00;180.000,00;0,00;180.000,00;0,00;180.000,00;0,00;180.000,00;0,00;0,00;0,00;180.000,00;0,00
02.04.724.9779.η;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Υγεία;0,00;55.000,00;55.000,00;0,00;55.000,00;0,00;55.000,00;0,00;55.000,00;0,00;55.000,00;0,00;0,00;0,00;55.000,00;0,00
02.04.724.9779.θ;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Διάφορα;82.884,50;145.615,50;228.500,00;65.356,20;163.143,80;65.671,92;162.828,08;56.768,85;171.731,15;56.768,85;171.731,15;0,00;0,00;-65.671,92;228.500,00;65.356,20
02.04.724.9780;Συντήρηση συγκοινωνιακών έργων;74.474,32;-73.000,88;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;0,00;0,00;1.473,44;0,00
02.04.724.9781;Συντήρηση συγκοινωνιακών έργων;74.474,32;-73.000,88;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;0,00;0,00;1.473,44;0,00
02.04.724.9800;Λοιπές δαπάνες;0,00;20.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.04.724.9820;Προμήθειες για τη λειτουργία των Διοικητικών Υπηρεσιών;0,00;20.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.04.724.9829;Λοιπές δαπάνες διοίκησης και λειτουργίας;0,00;20.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.05;ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΛΛΑΣ;14.976.355,34;9.938.272,87;24.914.628,21;7.684.945,18;17.229.683,03;7.684.945,18;17.229.683,03;7.684.945,18;17.229.683,03;7.684.945,18;17.229.683,03;0,00;0,00;-7.684.945,18;24.914.628,21;7.684.945,18
02.05.071;ΥΠΗΡΕΣΙΕΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ - ΣΧΕΔΙΑΣΜΟΥ (Π.Δ.Ε.);1.317.083,21;3.611.696,01;4.928.779,22;1.747.511,10;3.181.268,12;1.747.511,10;3.181.268,12;1.747.511,10;3.181.268,12;1.747.511,10;3.181.268,12;0,00;0,00;-1.747.511,10;4.928.779,22;1.747.511,10
02.05.071.9000;Πληρωμές για επενδύσεις;1.317.083,21;3.611.696,01;4.928.779,22;1.747.511,10;3.181.268,12;1.747.511,10;3.181.268,12;1.747.511,10;3.181.268,12;1.747.511,10;3.181.268,12;0,00;0,00;-1.747.511,10;4.928.779,22;1.747.511,10
02.05.071.9400;Πληρωμές για επενδύσεις;1.152.383,85;3.477.452,12;4.629.835,97;1.610.594,53;3.019.241,44;1.610.594,53;3.019.241,44;1.610.594,53;3.019.241,44;1.610.594,53;3.019.241,44;0,00;0,00;-1.610.594,53;4.629.835,97;1.610.594,53
02.05.071.9450; Επενδύσεις για Γεωργία - Δάση - Αλιεία;1.152.383,85;3.417.668,26;4.570.052,11;1.605.507,96;2.964.544,15;1.605.507,96;2.964.544,15;1.605.507,96;2.964.544,15;1.605.507,96;2.964.544,15;0,00;0,00;-1.605.507,96;4.570.052,11;1.605.507,96
02.05.071.9454;Τουρισμός - Μουσεία - Μνημεία - Εκπαίδευση;432.776,10;1.632.984,29;2.065.760,39;591.791,74;1.473.968,65;591.791,74;1.473.968,65;591.791,74;1.473.968,65;591.791,74;1.473.968,65;0,00;0,00;-591.791,74;2.065.760,39;591.791,74
02.05.071.9454.β;Επενδύσεις για Εκπαίδευση;432.776,10;1.632.984,29;2.065.760,39;591.791,74;1.473.968,65;591.791,74;1.473.968,65;591.791,74;1.473.968,65;591.791,74;1.473.968,65;0,00;0,00;-591.791,74;2.065.760,39;591.791,74
02.05.071.9454.β.3;Επενδύσεις για Εκπαίδευση - ΣΑΝΑ 3;432.776,10;1.632.984,29;2.065.760,39;591.791,74;1.473.968,65;591.791,74;1.473.968,65;591.791,74;1.473.968,65;591.791,74;1.473.968,65;0,00;0,00;-591.791,74;2.065.760,39;591.791,74
02.05.071.9454.β.3.1;Επενδύσεις για Εκπαίδευση - ΣΑΝΑ 8 - 2ο Δημοτικό Σχολείο Αριδαίας;0,00;867.076,00;867.076,00;147.584,00;719.492,00;147.584,00;719.492,00;147.584,00;719.492,00;147.584,00;719.492,00;0,00;0,00;-147.584,00;867.076,00;147.584,00
02.05.071.9454.β.3.2;Επενδύσεις για Εκπαίδευση - ΣΑΝΑ 8 - 9ο Δημοτικό Σχολείο Γιαννιτσών;265.116,10;661.168,29;926.284,39;376.667,08;549.617,31;376.667,08;549.617,31;376.667,08;549.617,31;376.667,08;549.617,31;0,00;0,00;-376.667,08;926.284,39;376.667,08
02.05.071.9454.β.3.3;Επενδύσεις για Εκπαίδευση - ΣΑΝΑ 8 - 4ο Ολοήμερο Νηπιαγωγείο Εδεσσας;167.660,00;104.740,00;272.400,00;67.540,66;204.859,34;67.540,66;204.859,34;67.540,66;204.859,34;67.540,66;204.859,34;0,00;0,00;-67.540,66;272.400,00;67.540,66
02.05.071.9455;Επενδύσεις για Οικισμό - Υγεία - Πρόνοια;0,00;1.560.992,12;1.560.992,12;817.541,97;743.450,15;817.541,97;743.450,15;817.541,97;743.450,15;817.541,97;743.450,15;0,00;0,00;-817.541,97;1.560.992,12;817.541,97
02.05.071.9455.α;Επενδύσεις για Πρόνοια;0,00;1.560.992,12;1.560.992,12;817.541,97;743.450,15;817.541,97;743.450,15;817.541,97;743.450,15;817.541,97;743.450,15;0,00;0,00;-817.541,97;1.560.992,12;817.541,97
02.05.071.9455.α.1;Επενδύσεις για Πρόνοια-ΣΑΝΑ 8 -Κατασκευή νέου 3όροφου κτιρίου στο Γενικό Νοσοκομείο Εδεσσας-Π.Ε Πέλλας (1810403780001014);0,00;1.560.992,12;1.560.992,12;817.541,97;743.450,15;817.541,97;743.450,15;817.541,97;743.450,15;817.541,97;743.450,15;0,00;0,00;-817.541,97;1.560.992,12;817.541,97
02.05.071.9459;Διάφορα;719.607,75;223.691,85;943.299,60;196.174,25;747.125,35;196.174,25;747.125,35;196.174,25;747.125,35;196.174,25;747.125,35;0,00;0,00;-196.174,25;943.299,60;196.174,25
02.05.071.9459.α;Επενδύσεις για διάφορα έργα;719.607,75;223.691,85;943.299,60;196.174,25;747.125,35;196.174,25;747.125,35;196.174,25;747.125,35;196.174,25;747.125,35;0,00;0,00;-196.174,25;943.299,60;196.174,25
02.05.071.9459.α.3;Επενδύσεις για διάφορα έργα - ΣΑΝΑ 3;719.607,75;43.992,27;763.600,02;196.174,25;567.425,77;196.174,25;567.425,77;196.174,25;567.425,77;196.174,25;567.425,77;0,00;0,00;-196.174,25;763.600,02;196.174,25
02.05.071.9459.α.3.1;Επενδύσεις για διάφορα έργα - ΣΑΝΑ 8 -  Αποκατάσταση χώρων ανεξέλεγκτης  διάθεσης απορριμάτων Νομού Πέλλας-1809403780000016;719.607,75;43.992,27;763.600,02;196.174,25;567.425,77;196.174,25;567.425,77;196.174,25;567.425,77;196.174,25;567.425,77;0,00;0,00;-196.174,25;763.600,02;196.174,25
02.05.071.9459.α.4;Επενδύσεις για διάφορα έργα - Ε.Α.Π.;0,00;179.699,58;179.699,58;0,00;179.699,58;0,00;179.699,58;0,00;179.699,58;0,00;179.699,58;0,00;0,00;0,00;179.699,58;0,00
02.05.071.9459.α.4.1;Κατασκευή ανοικτού κολυμβητηρίου Δ Αριδαίας;0,00;179.699,58;179.699,58;0,00;179.699,58;0,00;179.699,58;0,00;179.699,58;0,00;179.699,58;0,00;0,00;0,00;179.699,58;0,00
02.05.071.9470;Επενδύσεις Υπουργείου Εσωτερικών  Δημ. Διοίκησης και Αποκέντρωσης;0,00;35.282,20;35.282,20;0,00;35.282,20;0,00;35.282,20;0,00;35.282,20;0,00;35.282,20;0,00;0,00;0,00;35.282,20;0,00
02.05.071.9479;Επενδύσεις λοιπών Υπουργείων;0,00;35.282,20;35.282,20;0,00;35.282,20;0,00;35.282,20;0,00;35.282,20;0,00;35.282,20;0,00;0,00;0,00;35.282,20;0,00
02.05.071.9479.δ;Επενδύσεις Υπουργείου Ανάπτυξης;0,00;31.154,20;31.154,20;0,00;31.154,20;0,00;31.154,20;0,00;31.154,20;0,00;31.154,20;0,00;0,00;0,00;31.154,20;0,00
02.05.071.9479.δ.1;Επενδύσεις Υπουργείου Ανάπτυξης -Λειτουργία Κέντρου Υποδοχής Επενδυτών;0,00;31.154,20;31.154,20;0,00;31.154,20;0,00;31.154,20;0,00;31.154,20;0,00;31.154,20;0,00;0,00;0,00;31.154,20;0,00
02.05.071.9479.στ;Επενδύσεις - Υπουργείου Εργασίας;0,00;4.128,00;4.128,00;0,00;4.128,00;0,00;4.128,00;0,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00;0,00
02.05.071.9480;Επενδύσεις για έργα Σχολικής Στέγης (ΤΑΣΕ);0,00;24.501,66;24.501,66;5.086,57;19.415,09;5.086,57;19.415,09;5.086,57;19.415,09;5.086,57;19.415,09;0,00;0,00;-5.086,57;24.501,66;5.086,57
02.05.071.9483;Επενδύσεις για έργα Σχολικής Στέγης (ΤΑΣΕ);0,00;24.501,66;24.501,66;5.086,57;19.415,09;5.086,57;19.415,09;5.086,57;19.415,09;5.086,57;19.415,09;0,00;0,00;-5.086,57;24.501,66;5.086,57
02.05.071.9483.0;ΟΣΚ;0,00;2.536,33;2.536,33;0,00;2.536,33;0,00;2.536,33;0,00;2.536,33;0,00;2.536,33;0,00;0,00;0,00;2.536,33;0,00
02.05.071.9483.03;ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΔΟΜΙΚΩΝ ΣΤΟΙΧΕΙΩΝ ΑΜΙΑΝΤΟΥ ΣΕ 34 ΣΧΟΛΕΙΑ ΤΟΥ Ν. ΠΕΛΛΑΣ;0,00;5.086,57;5.086,57;5.086,57;0,00;5.086,57;0,00;5.086,57;0,00;5.086,57;0,00;0,00;0,00;-5.086,57;5.086,57;5.086,57
02.05.071.9483.1;ΑΠΟΠΕΡΑΤΩΣΗ ΤΜΗΜΑΤΟΣ ΨΕΥΔΟΡΟΦΗΣ ΚΑΙ ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΗΛΕΚΤΡΟΛΟΓΙΚΗΣ ΕΓΚΑΤΑΣΤΑΣΗΣ Δ.Σ ΠΑΡΑΛΙΜΝΗΣ;0,00;5.000,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00;0,00
02.05.071.9483.2;ΑΝΤΙΚΑΤΑΣΤΑΣΗ ΚΟΥΦΩΜΑΤΩΝ ΣΤΟ 4ο Δ.Σ ΕΔΕΣΣΑΣ;0,00;11.878,76;11.878,76;0,00;11.878,76;0,00;11.878,76;0,00;11.878,76;0,00;11.878,76;0,00;0,00;0,00;11.878,76;0,00
02.05.071.9700;Επενδύσεις  εκτελούμενες  από  τα  έσοδα  των  ΝΠΔΔ;164.699,36;124.276,78;288.976,14;136.916,57;152.059,57;136.916,57;152.059,57;136.916,57;152.059,57;136.916,57;152.059,57;0,00;0,00;-136.916,57;288.976,14;136.916,57
02.05.071.9770;Εκτέλεση  έργων;164.699,36;124.276,78;288.976,14;136.916,57;152.059,57;136.916,57;152.059,57;136.916,57;152.059,57;136.916,57;152.059,57;0,00;0,00;-136.916,57;288.976,14;136.916,57
02.05.071.9771;ΕΚΤΕΛΕΣΗ ΣΥΓΚΟΙΝΩΝΙΑΚΩΝ  ΕΡΓΩΝ;135.000,00;112.065,22;247.065,22;98.508,13;148.557,09;98.508,13;148.557,09;98.508,13;148.557,09;98.508,13;148.557,09;0,00;0,00;-98.508,13;247.065,22;98.508,13
02.05.071.9771.0001;ΣΥΓΚΟΙΝΩΝΙΕΣ  ΚΑΠ;135.000,00;35.878,39;170.878,39;29.688,78;141.189,61;29.688,78;141.189,61;29.688,78;141.189,61;29.688,78;141.189,61;0,00;0,00;-29.688,78;170.878,39;29.688,78
02.05.071.9771.0001.0;ΣΥΓΚΟΙΝΩΝΙΑΚΑ -ΚΑΠ-;73.422,73;-73.422,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.05.071.9771.0001.1;ΠΕΡΙΦΕΡΕΙΑΚΟΣ ΔΡΟΜΟΣ ΓΙΑΝΝΙΤΣΩΝ -ΠΕΝΤΑΠΛΑΤΑΝΟΥ;10.406,33;0,00;10.406,33;10.391,10;15,23;10.391,10;15,23;10.391,10;15,23;10.391,10;15,23;0,00;0,00;-10.391,10;10.406,33;10.391,10
02.05.071.9771.0001.10;ΑΠΟΚΑΤΑΣΤΑΣΗ ΦΘΟΡΩΝ ΟΔΟΣΤΡΩΜΑΤΟΣ ΣΤΟ ΕΠΑΡΧΙΑΚΟ ΟΔΙΚΟ ΔΙΚΤΥΟ Ν.ΠΕΛΛΑΣ;0,00;17.277,99;17.277,99;0,00;17.277,99;0,00;17.277,99;0,00;17.277,99;0,00;17.277,99;0,00;0,00;0,00;17.277,99;0,00
02.05.071.9771.0001.2;ΑΓΡΟΤΙΚΗ ΟΔΟΠΟΙΙΑ ΔΗΜΟΥ ΚΡΥΑΣ ΒΡΥΣΗΣ;2.862,67;0,00;2.862,67;2.827,68;34,99;2.827,68;34,99;2.827,68;34,99;2.827,68;34,99;0,00;0,00;-2.827,68;2.862,67;2.827,68
02.05.071.9771.0001.3;ΑΜΜΟΧΑΛΙΚΟΣΤΡΩΣΗ ΑΓΡΟΤΙΚΟΥ ΔΡΟΜΟΥ ΣΤΟ ΣΑΜΑΡΙ ΔΗΜΟΥ ΕΔΕΣΣΑΣ ΦΑΣΗ Β;1.600,00;0,00;1.600,00;1.600,00;0,00;1.600,00;0,00;1.600,00;0,00;1.600,00;0,00;0,00;0,00;-1.600,00;1.600,00;1.600,00
02.05.071.9771.0001.4;ΑΠΟΚΑΤΑΣΤΑΣΗ ΚΥΚΛΟΦΟΡΙΑΣ ΛΟΓΩ ΚΑΤΟΛΙΣΘΗΣΗΣ ΣΤΟ 16ο ΧΛΜ ΤΟΥ ΔΡΟΜΟΥ ΑΡΝΙΣΣΑΣ -ΧΙΟΝΟΔΡΟΜΙΚΟΥ ΚΕΝΤΡΟΥ ΒΟΡΑ;2.337,79;0,00;2.337,79;0,00;2.337,79;0,00;2.337,79;0,00;2.337,79;0,00;2.337,79;0,00;0,00;0,00;2.337,79;0,00
02.05.071.9771.0001.5;ΤΟΠΟΘΕΤΗΣΗ ΚΙΓΚΛΙΔΩΜΑΤΩΝ ΣΤΗΝ ΠΕΡΙΦΡΑΞΗ ΤΟΥ π. ΕΔΕΣΣΑΙΟΥ;15.000,00;0,00;15.000,00;14.870,00;130,00;14.870,00;130,00;14.870,00;130,00;14.870,00;130,00;0,00;0,00;-14.870,00;15.000,00;14.870,00
02.05.071.9771.0001.6;ΑΣΦΑΛΤΟΣΤΡΩΣΗ ΑΓΡΟΤΙΚΟΥ ΔΡΟΜΟΥ ΑΓΡΟΣΥΚΙΑΣ -ΛΕΠΤΟΚΑΡΥΑΣ;10.698,88;92.023,13;102.722,01;0,00;102.722,01;0,00;102.722,01;0,00;102.722,01;0,00;102.722,01;0,00;0,00;0,00;102.722,01;0,00
02.05.071.9771.0001.7;ΚΑΤΑΣΚΕΥΗ ΟΔΟΣΤΡΩΣΙΑΣ ΣΤΟ ΔΡΟΜΟ ΞΙΦΙΑΝΗΣ -Ι.Ν ΑΓ. ΔΗΜΗΤΡΙΟΥ;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;0,00;15.000,00;0,00
02.05.071.9771.0001.8;ΔΙΑΓΡΑΜΜΙΣΗ -ΕΠΑΡΧΙΑΚΟΥ ΟΔΙΚΟΥ ΔΙΚΤΥΟΥ;3.124,10;0,00;3.124,10;0,00;3.124,10;0,00;3.124,10;0,00;3.124,10;0,00;3.124,10;0,00;0,00;0,00;3.124,10;0,00
02.05.071.9771.0001.9;ΑΓΡΟΤΙΚΗ ΟΔΟΠΟΙΙΑ ΔΗΜΟΥ ΕΔΕΣΣΑΣ;547,50;0,00;547,50;0,00;547,50;0,00;547,50;0,00;547,50;0,00;547,50;0,00;0,00;0,00;547,50;0,00
02.05.071.9771.0002;ΣΥΓΚΟΙΝΩΝΙΑΚΑ  ΤΕΟ;0,00;7.231,17;7.231,17;7.231,17;0,00;7.231,17;0,00;7.231,17;0,00;7.231,17;0,00;0,00;0,00;-7.231,17;7.231,17;7.231,17
02.05.071.9771.0002.0;ΤΕΟ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.05.071.9771.0002.1;ΚΑΤΑΣΚΕΥΗ ΕΡΓΩΝ ΑΠΟΡΡΟΗΣ ΟΜΒΡΙΩΝ ΥΔΑΤΩΝ ΠΕΡΙΦΕΡΕΙΑΚΟΥ ΔΡΟΜΟΥ ΓΙΑΝΝΙΤΣΩΝ- ΠΕΝΤΑΠΛΑΤΑΝΟΥ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.05.071.9771.0002.2;ΣΥΝΤΗΡΗΣΗ ΟΔΟΣΤΡΩΜΑΤΟΣ ΚΑΙ ΣΤΟΙΧΕΙΩΝ ΑΣΦΑΛΕΙΑΣ ΟΔΙΚΟΥ ΔΙΚΤΥΟΥ Ν. ΠΕΛΛΑΣ 2010;0,00;7.231,17;7.231,17;7.231,17;0,00;7.231,17;0,00;7.231,17;0,00;7.231,17;0,00;0,00;0,00;-7.231,17;7.231,17;7.231,17
02.05.071.9771.0003;ΣΥΓΚΟΙΝΩΝΙΑΚΑ  ΙΔΙΟΙ ΠΟΡΟΙ;0,00;68.955,66;68.955,66;61.588,18;7.367,48;61.588,18;7.367,48;61.588,18;7.367,48;61.588,18;7.367,48;0,00;0,00;-61.588,18;68.955,66;61.588,18
02.05.071.9771.0003.0;ΣΥΓΚΟΙΝΩΝΙΑΚΑ ΙΔΙΩΝ ΠΟΡΩΝ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.05.071.9771.0003.1;ΣΥΝΤΗΡΗΣΗ ΤΜΗΜΑΤΩΝ ΟΔΟΣΤΡΩΜΑΤΟΣ ΕΠΑΡΧΙΑΚΗΣΟΔΟΥ ΝΕΡΟΜΥΛΟΙ -ΦΟΥΣΤΑΝΗΣ;0,00;36.479,69;36.479,69;29.112,21;7.367,48;29.112,21;7.367,48;29.112,21;7.367,48;29.112,21;7.367,48;0,00;0,00;-29.112,21;36.479,69;29.112,21
