Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.04.390.Τ121.α;Ταμειακό υπόλοιπο τελών μεταβίβασης;0,00;131.200,86;131.200,86;0,00;131.200,86;0,00;0,00;0,00;131.200,86;0,00;131.200,86;0,00;0,00;0,00;131.200,86
06.04.390.Τ121.β;Ταμειακό υπόλοιπο από Μ.Κ.Ε.Ο;18.000,00;313.101,81;331.101,81;0,00;331.101,81;0,00;0,00;0,00;331.101,81;0,00;331.101,81;0,00;0,00;0,00;331.101,81
06.04.721;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ;2.460.549,15;5.141.260,93;7.601.810,08;1.345.965,48;6.255.844,60;1.345.965,48;0,00;1.345.965,48;6.255.844,60;1.345.965,48;6.255.844,60;0,00;0,00;-1.345.965,48;7.601.810,08
06.04.721.0000;Επιχορηγήσεις;10.000,00;110.485,00;120.485,00;88.988,00;31.497,00;88.988,00;0,00;88.988,00;31.497,00;88.988,00;31.497,00;0,00;0,00;-88.988,00;120.485,00
06.04.721.0100;Επιχορήγηση απο τον τακτικό κρατικό προυπολογισμό;10.000,00;110.485,00;120.485,00;88.988,00;31.497,00;88.988,00;0,00;88.988,00;31.497,00;88.988,00;31.497,00;0,00;0,00;-88.988,00;120.485,00
06.04.721.0150;Επιχορήγηση  για λοιπές δαπάνες;10.000,00;110.485,00;120.485,00;88.988,00;31.497,00;88.988,00;0,00;88.988,00;31.497,00;88.988,00;31.497,00;0,00;0,00;-88.988,00;120.485,00
06.04.721.0159;Επιχορήγηση  για λοιπές δαπάνες;10.000,00;110.485,00;120.485,00;88.988,00;31.497,00;88.988,00;0,00;88.988,00;31.497,00;88.988,00;31.497,00;0,00;0,00;-88.988,00;120.485,00
06.04.721.0159.01;Υπηρεσίες Διοίκησης - Επιχορήγηση  για λοιπές δαπάνες;0,00;109.000,00;109.000,00;88.988,00;20.012,00;88.988,00;0,00;88.988,00;20.012,00;88.988,00;20.012,00;0,00;0,00;-88.988,00;109.000,00
06.04.721.0159.γ;Επιχορήγηση  για λοιπές δαπάνες - Αμοιβές  γιατρών;10.000,00;1.485,00;11.485,00;0,00;11.485,00;0,00;0,00;0,00;11.485,00;0,00;11.485,00;0,00;0,00;0,00;11.485,00
06.04.721.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;1.463.149,15;0,00;1.463.149,15;1.050.732,74;412.416,41;1.050.732,74;0,00;1.050.732,74;412.416,41;1.050.732,74;412.416,41;0,00;0,00;-1.050.732,74;1.463.149,15
06.04.721.1200;Έσοδα από τέλη και δικαιώματα;1.463.149,15;0,00;1.463.149,15;1.050.732,74;412.416,41;1.050.732,74;0,00;1.050.732,74;412.416,41;1.050.732,74;412.416,41;0,00;0,00;-1.050.732,74;1.463.149,15
06.04.721.1220;Έσοδα από άδειες τελών & μεταβίβασης αυτοκινήτων & οχημάτων;471.616,00;0,00;471.616,00;515.157,26;-43.541,26;515.157,26;0,00;515.157,26;-43.541,26;515.157,26;-43.541,26;0,00;0,00;-515.157,26;471.616,00
06.04.721.1226;Έσοδα από άδειες τελών & μεταβίβασης αυτοκινήτων & οχημάτων;454.500,00;0,00;454.500,00;492.176,76;-37.676,76;492.176,76;0,00;492.176,76;-37.676,76;492.176,76;-37.676,76;0,00;0,00;-492.176,76;454.500,00
06.04.721.1227;Έσοδα από παράβολα;17.116,00;0,00;17.116,00;22.980,50;-5.864,50;22.980,50;0,00;22.980,50;-5.864,50;22.980,50;-5.864,50;0,00;0,00;-22.980,50;17.116,00
06.04.721.1227.α;Δ/νση Βιομηχανίας-άδειες εγκαταστάσεων-54005116;2.573,00;0,00;2.573,00;25,00;2.548,00;25,00;0,00;25,00;2.548,00;25,00;2.548,00;0,00;0,00;-25,00;2.573,00
06.04.721.1227.β;Έσοδα από παράβολα βιομηχανίας υπέρ Π.Ε. Πιερίας;6.157,00;0,00;6.157,00;50,00;6.107,00;50,00;0,00;50,00;6.107,00;50,00;6.107,00;0,00;0,00;-50,00;6.157,00
06.04.721.1227.ε;έσοδα από παράβολα βιομηχανίας-έκδοση επαγγελματικών αδειών-54008136;1.316,00;0,00;1.316,00;0,00;1.316,00;0,00;0,00;0,00;1.316,00;0,00;1.316,00;0,00;0,00;0,00;1.316,00
06.04.721.1227.ζ;ΠΑΡΑΒΟΛΑ ΑΠΟ ΤΜΗΜΑ ΕΠΑΓΓΕΛΜΑΤΟΣ;150,00;0,00;150,00;11.990,50;-11.840,50;11.990,50;0,00;11.990,50;-11.840,50;11.990,50;-11.840,50;0,00;0,00;-11.990,50;150,00
06.04.721.1227.η;παράβολα από τμήμα χορήγησης αδειών;6.920,00;0,00;6.920,00;10.915,00;-3.995,00;10.915,00;0,00;10.915,00;-3.995,00;10.915,00;-3.995,00;0,00;0,00;-10.915,00;6.920,00
06.04.721.1250;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;677.033,15;0,00;677.033,15;508.331,68;168.701,47;508.331,68;0,00;508.331,68;168.701,47;508.331,68;168.701,47;0,00;0,00;-508.331,68;677.033,15
06.04.721.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;677.033,15;0,00;677.033,15;508.331,68;168.701,47;508.331,68;0,00;508.331,68;168.701,47;508.331,68;168.701,47;0,00;0,00;-508.331,68;677.033,15
06.04.721.1290;Έσοδα απο λοιπά τέλη και δικαιώματα;314.500,00;0,00;314.500,00;27.243,80;287.256,20;27.243,80;0,00;27.243,80;287.256,20;27.243,80;287.256,20;0,00;0,00;-27.243,80;314.500,00
06.04.721.1299;Έσοδα απο λοιπά τέλη και δικαιώματα;314.500,00;0,00;314.500,00;27.243,80;287.256,20;27.243,80;0,00;27.243,80;287.256,20;27.243,80;287.256,20;0,00;0,00;-27.243,80;314.500,00
06.04.721.1299.α;Έσοδα από λοιπά τέλη και δικαιώματα -  Λαϊκές Αγορές;314.500,00;0,00;314.500,00;27.243,80;287.256,20;27.243,80;0,00;27.243,80;287.256,20;27.243,80;287.256,20;0,00;0,00;-27.243,80;314.500,00
06.04.721.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;51.879,18;51.879,18;120.414,39;-68.535,21;120.414,39;0,00;120.414,39;-68.535,21;120.414,39;-68.535,21;0,00;0,00;-120.414,39;51.879,18
06.04.721.3400;Έσοδα από εκμίσθωση ακίνητης περιουσίας;0,00;0,00;0,00;7.120,00;-7.120,00;7.120,00;0,00;7.120,00;-7.120,00;7.120,00;-7.120,00;0,00;0,00;-7.120,00;0,00
06.04.721.3410;Έσοδα από εκμίσθωση λοιπής ακίνητης περιουσίας;0,00;0,00;0,00;7.120,00;-7.120,00;7.120,00;0,00;7.120,00;-7.120,00;7.120,00;-7.120,00;0,00;0,00;-7.120,00;0,00
06.04.721.3419;Έσοδα από εκμίσθωση λοιπής ακίνητης περιουσίας;0,00;0,00;0,00;7.120,00;-7.120,00;7.120,00;0,00;7.120,00;-7.120,00;7.120,00;-7.120,00;0,00;0,00;-7.120,00;0,00
06.04.721.3419.01;Υπηρεσίες Διοίκησης - Έσοδα από εκμίσθωση λοιπής ακίνητης περιουσίας;0,00;0,00;0,00;7.120,00;-7.120,00;7.120,00;0,00;7.120,00;-7.120,00;7.120,00;-7.120,00;0,00;0,00;-7.120,00;0,00
06.04.721.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;51.879,18;51.879,18;113.294,39;-61.415,21;113.294,39;0,00;113.294,39;-61.415,21;113.294,39;-61.415,21;0,00;0,00;-113.294,39;51.879,18
06.04.721.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;51.879,18;51.879,18;113.294,39;-61.415,21;113.294,39;0,00;113.294,39;-61.415,21;113.294,39;-61.415,21;0,00;0,00;-113.294,39;51.879,18
06.04.721.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;51.879,18;51.879,18;113.294,39;-61.415,21;113.294,39;0,00;113.294,39;-61.415,21;113.294,39;-61.415,21;0,00;0,00;-113.294,39;51.879,18
06.04.721.3511.α;Τόκοι από καταθέσεις σε Τράπεζες;0,00;23.863,56;23.863,56;53.168,73;-29.305,17;53.168,73;0,00;53.168,73;-29.305,17;53.168,73;-29.305,17;0,00;0,00;-53.168,73;23.863,56
06.04.721.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (;0,00;0,00;0,00;788,73;-788,73;788,73;0,00;788,73;-788,73;788,73;-788,73;0,00;0,00;-788,73;0,00
06.04.721.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;403,83;-403,83;403,83;0,00;403,83;-403,83;403,83;-403,83;0,00;0,00;-403,83;0,00
06.04.721.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (003082-72).;0,00;0,00;0,00;390,00;-390,00;390,00;0,00;390,00;-390,00;390,00;-390,00;0,00;0,00;-390,00;0,00
06.04.721.3511.ε;Τόκοι από καταθέσεις σε Τράπεζες (002295-91).;0,00;7.405,45;7.405,45;15.102,97;-7.697,52;15.102,97;0,00;15.102,97;-7.697,52;15.102,97;-7.697,52;0,00;0,00;-15.102,97;7.405,45
06.04.721.3511.ζ;Τόκοι από καταθέσεις σε Τράπεζες (002296-37).;0,00;20.610,17;20.610,17;42.570,48;-21.960,31;42.570,48;0,00;42.570,48;-21.960,31;42.570,48;-21.960,31;0,00;0,00;-42.570,48;20.610,17
06.04.721.3511.η;Τόκοι από καταθέσεις σε Τράπεζες (002143-54).;0,00;0,00;0,00;12,46;-12,46;12,46;0,00;12,46;-12,46;12,46;-12,46;0,00;0,00;-12,46;0,00
06.04.721.3511.θ;Τόκοι από καταθέσεις σε Τράπεζες (002154-41).;0,00;0,00;0,00;849,86;-849,86;849,86;0,00;849,86;-849,86;849,86;-849,86;0,00;0,00;-849,86;0,00
06.04.721.3511.στ;Τόκοι από καταθέσεις σε Τράπεζες;0,00;0,00;0,00;7,33;-7,33;7,33;0,00;7,33;-7,33;7,33;-7,33;0,00;0,00;-7,33;0,00
06.04.721.5000;Λοιπά Εσοδα;0,00;0,00;0,00;29.771,95;-29.771,95;29.771,95;0,00;29.771,95;-29.771,95;29.771,95;-29.771,95;0,00;0,00;-29.771,95;0,00
06.04.721.5600;Έσοδα από λοιπές περιπτώσεις;0,00;0,00;0,00;29.771,95;-29.771,95;29.771,95;0,00;29.771,95;-29.771,95;29.771,95;-29.771,95;0,00;0,00;-29.771,95;0,00
06.04.721.5680;Λοιπά έσοδα που δεν κατονομάζονται ειδικά;0,00;0,00;0,00;29.771,95;-29.771,95;29.771,95;0,00;29.771,95;-29.771,95;29.771,95;-29.771,95;0,00;0,00;-29.771,95;0,00
06.04.721.5689;Λοιπά έσοδα που δεν κατονομάζονται ειδικά;0,00;0,00;0,00;29.771,95;-29.771,95;29.771,95;0,00;29.771,95;-29.771,95;29.771,95;-29.771,95;0,00;0,00;-29.771,95;0,00
06.04.721.6000;Έκτακτα έσοδα;76.900,00;0,00;76.900,00;56.058,40;20.841,60;56.058,40;0,00;56.058,40;20.841,60;56.058,40;20.841,60;0,00;0,00;-56.058,40;76.900,00
06.04.721.6500;Προσαυαξήσεις, πρόστιμα, χρηματικές ποινές, παράβολα;76.900,00;0,00;76.900,00;56.008,54;20.891,46;56.008,54;0,00;56.008,54;20.891,46;56.008,54;20.891,46;0,00;0,00;-56.008,54;76.900,00
06.04.721.6520;Πρόστιμα, χρηματικές ποινές;76.900,00;0,00;76.900,00;56.008,54;20.891,46;56.008,54;0,00;56.008,54;20.891,46;56.008,54;20.891,46;0,00;0,00;-56.008,54;76.900,00
06.04.721.6521;Πρόστιμα, χρηματικές ποινές;76.900,00;0,00;76.900,00;56.008,54;20.891,46;56.008,54;0,00;56.008,54;20.891,46;56.008,54;20.891,46;0,00;0,00;-56.008,54;76.900,00
06.04.721.6521.α;Πρόστιμα, χρηματικές ποινές Ν/2946/01;76.900,00;0,00;76.900,00;56.008,54;20.891,46;56.008,54;0,00;56.008,54;20.891,46;56.008,54;20.891,46;0,00;0,00;-56.008,54;76.900,00
06.04.721.6600;Έσοδα για δαπάνες που έγιναν;0,00;0,00;0,00;49,86;-49,86;49,86;0,00;49,86;-49,86;49,86;-49,86;0,00;0,00;-49,86;0,00
06.04.721.6660;Διάφορα έσοδα;0,00;0,00;0,00;49,86;-49,86;49,86;0,00;49,86;-49,86;49,86;-49,86;0,00;0,00;-49,86;0,00
06.04.721.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;910.500,00;4.978.896,75;5.889.396,75;0,00;5.889.396,75;0,00;0,00;0,00;5.889.396,75;0,00;5.889.396,75;0,00;0,00;0,00;5.889.396,75
06.04.721.Τ120;Ταμειακό υπόλοιπο;910.500,00;4.978.896,75;5.889.396,75;0,00;5.889.396,75;0,00;0,00;0,00;5.889.396,75;0,00;5.889.396,75;0,00;0,00;0,00;5.889.396,75
06.04.721.Τ121;Ταμειακό υπόλοιπο;910.500,00;4.978.896,75;5.889.396,75;0,00;5.889.396,75;0,00;0,00;0,00;5.889.396,75;0,00;5.889.396,75;0,00;0,00;0,00;5.889.396,75
06.04.721.Τ121.α;Ταμειακό υπόλοιπο από λειτουργικές δαπάνες (ΚΑΠ-Ίδια έσοδα);723.000,00;1.107.235,40;1.830.235,40;0,00;1.830.235,40;0,00;0,00;0,00;1.830.235,40;0,00;1.830.235,40;0,00;0,00;0,00;1.830.235,40
06.04.721.Τ121.β;Ταμειακό υπόλοιπο από τέλη αδείας και μεταβίβασης οχημάτων.;0,00;1.624.384,86;1.624.384,86;0,00;1.624.384,86;0,00;0,00;0,00;1.624.384,86;0,00;1.624.384,86;0,00;0,00;0,00;1.624.384,86
06.04.721.Τ121.δ;Ταμειακό υπόλοιπο -Μ.Κ.Ελέγχου Λαϊκών Αγορών;0,00;3.311,83;3.311,83;0,00;3.311,83;0,00;0,00;0,00;3.311,83;0,00;3.311,83;0,00;0,00;0,00;3.311,83
06.04.721.Τ121.ε;Ταμειακό υπόλοιπο -Αμοιβές συμβαλλομένων ιατρών για έκδοση διπλωμάτων οδήγησης;130.000,00;-96.537,28;33.462,72;0,00;33.462,72;0,00;0,00;0,00;33.462,72;0,00;33.462,72;0,00;0,00;0,00;33.462,72
06.04.721.Τ121.ζ;Ταμειακό υπόλοιπο Βιομηχανίας -έκδοση επαγγελματικών αδειών.;0,00;10.732,71;10.732,71;0,00;10.732,71;0,00;0,00;0,00;10.732,71;0,00;10.732,71;0,00;0,00;0,00;10.732,71
06.04.721.Τ121.η;Ταμειακό Υπόλοιπο -Δικαιώματα Λαϊκών Αγορών;57.500,00;534.957,74;592.457,74;0,00;592.457,74;0,00;0,00;0,00;592.457,74;0,00;592.457,74;0,00;0,00;0,00;592.457,74
06.04.721.Τ121.θ;Ταμειακό Υπόλοιπο από εφάπαξ εισφορές;0,00;36.328,95;36.328,95;0,00;36.328,95;0,00;0,00;0,00;36.328,95;0,00;36.328,95;0,00;0,00;0,00;36.328,95
06.04.721.Τ121.ι;Ταμειακό Υπόλοιπο από πρόστιμα και χρηματικές ποινές μέσω ΔΟΥ;0,00;1.721.731,43;1.721.731,43;0,00;1.721.731,43;0,00;0,00;0,00;1.721.731,43;0,00;1.721.731,43;0,00;0,00;0,00;1.721.731,43
06.04.721.Τ121.κ;Ταμειακό Υπόλοιπο από μερική απασχόληση;0,00;503,08;503,08;0,00;503,08;0,00;0,00;0,00;503,08;0,00;503,08;0,00;0,00;0,00;503,08
06.04.721.Τ121.λ;Ταμειακό Υπόλοιπο  Βιομηχανίας -Άδειες εγκαταστάσεων;0,00;15.585,86;15.585,86;0,00;15.585,86;0,00;0,00;0,00;15.585,86;0,00;15.585,86;0,00;0,00;0,00;15.585,86
06.04.721.Τ121.μ;Ταμειακό Υπόλοιπο από μισθοδοσία;0,00;4.224,62;4.224,62;0,00;4.224,62;0,00;0,00;0,00;4.224,62;0,00;4.224,62;0,00;0,00;0,00;4.224,62
06.04.721.Τ121.ν;Ταμειακό Υπόλοιπο από ΠΣΕΑ;0,00;4.823,04;4.823,04;0,00;4.823,04;0,00;0,00;0,00;4.823,04;0,00;4.823,04;0,00;0,00;0,00;4.823,04
06.04.721.Τ121.ξ;Ταμειακό Υπόλοιπο από εθελοντικές Οργανώσεις;0,00;618,51;618,51;0,00;618,51;0,00;0,00;0,00;618,51;0,00;618,51;0,00;0,00;0,00;618,51
06.04.721.Τ121.ο;Ταμειακό Υπόλοιπο-ΚΕΠ;0,00;10.996,00;10.996,00;0,00;10.996,00;0,00;0,00;0,00;10.996,00;0,00;10.996,00;0,00;0,00;0,00;10.996,00
06.04.722;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ (τ.Ν.Τ.);186.000,00;166.310,17;352.310,17;7.020,61;345.289,56;7.020,61;0,00;7.020,61;345.289,56;7.020,61;345.289,56;0,00;0,00;-7.020,61;352.310,17
06.04.722.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;66.000,00;0,00;66.000,00;0,00;66.000,00;0,00;0,00;0,00;66.000,00;0,00;66.000,00;0,00;0,00;0,00;66.000,00
06.04.722.1200;Έσοδα από τέλη και δικαιώματα;66.000,00;0,00;66.000,00;0,00;66.000,00;0,00;0,00;0,00;66.000,00;0,00;66.000,00;0,00;0,00;0,00;66.000,00
06.04.722.1220;Έσοδα από τέλη και δικαιώματα;66.000,00;0,00;66.000,00;0,00;66.000,00;0,00;0,00;0,00;66.000,00;0,00;66.000,00;0,00;0,00;0,00;66.000,00
06.04.722.1222;Τέλη χρήσης  οδών κ.λ.π;66.000,00;0,00;66.000,00;0,00;66.000,00;0,00;0,00;0,00;66.000,00;0,00;66.000,00;0,00;0,00;0,00;66.000,00
06.04.722.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;3.455,05;3.455,05;6.935,85;-3.480,80;6.935,85;0,00;6.935,85;-3.480,80;6.935,85;-3.480,80;0,00;0,00;-6.935,85;3.455,05
06.04.722.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια ,Κινητές αξίες και λοιπές περιπτώσεις;0,00;3.455,05;3.455,05;6.935,85;-3.480,80;6.935,85;0,00;6.935,85;-3.480,80;6.935,85;-3.480,80;0,00;0,00;-6.935,85;3.455,05
06.04.722.3510;Τόκοι από καταθέσεις σε Τράπεζες (002149-21).;0,00;3.455,05;3.455,05;6.935,85;-3.480,80;6.935,85;0,00;6.935,85;-3.480,80;6.935,85;-3.480,80;0,00;0,00;-6.935,85;3.455,05
06.04.722.3511;Τόκοι από καταθέσεις σε Τράπεζες (002149-21).;0,00;3.455,05;3.455,05;6.935,85;-3.480,80;6.935,85;0,00;6.935,85;-3.480,80;6.935,85;-3.480,80;0,00;0,00;-6.935,85;3.455,05
06.04.722.6000;Επιχορηγήσεις για λοιπούς σκοπούς;0,00;0,00;0,00;84,76;-84,76;84,76;0,00;84,76;-84,76;84,76;-84,76;0,00;0,00;-84,76;0,00
06.04.722.6600;Έσοδα για δαπάνες που έγιναν;0,00;0,00;0,00;84,76;-84,76;84,76;0,00;84,76;-84,76;84,76;-84,76;0,00;0,00;-84,76;0,00
06.04.722.6660;Διάφορα έσοδα;0,00;0,00;0,00;84,76;-84,76;84,76;0,00;84,76;-84,76;84,76;-84,76;0,00;0,00;-84,76;0,00
06.04.722.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;120.000,00;162.855,12;282.855,12;0,00;282.855,12;0,00;0,00;0,00;282.855,12;0,00;282.855,12;0,00;0,00;0,00;282.855,12
06.04.722.Τ120;Ταμειακό υπόλοιπο;120.000,00;162.855,12;282.855,12;0,00;282.855,12;0,00;0,00;0,00;282.855,12;0,00;282.855,12;0,00;0,00;0,00;282.855,12
06.04.722.Τ121;Ταμειακό υπόλοιπο;120.000,00;162.855,12;282.855,12;0,00;282.855,12;0,00;0,00;0,00;282.855,12;0,00;282.855,12;0,00;0,00;0,00;282.855,12
06.04.722.Τ121.α;Ταμειακό υπόλοιπο;120.000,00;162.855,12;282.855,12;0,00;282.855,12;0,00;0,00;0,00;282.855,12;0,00;282.855,12;0,00;0,00;0,00;282.855,12
06.04.724;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ  ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;160.000,00;1.980.558,25;2.140.558,25;249.960,00;1.890.598,25;249.960,00;0,00;249.960,00;1.890.598,25;249.960,00;1.890.598,25;0,00;0,00;-249.960,00;2.140.558,25
06.04.724.1000;Νομαρχειακό Πρόγραμμα Επενδύσεων χρηματοδοτούμενο από Κ.Α.Π.;160.000,00;0,00;160.000,00;249.960,00;-89.960,00;249.960,00;0,00;249.960,00;-89.960,00;249.960,00;-89.960,00;0,00;0,00;-249.960,00;160.000,00
06.04.724.1200;Έσοδα από τέλη και δικαιώματα;160.000,00;0,00;160.000,00;249.960,00;-89.960,00;249.960,00;0,00;249.960,00;-89.960,00;249.960,00;-89.960,00;0,00;0,00;-249.960,00;160.000,00
06.04.724.1250;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;160.000,00;0,00;160.000,00;249.960,00;-89.960,00;249.960,00;0,00;249.960,00;-89.960,00;249.960,00;-89.960,00;0,00;0,00;-249.960,00;160.000,00
06.04.724.1251;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;160.000,00;0,00;160.000,00;249.960,00;-89.960,00;249.960,00;0,00;249.960,00;-89.960,00;249.960,00;-89.960,00;0,00;0,00;-249.960,00;160.000,00
06.04.724.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;0,00;1.980.558,25;1.980.558,25;0,00;1.980.558,25;0,00;0,00;0,00;1.980.558,25;0,00;1.980.558,25;0,00;0,00;0,00;1.980.558,25
06.04.724.Τ120;Ταμειακό υπόλοιπο;0,00;1.980.558,25;1.980.558,25;0,00;1.980.558,25;0,00;0,00;0,00;1.980.558,25;0,00;1.980.558,25;0,00;0,00;0,00;1.980.558,25
06.04.724.Τ121;Ταμειακό υπόλοιπο;0,00;1.980.558,25;1.980.558,25;0,00;1.980.558,25;0,00;0,00;0,00;1.980.558,25;0,00;1.980.558,25;0,00;0,00;0,00;1.980.558,25
06.04.724.Τ121.α;Ταμειακό υπόλοιπο  Επενδύσεων(ΚΑΠ);0,00;1.980.558,25;1.980.558,25;0,00;1.980.558,25;0,00;0,00;0,00;1.980.558,25;0,00;1.980.558,25;0,00;0,00;0,00;1.980.558,25
06.05;ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΛΛΑΣ;9.057.003,16;11.227.772,78;20.284.775,94;7.564.483,02;12.720.292,92;7.560.596,69;0,00;7.560.596,69;12.724.179,25;7.560.596,69;12.724.179,25;0,00;0,00;-7.564.483,02;20.284.775,94
06.05.071;ΥΠΗΡΕΣΙΕΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ - ΣΧΕΔΙΑΣΜΟΥ (Π.Δ.Ε.);1.827.958,61;-1.264.376,97;563.581,64;-58.024,80;621.606,44;-58.024,80;0,00;-58.024,80;621.606,44;-58.024,80;621.606,44;0,00;0,00;58.024,80;563.581,64
06.05.071.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;46,42;46,42;89,60;-43,18;89,60;0,00;89,60;-43,18;89,60;-43,18;0,00;0,00;-89,60;46,42
06.05.071.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;46,42;46,42;89,60;-43,18;89,60;0,00;89,60;-43,18;89,60;-43,18;0,00;0,00;-89,60;46,42
06.05.071.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;46,42;46,42;89,60;-43,18;89,60;0,00;89,60;-43,18;89,60;-43,18;0,00;0,00;-89,60;46,42
06.05.071.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;46,42;46,42;89,60;-43,18;89,60;0,00;89,60;-43,18;89,60;-43,18;0,00;0,00;-89,60;46,42
06.05.071.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (2001000074) ΟΣΚ;0,00;46,42;46,42;89,60;-43,18;89,60;0,00;89,60;-43,18;89,60;-43,18;0,00;0,00;-89,60;46,42
06.05.071.9000;Έσοδα απο επιχορηγήσεις κλπ για επενδύσεις;1.690.728,49;-1.648.140,66;42.587,83;-58.114,40;100.702,23;-58.114,40;0,00;-58.114,40;100.702,23;-58.114,40;100.702,23;0,00;0,00;58.114,40;42.587,83
06.05.071.9400;Επιχορηγήσεις απο τον Π/Υ Δημοσίων Επενδύσεων;1.687.966,95;-1.645.379,12;42.587,83;-58.114,40;100.702,23;-58.114,40;0,00;-58.114,40;100.702,23;-58.114,40;100.702,23;0,00;0,00;58.114,40;42.587,83
06.05.071.9450;Επιχορηγήσεις για Γεωργία - Δάση - Αλιεία;1.687.966,95;-1.687.966,95;0,00;-101.108,20;101.108,20;-101.108,20;0,00;-101.108,20;101.108,20;-101.108,20;101.108,20;0,00;0,00;101.108,20;0,00
06.05.071.9454;Επιχορηγήσεις για Τουρισμό - Μουσεία - Μνημεία - Εκπαίδευση;136.200,00;-136.200,00;0,00;-8.800,00;8.800,00;-8.800,00;0,00;-8.800,00;8.800,00;-8.800,00;8.800,00;0,00;0,00;8.800,00;0,00
06.05.071.9454.β;Επιχορηγήσεις για Εκπαίδευση;136.200,00;-136.200,00;0,00;-8.800,00;8.800,00;-8.800,00;0,00;-8.800,00;8.800,00;-8.800,00;8.800,00;0,00;0,00;8.800,00;0,00
06.05.071.9454.β.3;Επιχορηγήσεις για Εκπαίδευση - ΣΑΝΑ 8;136.200,00;-136.200,00;0,00;-8.800,00;8.800,00;-8.800,00;0,00;-8.800,00;8.800,00;-8.800,00;8.800,00;0,00;0,00;8.800,00;0,00
06.05.071.9454.β.3.3;Επιχορηγήσεις για Εκπαίδευση - ΣΑΝΑ 8 - 4ο Ολοήμερο Νηπιαγωγείο Εδεσσας;136.200,00;-136.200,00;0,00;-8.800,00;8.800,00;-8.800,00;0,00;-8.800,00;8.800,00;-8.800,00;8.800,00;0,00;0,00;8.800,00;0,00
06.05.071.9455;Επιχορηγήσεις για Οικισμό - Υγεία - Πρόνοια;1.526.141,95;-1.526.141,95;0,00;-92.308,20;92.308,20;-92.308,20;0,00;-92.308,20;92.308,20;-92.308,20;92.308,20;0,00;0,00;92.308,20;0,00
