Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.04.721.5262.01;Οδοιπορικά, αποζημίωση και έξοδα κίνησης προσώπων που απασχολούνται με τη διενέργεια εκλογών;0,00;69.000,00;69.000,00;68.361,25;638,75;68.361,25;638,75;68.361,25;638,75;68.361,25;638,75;0,00;0,00;-68.361,25;69.000,00;68.361,25
02.04.721.7000;Αγορά οικοπέδων και κτιρίων στην ημεδαπή;0,00;600,00;600,00;0,00;600,00;0,00;600,00;0,00;600,00;0,00;600,00;0,00;0,00;0,00;600,00;0,00
02.04.721.7300;Συμμετοχή στο μετοχικό κεφάλαιο εταιριών και Οργανισμών;0,00;600,00;600,00;0,00;600,00;0,00;600,00;0,00;600,00;0,00;600,00;0,00;0,00;0,00;600,00;0,00
02.04.721.7320;Συμμετοχή στο μετοχικό κεφάλαιο εταιριών και Οργανισμών;0,00;600,00;600,00;0,00;600,00;0,00;600,00;0,00;600,00;0,00;600,00;0,00;0,00;0,00;600,00;0,00
02.04.721.7321;Συμμετοχή του Δημοσίου στο μετοχικό κεφάλαιο εταιρειών κ.λπ.;0,00;600,00;600,00;0,00;600,00;0,00;600,00;0,00;600,00;0,00;600,00;0,00;0,00;0,00;600,00;0,00
02.04.721.7321.01;Συμμετοχή του Δημοσίου στο μετοχικό κεφάλαιο εταιρειών κ.λπ.;0,00;600,00;600,00;0,00;600,00;0,00;600,00;0,00;600,00;0,00;600,00;0,00;0,00;0,00;600,00;0,00
02.04.721.9000;Πληρωμές για επενδύσεις;531.400,00;3.256.726,46;3.788.126,46;436.531,84;3.351.594,62;436.531,84;3.351.594,62;310.012,49;3.478.113,97;310.012,49;3.478.113,97;0,00;0,00;-436.531,84;3.788.126,46;436.531,84
02.04.721.9700;Επενδύσεις εκτελούμενες απο τα έσοδα των ΝΠΔΔ;531.400,00;3.256.726,46;3.788.126,46;436.531,84;3.351.594,62;436.531,84;3.351.594,62;310.012,49;3.478.113,97;310.012,49;3.478.113,97;0,00;0,00;-436.531,84;3.788.126,46;436.531,84
02.04.721.9760;Μελέτες, έρευνες, πειραματικές εργασίες;0,00;81.000,00;81.000,00;17.340,00;63.660,00;17.340,00;63.660,00;7.500,00;73.500,00;7.500,00;73.500,00;0,00;0,00;-17.340,00;81.000,00;17.340,00
02.04.721.9761;Επιστημονικές μελέτες και έρευνες;0,00;40.000,00;40.000,00;9.840,00;30.160,00;9.840,00;30.160,00;0,00;40.000,00;0,00;40.000,00;0,00;0,00;-9.840,00;40.000,00;9.840,00
02.04.721.9761.01;Επιστημονικές μελέτες και έρευνες;0,00;40.000,00;40.000,00;9.840,00;30.160,00;9.840,00;30.160,00;0,00;40.000,00;0,00;40.000,00;0,00;0,00;-9.840,00;40.000,00;9.840,00
02.04.721.9762;Μελέτες και έρευνες για εκτέλεση έργων;0,00;21.000,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;0,00;0,00;21.000,00;0,00
02.04.721.9762.01;ΜΕΛΕΤΕΣ ΚΑΙ ΕΡΕΥΝΕΣ ΓΙΑ ΕΚΤΕΛΕΣΗ ΕΡΓΩΝ;0,00;21.000,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;21.000,00;0,00;0,00;0,00;21.000,00;0,00
02.04.721.9769;Μελέτες, έρευνες, πειραματικές εργασίες που δεν κατανομάζονται ειδικά.;0,00;20.000,00;20.000,00;7.500,00;12.500,00;7.500,00;12.500,00;7.500,00;12.500,00;7.500,00;12.500,00;0,00;0,00;-7.500,00;20.000,00;7.500,00
02.04.721.9769.01;Μελέτες, έρευνες, πειραματικές εργασίες που δεν κατανομάζονται ειδικά.;0,00;20.000,00;20.000,00;7.500,00;12.500,00;7.500,00;12.500,00;7.500,00;12.500,00;7.500,00;12.500,00;0,00;0,00;-7.500,00;20.000,00;7.500,00
02.04.721.9770;Εκτέλεση συγκοινωνιακών έργων;531.400,00;3.175.726,46;3.707.126,46;419.191,84;3.287.934,62;419.191,84;3.287.934,62;302.512,49;3.404.613,97;302.512,49;3.404.613,97;0,00;0,00;-419.191,84;3.707.126,46;419.191,84
02.04.721.9771;Εκτέλεση συγκοινωνιακών έργων;454.500,00;611.884,86;1.066.384,86;369.229,71;697.155,15;369.229,71;697.155,15;253.076,22;813.308,64;253.076,22;813.308,64;0,00;0,00;-369.229,71;1.066.384,86;369.229,71
02.04.721.9771.α;Εκτέλεση συγκοινωνιακών έργων-Τέλη μεταβίβασης;454.500,00;611.884,86;1.066.384,86;369.229,71;697.155,15;369.229,71;697.155,15;253.076,22;813.308,64;253.076,22;813.308,64;0,00;0,00;-369.229,71;1.066.384,86;369.229,71
02.04.721.9771.α.01;Εκτέλεση συγκοινωνιακών έργων-Τέλη μεταβίβασης;454.500,00;611.884,86;1.066.384,86;369.229,71;697.155,15;369.229,71;697.155,15;253.076,22;813.308,64;253.076,22;813.308,64;0,00;0,00;-369.229,71;1.066.384,86;369.229,71
02.04.721.9773;Εκτέλεση έργων ύδρευσης και άρδευσης.;0,00;50.000,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.04.721.9773.01;Εκτέλεση έργων ύδρευσης και άρδευσης.;0,00;50.000,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.04.721.9777;Εκτέλεση έργων αθλητισμού;0,00;47.000,00;47.000,00;0,00;47.000,00;0,00;47.000,00;0,00;47.000,00;0,00;47.000,00;0,00;0,00;0,00;47.000,00;0,00
02.04.721.9777.01;Εκτέλεση έργων αθλητισμού;0,00;47.000,00;47.000,00;0,00;47.000,00;0,00;47.000,00;0,00;47.000,00;0,00;47.000,00;0,00;0,00;0,00;47.000,00;0,00
02.04.721.9779;Εκτέλεση λοιπών έργων που δεν κατονομάζονται ειδικά;76.900,00;2.466.841,60;2.543.741,60;49.962,13;2.493.779,47;49.962,13;2.493.779,47;49.436,27;2.494.305,33;49.436,27;2.494.305,33;0,00;0,00;-49.962,13;2.543.741,60;49.962,13
02.04.721.9779.α;Εκτέλεση λοιπών έργων που δεν κατονομάζονται ειδικά-Πρόστιμα;76.900,00;1.742.341,60;1.819.241,60;0,00;1.819.241,60;0,00;1.819.241,60;0,00;1.819.241,60;0,00;1.819.241,60;0,00;0,00;0,00;1.819.241,60;0,00
02.04.721.9779.α.01;Εκτέλεση λοιπών έργων που δεν κατονομάζονται ειδικά-Πρόστιμα;76.900,00;1.742.341,60;1.819.241,60;0,00;1.819.241,60;0,00;1.819.241,60;0,00;1.819.241,60;0,00;1.819.241,60;0,00;0,00;0,00;1.819.241,60;0,00
02.04.721.9779.β;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Γεωργία;0,00;724.500,00;724.500,00;49.962,13;674.537,87;49.962,13;674.537,87;49.436,27;675.063,73;49.436,27;675.063,73;0,00;0,00;-49.962,13;724.500,00;49.962,13
02.04.721.9779.β.01;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Γεωργία;0,00;724.500,00;724.500,00;49.962,13;674.537,87;49.962,13;674.537,87;49.436,27;675.063,73;49.436,27;675.063,73;0,00;0,00;-49.962,13;724.500,00;49.962,13
02.04.721.9800;Επενδύσεις εκτελούμενες απο τα έσοδα των Ν.Π.Δ.Δ.;0,00;110.000,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;0,00;0,00;110.000,00;0,00
02.04.721.9820;Δαπάνες διοίκησης και λειτουργίας;0,00;110.000,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;0,00;0,00;110.000,00;0,00
02.04.721.9829;Λοιπές δαπάνες διοίκησης και λειτουργίας;0,00;110.000,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;0,00;0,00;110.000,00;0,00
02.04.721.9829.01;Λοιπές δαπάνες διοίκησης και λειτουργίας;0,00;110.000,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;110.000,00;0,00;0,00;0,00;110.000,00;0,00
02.04.721.A100;Τακτικό Αποθεματικό;6.157,00;142.163,00;148.320,00;0,00;148.320,00;0,00;148.320,00;0,00;148.320,00;0,00;148.320,00;0,00;0,00;0,00;148.320,00;0,00
02.04.721.A110;Τακτικό Αποθεματικό;6.157,00;142.163,00;148.320,00;0,00;148.320,00;0,00;148.320,00;0,00;148.320,00;0,00;148.320,00;0,00;0,00;0,00;148.320,00;0,00
02.04.721.A110.01;Τακτικό Αποθεματικό;6.157,00;142.163,00;148.320,00;0,00;148.320,00;0,00;148.320,00;0,00;148.320,00;0,00;148.320,00;0,00;0,00;0,00;148.320,00;0,00
02.04.722;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ (τ.Ν.Τ.);186.000,00;166.310,17;352.310,17;34.898,82;317.411,35;34.899,52;317.410,65;31.089,83;321.220,34;31.089,83;321.220,34;0,00;0,00;-34.899,52;352.310,17;34.898,82
02.04.722.0000;Πληρωμές για Υπηρεσίες;39.000,00;22.815,77;61.815,77;14.783,52;47.032,25;14.783,52;47.032,25;14.236,17;47.579,60;14.236,17;47.579,60;0,00;0,00;-14.783,52;61.815,77;14.783,52
02.04.722.0700;Πληρωμές για μετακίνησεις;0,00;2.815,77;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;0,00;0,00;2.815,77;0,00
02.04.722.0710;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);0,00;2.815,77;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;0,00;0,00;2.815,77;0,00
02.04.722.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);0,00;2.815,77;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;0,00;0,00;2.815,77;0,00
02.04.722.0711.01;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);0,00;2.815,77;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;2.815,77;0,00;0,00;0,00;2.815,77;0,00
02.04.722.0800;Πληρωμές για λοιπές υπηρεσίες;39.000,00;20.000,00;59.000,00;14.783,52;44.216,48;14.783,52;44.216,48;14.236,17;44.763,83;14.236,17;44.763,83;0,00;0,00;-14.783,52;59.000,00;14.783,52
02.04.722.0860;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;39.000,00;20.000,00;59.000,00;14.783,52;44.216,48;14.783,52;44.216,48;14.236,17;44.763,83;14.236,17;44.763,83;0,00;0,00;-14.783,52;59.000,00;14.783,52
02.04.722.0861;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;39.000,00;20.000,00;59.000,00;14.783,52;44.216,48;14.783,52;44.216,48;14.236,17;44.763,83;14.236,17;44.763,83;0,00;0,00;-14.783,52;59.000,00;14.783,52
02.04.722.0861.01;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;24.000,00;3.500,00;27.500,00;2.995,05;24.504,95;2.995,05;24.504,95;2.447,70;25.052,30;2.447,70;25.052,30;0,00;0,00;-2.995,05;27.500,00;2.995,05
02.04.722.0861.02;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;15.000,00;16.500,00;31.500,00;11.788,47;19.711,53;11.788,47;19.711,53;11.788,47;19.711,53;11.788,47;19.711,53;0,00;0,00;-11.788,47;31.500,00;11.788,47
02.04.722.1000;Προμήθειες αγαθών και κεφαλαιακού εξοπλισμού;81.000,00;15.455,05;96.455,05;20.115,30;76.339,75;20.116,00;76.339,05;16.853,66;79.601,39;16.853,66;79.601,39;0,00;0,00;-20.116,00;96.455,05;20.115,30
02.04.722.1300;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων και εξοπλισμού;43.000,00;11.000,00;54.000,00;13.874,03;40.125,97;13.874,73;40.125,27;13.874,03;40.125,97;13.874,03;40.125,97;0,00;0,00;-13.874,73;54.000,00;13.874,03
02.04.722.1320;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;43.000,00;11.000,00;54.000,00;13.874,03;40.125,97;13.874,73;40.125,27;13.874,03;40.125,97;13.874,03;40.125,97;0,00;0,00;-13.874,73;54.000,00;13.874,03
02.04.722.1321;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;43.000,00;11.000,00;54.000,00;13.874,03;40.125,97;13.874,73;40.125,27;13.874,03;40.125,97;13.874,03;40.125,97;0,00;0,00;-13.874,73;54.000,00;13.874,03
02.04.722.1321.01;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;24.000,00;3.500,00;27.500,00;962,93;26.537,07;962,93;26.537,07;962,93;26.537,07;962,93;26.537,07;0,00;0,00;-962,93;27.500,00;962,93
02.04.722.1321.02;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;19.000,00;7.500,00;26.500,00;12.911,10;13.588,90;12.911,80;13.588,20;12.911,10;13.588,90;12.911,10;13.588,90;0,00;0,00;-12.911,80;26.500,00;12.911,10
02.04.722.1400;Προμήθεια ιματισμού, υφασμάτων και συναφών υλικών;3.000,00;7.000,00;10.000,00;6.241,27;3.758,73;6.241,27;3.758,73;2.979,63;7.020,37;2.979,63;7.020,37;0,00;0,00;-6.241,27;10.000,00;6.241,27
02.04.722.1420;Προμήθεια ιματισμού, υφασμάτων και συναφών υλικών;3.000,00;7.000,00;10.000,00;6.241,27;3.758,73;6.241,27;3.758,73;2.979,63;7.020,37;2.979,63;7.020,37;0,00;0,00;-6.241,27;10.000,00;6.241,27
02.04.722.1421;Προμήθεια ιματισμού, υφασμάτων και συναφών υλικών;2.000,00;5.000,00;7.000,00;4.281,29;2.718,71;4.281,29;2.718,71;1.999,64;5.000,36;1.999,64;5.000,36;0,00;0,00;-4.281,29;7.000,00;4.281,29
02.04.722.1421.01;Προμήθεια ιματισμού, υφασμάτων και συναφών υλικών;2.000,00;5.000,00;7.000,00;4.281,29;2.718,71;4.281,29;2.718,71;1.999,64;5.000,36;1.999,64;5.000,36;0,00;0,00;-4.281,29;7.000,00;4.281,29
02.04.722.1423;Προμήθεια ειδών υπόδησης;1.000,00;2.000,00;3.000,00;1.959,98;1.040,02;1.959,98;1.040,02;979,99;2.020,01;979,99;2.020,01;0,00;0,00;-1.959,98;3.000,00;1.959,98
02.04.722.1423.01;Προμήθεια ειδών υπόδησης;1.000,00;2.000,00;3.000,00;1.959,98;1.040,02;1.959,98;1.040,02;979,99;2.020,01;979,99;2.020,01;0,00;0,00;-1.959,98;3.000,00;1.959,98
02.04.722.1700;Προμήθεια κεφαλαιακού εξοπλισμού;35.000,00;-2.544,95;32.455,05;0,00;32.455,05;0,00;32.455,05;0,00;32.455,05;0,00;32.455,05;0,00;0,00;0,00;32.455,05;0,00
02.04.722.1720;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;35.000,00;-2.544,95;32.455,05;0,00;32.455,05;0,00;32.455,05;0,00;32.455,05;0,00;32.455,05;0,00;0,00;0,00;32.455,05;0,00
02.04.722.1729;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;35.000,00;-2.544,95;32.455,05;0,00;32.455,05;0,00;32.455,05;0,00;32.455,05;0,00;32.455,05;0,00;0,00;0,00;32.455,05;0,00
02.04.722.1729.01;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;20.000,00;7.455,05;27.455,05;0,00;27.455,05;0,00;27.455,05;0,00;27.455,05;0,00;27.455,05;0,00;0,00;0,00;27.455,05;0,00
02.04.722.1729.02;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;15.000,00;-10.000,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00;0,00
02.04.722.9000;Πληρωμές για επενδύσεις;66.000,00;110.039,35;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;0,00;0,00;176.039,35;0,00
02.04.722.9700;Επενδύσεις εκτελούμενες απο τα έσοδα των Ν.Π.Δ.Δ.;66.000,00;110.039,35;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;0,00;0,00;176.039,35;0,00
02.04.722.9780;Συντήρηση συγκοινωνιακών έργων;66.000,00;110.039,35;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;0,00;0,00;176.039,35;0,00
02.04.722.9781;Συντήρηση συγκοινωνιακών έργων;66.000,00;110.039,35;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;0,00;0,00;176.039,35;0,00
02.04.722.9781.01;Συντήρηση συγκοινωνιακών έργων;66.000,00;110.039,35;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;176.039,35;0,00;0,00;0,00;176.039,35;0,00
02.04.722.Α100;Τακτικό Αποθεματικό;0,00;18.000,00;18.000,00;0,00;18.000,00;0,00;18.000,00;0,00;18.000,00;0,00;18.000,00;0,00;0,00;0,00;18.000,00;0,00
02.04.722.Α110;Τακτικό Αποθεματικό;0,00;18.000,00;18.000,00;0,00;18.000,00;0,00;18.000,00;0,00;18.000,00;0,00;18.000,00;0,00;0,00;0,00;18.000,00;0,00
02.04.722.Α110.01;Τακτικό Αποθεματικό;0,00;18.000,00;18.000,00;0,00;18.000,00;0,00;18.000,00;0,00;18.000,00;0,00;18.000,00;0,00;0,00;0,00;18.000,00;0,00
02.04.724;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;160.000,00;1.980.558,25;2.140.558,25;206.179,23;1.934.379,02;206.179,23;1.934.379,02;205.516,33;1.935.041,92;205.516,33;1.935.041,92;0,00;0,00;-206.179,23;2.140.558,25;206.179,23
02.04.724.9000;Πληρωμές για επενδύσεις;160.000,00;1.479.269,83;1.639.269,83;206.179,23;1.433.090,60;206.179,23;1.433.090,60;205.516,33;1.433.753,50;205.516,33;1.433.753,50;0,00;0,00;-206.179,23;1.639.269,83;206.179,23
02.04.724.9700;Επενδύσεις εκτελούμενες απο τα έσοδα των ΝΠΔΔ;160.000,00;1.479.269,83;1.639.269,83;206.179,23;1.433.090,60;206.179,23;1.433.090,60;205.516,33;1.433.753,50;205.516,33;1.433.753,50;0,00;0,00;-206.179,23;1.639.269,83;206.179,23
02.04.724.9770;Εκτέλεση συγκοινωνιακών έργων;160.000,00;1.477.796,39;1.637.796,39;206.179,23;1.431.617,16;206.179,23;1.431.617,16;205.516,33;1.432.280,06;205.516,33;1.432.280,06;0,00;0,00;-206.179,23;1.637.796,39;206.179,23
02.04.724.9771;Εκτέλεση συγκοινωνιακών έργων;160.000,00;1.040.118,91;1.200.118,91;182.400,00;1.017.718,91;182.400,00;1.017.718,91;182.400,00;1.017.718,91;182.400,00;1.017.718,91;0,00;0,00;-182.400,00;1.200.118,91;182.400,00
02.04.724.9771.α;Εκτέλεση συγκοινωνιακών έργων;160.000,00;1.040.118,91;1.200.118,91;182.400,00;1.017.718,91;182.400,00;1.017.718,91;182.400,00;1.017.718,91;182.400,00;1.017.718,91;0,00;0,00;-182.400,00;1.200.118,91;182.400,00
02.04.724.9771.α.01;Εκτέλεση συγκοινωνιακών έργων;160.000,00;1.040.118,91;1.200.118,91;182.400,00;1.017.718,91;182.400,00;1.017.718,91;182.400,00;1.017.718,91;182.400,00;1.017.718,91;0,00;0,00;-182.400,00;1.200.118,91;182.400,00
02.04.724.9773;Εκτέλεση έργων ύδρευσης και άρδευσης.;0,00;7.127,48;7.127,48;2.127,48;5.000,00;2.127,48;5.000,00;2.127,48;5.000,00;2.127,48;5.000,00;0,00;0,00;-2.127,48;7.127,48;2.127,48
02.04.724.9773.α;Εκτέλεση  έργων ύδρευσης ύδρευσης;0,00;7.127,48;7.127,48;2.127,48;5.000,00;2.127,48;5.000,00;2.127,48;5.000,00;2.127,48;5.000,00;0,00;0,00;-2.127,48;7.127,48;2.127,48
02.04.724.9773.α.01;Εκτέλεση  έργων ύδρευσης ύδρευσης;0,00;7.127,48;7.127,48;2.127,48;5.000,00;2.127,48;5.000,00;2.127,48;5.000,00;2.127,48;5.000,00;0,00;0,00;-2.127,48;7.127,48;2.127,48
02.04.724.9776;Εκτέλεση εγγειοβελτιωτικών έργων.;0,00;50.000,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.04.724.9776.01;Εκτέλεση εγγειοβελτιωτικών έργων.;0,00;50.000,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.04.724.9779;Εκτέλεση λοιπών έργων που δεν κατονομάζονται ειδικά;0,00;380.550,00;380.550,00;21.651,75;358.898,25;21.651,75;358.898,25;20.988,85;359.561,15;20.988,85;359.561,15;0,00;0,00;-21.651,75;380.550,00;21.651,75
02.04.724.9779.β;Εκτέλεση λοιπών έργων που δεν κατονομάζονται ειδικά - Γεωργία;0,00;30.000,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;0,00;0,00;30.000,00;0,00
02.04.724.9779.β.01;Εκτέλεση λοιπών έργων που δεν κατονομάζονται ειδικά - Γεωργία;0,00;30.000,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;0,00;0,00;30.000,00;0,00
02.04.724.9779.γ;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Περιβάλολον;0,00;36.500,00;36.500,00;0,00;36.500,00;0,00;36.500,00;0,00;36.500,00;0,00;36.500,00;0,00;0,00;0,00;36.500,00;0,00
02.04.724.9779.γ.01;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Περιβάλολον;0,00;36.500,00;36.500,00;0,00;36.500,00;0,00;36.500,00;0,00;36.500,00;0,00;36.500,00;0,00;0,00;0,00;36.500,00;0,00
02.04.724.9779.ε;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Ερευνα & Τεχνολιγία;0,00;26.050,00;26.050,00;16.387,50;9.662,50;16.387,50;9.662,50;16.387,50;9.662,50;16.387,50;9.662,50;0,00;0,00;-16.387,50;26.050,00;16.387,50
02.04.724.9779.ε.01;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Ερευνα & Τεχνολιγία;0,00;26.050,00;26.050,00;16.387,50;9.662,50;16.387,50;9.662,50;16.387,50;9.662,50;16.387,50;9.662,50;0,00;0,00;-16.387,50;26.050,00;16.387,50
02.04.724.9779.ζ;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Τουρισμός;0,00;200.000,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;0,00;0,00;200.000,00;0,00
02.04.724.9779.ζ.01;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Τουρισμός;0,00;200.000,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;200.000,00;0,00;0,00;0,00;200.000,00;0,00
02.04.724.9779.η;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Υγεία;0,00;5.000,00;5.000,00;2.496,90;2.503,10;2.496,90;2.503,10;2.496,90;2.503,10;2.496,90;2.503,10;0,00;0,00;-2.496,90;5.000,00;2.496,90
02.04.724.9779.η.01;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Υγεία;0,00;5.000,00;5.000,00;2.496,90;2.503,10;2.496,90;2.503,10;2.496,90;2.503,10;2.496,90;2.503,10;0,00;0,00;-2.496,90;5.000,00;2.496,90
02.04.724.9779.θ;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Διάφορα;0,00;83.000,00;83.000,00;2.767,35;80.232,65;2.767,35;80.232,65;2.104,45;80.895,55;2.104,45;80.895,55;0,00;0,00;-2.767,35;83.000,00;2.767,35
02.04.724.9779.θ.01;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Διάφορα;0,00;75.000,00;75.000,00;765,20;74.234,80;765,20;74.234,80;102,30;74.897,70;102,30;74.897,70;0,00;0,00;-765,20;75.000,00;765,20
02.04.724.9779.θ.02;Εκτέλεση λοιπων έργων που δεν κατανομάζονται ειδικά - Διάφορα;0,00;8.000,00;8.000,00;2.002,15;5.997,85;2.002,15;5.997,85;2.002,15;5.997,85;2.002,15;5.997,85;0,00;0,00;-2.002,15;8.000,00;2.002,15
02.04.724.9780;Συντήρηση συγκοινωνιακών έργων;0,00;1.473,44;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;0,00;0,00;1.473,44;0,00
02.04.724.9781;Συντήρηση συγκοινωνιακών έργων;0,00;1.473,44;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;0,00;0,00;1.473,44;0,00
02.04.724.9781.01;Συντήρηση συγκοινωνιακών έργων;0,00;1.473,44;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;1.473,44;0,00;0,00;0,00;1.473,44;0,00
02.04.724.Α110;Τακτικό Αποθεματικό;0,00;501.288,42;501.288,42;0,00;501.288,42;0,00;501.288,42;0,00;501.288,42;0,00;501.288,42;0,00;0,00;0,00;501.288,42;0,00
02.04.724.Α110.01;Τακτικό Αποθεματικό;0,00;501.288,42;501.288,42;0,00;501.288,42;0,00;501.288,42;0,00;501.288,42;0,00;501.288,42;0,00;0,00;0,00;501.288,42;0,00
02.05;ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΠΕΛΛΑΣ;9.057.003,16;11.227.772,78;20.284.775,94;7.074.851,15;13.209.924,79;6.971.532,34;13.313.243,60;6.927.781,49;13.356.994,45;6.927.781,49;13.356.994,45;0,00;0,00;-6.971.532,34;20.284.775,94;7.074.851,15
