Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.04.192.0820;Μεταφορά μαθητών;1.500.000,00;-613.938,75;886.061,25;582.694,07;303.367,18;562.659,02;323.402,23;321.451,42;564.609,83;321.451,42;564.609,83;0,00;0,00;-562.659,02;886.061,25;582.694,07
02.04.192.0821;Μεταφορά μαθητών;1.500.000,00;-613.938,75;886.061,25;582.694,07;303.367,18;562.659,02;323.402,23;321.451,42;564.609,83;321.451,42;564.609,83;0,00;0,00;-562.659,02;886.061,25;582.694,07
02.04.192.0821.α;Μεταφορά μαθητών;1.500.000,00;-613.938,75;886.061,25;582.694,07;303.367,18;562.659,02;323.402,23;321.451,42;564.609,83;321.451,42;564.609,83;0,00;0,00;-562.659,02;886.061,25;582.694,07
02.04.291;ΥΠΗΡΕΣΙΕΣ ΓΕΩΡΓΙΑΣ;27.050,00;11.602,64;38.652,64;10.882,30;27.770,34;10.686,55;27.966,09;9.116,33;29.536,31;9.116,33;29.536,31;0,00;0,00;-10.686,55;38.652,64;10.882,30
02.04.291.0000;Πληρωμές για Υπηρεσίες;8.800,00;-3.668,63;5.131,37;243,75;4.887,62;243,75;4.887,62;243,75;4.887,62;243,75;4.887,62;0,00;0,00;-243,75;5.131,37;243,75
02.04.291.0700;Πληρωμές για μετακινήσεις;8.800,00;-3.668,63;5.131,37;243,75;4.887,62;243,75;4.887,62;243,75;4.887,62;243,75;4.887,62;0,00;0,00;-243,75;5.131,37;243,75
02.04.291.0710;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);8.800,00;-3.668,63;5.131,37;243,75;4.887,62;243,75;4.887,62;243,75;4.887,62;243,75;4.887,62;0,00;0,00;-243,75;5.131,37;243,75
02.04.291.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);8.800,00;-3.668,63;5.131,37;243,75;4.887,62;243,75;4.887,62;243,75;4.887,62;243,75;4.887,62;0,00;0,00;-243,75;5.131,37;243,75
02.04.291.5000;Δαπάνες που δεν εντάσσονται σε άλλες κατηγορίες;18.250,00;15.271,27;33.521,27;10.638,55;22.882,72;10.442,80;23.078,47;8.872,58;24.648,69;8.872,58;24.648,69;0,00;0,00;-10.442,80;33.521,27;10.638,55
02.04.291.5200;Διάφορες σύνθετες δαπάνες;11.750,00;3.460,46;15.210,46;3.804,73;11.405,73;3.804,73;11.405,73;3.643,69;11.566,77;3.643,69;11.566,77;0,00;0,00;-3.804,73;15.210,46;3.804,73
02.04.291.5240;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;11.750,00;3.460,46;15.210,46;3.804,73;11.405,73;3.804,73;11.405,73;3.643,69;11.566,77;3.643,69;11.566,77;0,00;0,00;-3.804,73;15.210,46;3.804,73
02.04.291.5243;;2.300,00;1.648,86;3.948,86;1.548,69;2.400,17;1.548,69;2.400,17;1.548,69;2.400,17;1.548,69;2.400,17;0,00;0,00;-1.548,69;3.948,86;1.548,69
02.04.291.5243.α;ΟΣΔΕ Γεωργίας;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00
02.04.291.5243.α.1;Οδοιπορικά;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00
02.04.291.5243.β;ΟΣΔΕ Τοπογραφικής;2.300,00;1.644,86;3.944,86;1.548,69;2.396,17;1.548,69;2.396,17;1.548,69;2.396,17;1.548,69;2.396,17;0,00;0,00;-1.548,69;3.944,86;1.548,69
02.04.291.5243.β.1;Οδοιπορικά;2.000,00;1.634,86;3.634,86;1.548,69;2.086,17;1.548,69;2.086,17;1.548,69;2.086,17;1.548,69;2.086,17;0,00;0,00;-1.548,69;3.634,86;1.548,69
02.04.291.5243.β.2;Υλικά;300,00;10,00;310,00;0,00;310,00;0,00;310,00;0,00;310,00;0,00;310,00;0,00;0,00;0,00;310,00;0,00
02.04.291.5244;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;9.450,00;1.811,60;11.261,60;2.256,04;9.005,56;2.256,04;9.005,56;2.095,00;9.166,60;2.095,00;9.166,60;0,00;0,00;-2.256,04;11.261,60;2.256,04
02.04.291.5244.β;Έρευνα γάλακτος;0,00;73,51;73,51;0,00;73,51;0,00;73,51;0,00;73,51;0,00;73,51;0,00;0,00;0,00;73,51;0,00
02.04.291.5244.ε;Τηλεπισκόπιση-Γεωργικές Στατιστικές;0,00;1.192,72;1.192,72;336,06;856,66;336,06;856,66;336,06;856,66;336,06;856,66;0,00;0,00;-336,06;1.192,72;336,06
02.04.291.5244.η;Ποιοτικός έλεγχος;0,00;2,17;2,17;0,00;2,17;0,00;2,17;0,00;2,17;0,00;2,17;0,00;0,00;0,00;2,17;0,00
02.04.291.5244.η.1;Ποιοτικός έλεγχος-Οδοιπορικά;0,00;2,17;2,17;0,00;2,17;0,00;2,17;0,00;2,17;0,00;2,17;0,00;0,00;0,00;2,17;0,00
02.04.291.5244.θ;Φυτοπροστασία - Απεντομώσεις;5.850,00;1.759,82;7.609,82;1.552,11;6.057,71;1.552,11;6.057,71;1.391,07;6.218,75;1.391,07;6.218,75;0,00;0,00;-1.552,11;7.609,82;1.552,11
02.04.291.5244.ιβ;Πρόγραμμα κυκλοφορίας ζωοτροφών;3.600,00;-1.790,32;1.809,68;0,00;1.809,68;0,00;1.809,68;0,00;1.809,68;0,00;1.809,68;0,00;0,00;0,00;1.809,68;0,00
02.04.291.5244.ιγ;Πρόγραμμα Μελισσοκομίας;0,00;573,70;573,70;367,87;205,83;367,87;205,83;367,87;205,83;367,87;205,83;0,00;0,00;-367,87;573,70;367,87
02.04.291.5300;Προγρ'αμματα χρηματοδοτούμενα απο την Ε.Ε.;6.500,00;11.810,81;18.310,81;6.833,82;11.476,99;6.638,07;11.672,74;5.228,89;13.081,92;5.228,89;13.081,92;0,00;0,00;-6.638,07;18.310,81;6.833,82
02.04.291.5320;Λοιπες γεωργικές δαπάνες;6.500,00;11.810,81;18.310,81;6.833,82;11.476,99;6.638,07;11.672,74;5.228,89;13.081,92;5.228,89;13.081,92;0,00;0,00;-6.638,07;18.310,81;6.833,82
02.04.291.5329;Λοιπες γεωργικές δαπάνες;6.500,00;11.810,81;18.310,81;6.833,82;11.476,99;6.638,07;11.672,74;5.228,89;13.081,92;5.228,89;13.081,92;0,00;0,00;-6.638,07;18.310,81;6.833,82
02.04.291.5329.γ;Αγροτοπεριβαντολογικά;1.500,00;3.422,33;4.922,33;1.373,87;3.548,46;1.178,12;3.744,21;694,14;4.228,19;694,14;4.228,19;0,00;0,00;-1.178,12;4.922,33;1.373,87
02.04.291.5329.δ;Πρόγραμμα RICA;5.000,00;8.388,48;13.388,48;5.459,95;7.928,53;5.459,95;7.928,53;4.534,75;8.853,73;4.534,75;8.853,73;0,00;0,00;-5.459,95;13.388,48;5.459,95
02.04.292;ΥΠΗΡΕΣΙΕΣ ΚΤΗΝΟΤΡΟΦΙΑΣ;132.100,00;256,71;132.356,71;9.530,97;122.825,74;9.530,97;122.825,74;9.396,39;122.960,32;9.396,39;122.960,32;0,00;0,00;-9.530,97;132.356,71;9.530,97
02.04.292.0000;Πληρωμές για Υπηρεσίες;76.100,00;-41.999,01;34.100,99;5.331,89;28.769,10;5.331,89;28.769,10;5.331,89;28.769,10;5.331,89;28.769,10;0,00;0,00;-5.331,89;34.100,99;5.331,89
02.04.292.0300;Αμοιβές υπαλλήλων με σχέση εργασίας Ι.Δ. ορισμένου χρόνου και ειδικών κατηγοριών;76.100,00;-41.999,01;34.100,99;5.331,89;28.769,10;5.331,89;28.769,10;5.331,89;28.769,10;5.331,89;28.769,10;0,00;0,00;-5.331,89;34.100,99;5.331,89
02.04.292.0340;Αμοιβές προσωπικού με σχέση εργασίας ιδιωτικού δικαίου ορισμένου χρόνου γενικά;60.000,00;-36.999,01;23.000,99;4.144,20;18.856,79;4.144,20;18.856,79;4.144,20;18.856,79;4.144,20;18.856,79;0,00;0,00;-4.144,20;23.000,99;4.144,20
02.04.292.0342;Αμοιβές προσωπικού με σχέση εργασίας ιδιωτικού δικαίου ορισμένου χρόνου γενικά;60.000,00;-36.999,01;23.000,99;4.144,20;18.856,79;4.144,20;18.856,79;4.144,20;18.856,79;4.144,20;18.856,79;0,00;0,00;-4.144,20;23.000,99;4.144,20
02.04.292.0350;Εισφορές σε ασφαλιστικούς οργανισμούς προσωπικού με σχέση εργασίας ιδιωτικού δικαίου ορισμένου χρόνου γενικά;16.100,00;-5.000,00;11.100,00;1.187,69;9.912,31;1.187,69;9.912,31;1.187,69;9.912,31;1.187,69;9.912,31;0,00;0,00;-1.187,69;11.100,00;1.187,69
02.04.292.0352;Εισφορές σε ασφαλιστικούς οργανισμούς προσωπικού με σχέση εργασίας ιδιωτικού δικαίου ορισμένου χρόνου γενικά;16.100,00;-5.000,00;11.100,00;1.187,69;9.912,31;1.187,69;9.912,31;1.187,69;9.912,31;1.187,69;9.912,31;0,00;0,00;-1.187,69;11.100,00;1.187,69
02.04.292.5000;Δαπάνες που δεν εντάσσονται σε άλλες κατηγορίες;56.000,00;42.255,72;98.255,72;4.199,08;94.056,64;4.199,08;94.056,64;4.064,50;94.191,22;4.064,50;94.191,22;0,00;0,00;-4.199,08;98.255,72;4.199,08
02.04.292.5200;Διάφορες σύνθετες δαπάνες;26.000,00;21.035,47;47.035,47;2.784,90;44.250,57;2.784,90;44.250,57;2.784,90;44.250,57;2.784,90;44.250,57;0,00;0,00;-2.784,90;47.035,47;2.784,90
02.04.292.5240;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;26.000,00;21.035,47;47.035,47;2.784,90;44.250,57;2.784,90;44.250,57;2.784,90;44.250,57;2.784,90;44.250,57;0,00;0,00;-2.784,90;47.035,47;2.784,90
02.04.292.5243;Πρόγραμμα Ο.Σ.Δ.Ε.-Κτηνιατρική;15.000,00;15.003,61;30.003,61;2.784,90;27.218,71;2.784,90;27.218,71;2.784,90;27.218,71;2.784,90;27.218,71;0,00;0,00;-2.784,90;30.003,61;2.784,90
02.04.292.5243.α;Πρόγραμμα Ο.Σ.Δ.Ε.-Κτηνιατρική;15.000,00;15.003,61;30.003,61;2.784,90;27.218,71;2.784,90;27.218,71;2.784,90;27.218,71;2.784,90;27.218,71;0,00;0,00;-2.784,90;30.003,61;2.784,90
02.04.292.5243.α.1;Πρόγραμμα Ο.Σ.Δ.Ε. - Οδοιπορικά;5.000,00;6.647,30;11.647,30;0,00;11.647,30;0,00;11.647,30;0,00;11.647,30;0,00;11.647,30;0,00;0,00;0,00;11.647,30;0,00
02.04.292.5243.α.2;Πρόγραμμα Ο.Σ.Δ.Ε. - Υλικά;10.000,00;8.356,31;18.356,31;2.784,90;15.571,41;2.784,90;15.571,41;2.784,90;15.571,41;2.784,90;15.571,41;0,00;0,00;-2.784,90;18.356,31;2.784,90
02.04.292.5244;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;11.000,00;6.031,86;17.031,86;0,00;17.031,86;0,00;17.031,86;0,00;17.031,86;0,00;17.031,86;0,00;0,00;0,00;17.031,86;0,00
02.04.292.5244.β;Τεχνητή σπερματέγχυση;1.000,00;1.638,23;2.638,23;0,00;2.638,23;0,00;2.638,23;0,00;2.638,23;0,00;2.638,23;0,00;0,00;0,00;2.638,23;0,00
02.04.292.5244.β.1;Τεχνητή σπερματέγχυση-Οδοιπορικά;1.000,00;1.638,23;2.638,23;0,00;2.638,23;0,00;2.638,23;0,00;2.638,23;0,00;2.638,23;0,00;0,00;0,00;2.638,23;0,00
02.04.292.5244.ε;Προμήθεια υλικών σχετικά με τη Γρίπη των Πτηνών;10.000,00;4.393,63;14.393,63;0,00;14.393,63;0,00;14.393,63;0,00;14.393,63;0,00;14.393,63;0,00;0,00;0,00;14.393,63;0,00
02.04.292.5244.ε.1;Γρίπη των Πτηνών - Οδοιπορικά;3.000,00;1.704,27;4.704,27;0,00;4.704,27;0,00;4.704,27;0,00;4.704,27;0,00;4.704,27;0,00;0,00;0,00;4.704,27;0,00
02.04.292.5244.ε.2;Υλικά;7.000,00;2.689,36;9.689,36;0,00;9.689,36;0,00;9.689,36;0,00;9.689,36;0,00;9.689,36;0,00;0,00;0,00;9.689,36;0,00
02.04.292.5300;Προγράμματα χρηματοδοτούμενα από την Ε.Ε.;30.000,00;21.220,25;51.220,25;1.414,18;49.806,07;1.414,18;49.806,07;1.279,60;49.940,65;1.279,60;49.940,65;0,00;0,00;-1.414,18;51.220,25;1.414,18
02.04.292.5320;Πρόγραμμα Εξυγίανσης Κτηνοτροφικού Κεφαλαίου - Πρόγραμμα φυματίωσης βρουκέλωσης;30.000,00;21.220,25;51.220,25;1.414,18;49.806,07;1.414,18;49.806,07;1.279,60;49.940,65;1.279,60;49.940,65;0,00;0,00;-1.414,18;51.220,25;1.414,18
02.04.292.5329;Πρόγραμμα Εξυγίανσης Κτηνοτροφικού Κεφαλαίου - Πρόγραμμα φυματίωσης βρουκέλωσης;30.000,00;21.220,25;51.220,25;1.414,18;49.806,07;1.414,18;49.806,07;1.279,60;49.940,65;1.279,60;49.940,65;0,00;0,00;-1.414,18;51.220,25;1.414,18
02.04.292.5329.α;Πρόγραμμα Εξυγίανσης Κτηνοτροφικού Κεφαλαίου - Πρόγραμμα φυματίωσης βρουκέλωσης;28.000,00;20.224,25;48.224,25;1.414,18;46.810,07;1.414,18;46.810,07;1.279,60;46.944,65;1.279,60;46.944,65;0,00;0,00;-1.414,18;48.224,25;1.414,18
02.04.292.5329.α.1;Πρόγραμμα Εξυγίανσης Κτηνοτροφικού Κεφαλαίου - Πρόγραμμα φυματίωσης βρουκέλωσης - Οδοιπορικά;28.000,00;20.224,25;48.224,25;1.414,18;46.810,07;1.414,18;46.810,07;1.279,60;46.944,65;1.279,60;46.944,65;0,00;0,00;-1.414,18;48.224,25;1.414,18
02.04.292.5329.β;Πρόγραμμα Ηλεκτρονικής Σήμανσης Ζώων;2.000,00;996,00;2.996,00;0,00;2.996,00;0,00;2.996,00;0,00;2.996,00;0,00;2.996,00;0,00;0,00;0,00;2.996,00;0,00
02.04.292.5329.β.1;Πρόγραμμα Ηλεκτρονικής Σήμανσης Ζώων-Οδοιπορικά;2.000,00;996,00;2.996,00;0,00;2.996,00;0,00;2.996,00;0,00;2.996,00;0,00;2.996,00;0,00;0,00;0,00;2.996,00;0,00
02.04.293;ΥΠΗΡΕΣΙΕΣ ΑΛΙΕΙΑΣ;750,00;634,79;1.384,79;839,86;544,93;839,86;544,93;839,86;544,93;839,86;544,93;0,00;0,00;-839,86;1.384,79;839,86
02.04.293.0000;Πληρωμές για Υπηρεσίες;750,00;634,79;1.384,79;839,86;544,93;839,86;544,93;839,86;544,93;839,86;544,93;0,00;0,00;-839,86;1.384,79;839,86
02.04.293.0700;Πληρωμές για μετακινήσεις;750,00;634,79;1.384,79;839,86;544,93;839,86;544,93;839,86;544,93;839,86;544,93;0,00;0,00;-839,86;1.384,79;839,86
02.04.293.0710;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);750,00;634,79;1.384,79;839,86;544,93;839,86;544,93;839,86;544,93;839,86;544,93;0,00;0,00;-839,86;1.384,79;839,86
02.04.293.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);750,00;634,79;1.384,79;839,86;544,93;839,86;544,93;839,86;544,93;839,86;544,93;0,00;0,00;-839,86;1.384,79;839,86
02.04.294;ΥΠΗΡΕΣΙΕΣ ΕΓΓΕΙΩΝ ΒΕΛΤΙΩΣΕΩΝ;7.215,73;-3.573,14;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;0,00;0,00;3.642,59;0,00
02.04.294.5000;Δαπάνες που δεν εντάσσονται σε άλλες κατηγορίες;7.215,73;-3.573,14;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;0,00;0,00;3.642,59;0,00
02.04.294.5200;Διάφορες σύνθετες δαπάνες;7.215,73;-3.573,14;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;0,00;0,00;3.642,59;0,00
02.04.294.5240;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;7.215,73;-3.573,14;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;0,00;0,00;3.642,59;0,00
02.04.294.5244;Δαπάνες γεωργίας, κτηνοτροφίας κλπ που δεν προβλέπονται σε άλλους κωδικούς αριθμούς εξόδων;7.215,73;-3.573,14;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;3.642,59;0,00;0,00;0,00;3.642,59;0,00
02.04.294.5244.α;Πρόγραμμα αγροτικού εξηλεκτρισμού;0,00;2.202,94;2.202,94;0,00;2.202,94;0,00;2.202,94;0,00;2.202,94;0,00;2.202,94;0,00;0,00;0,00;2.202,94;0,00
02.04.294.5244.α.1;Οδοιπορικά;0,00;2.202,94;2.202,94;0,00;2.202,94;0,00;2.202,94;0,00;2.202,94;0,00;2.202,94;0,00;0,00;0,00;2.202,94;0,00
02.04.294.5244.β;Πρόγραμμα  παρατηρητών;7.215,73;-5.776,08;1.439,65;0,00;1.439,65;0,00;1.439,65;0,00;1.439,65;0,00;1.439,65;0,00;0,00;0,00;1.439,65;0,00
02.04.294.5244.β.1;Οδοιπορικά;1.215,73;0,00;1.215,73;0,00;1.215,73;0,00;1.215,73;0,00;1.215,73;0,00;1.215,73;0,00;0,00;0,00;1.215,73;0,00
02.04.294.5244.β.3;Υλικά;6.000,00;-5.776,08;223,92;0,00;223,92;0,00;223,92;0,00;223,92;0,00;223,92;0,00;0,00;0,00;223,92;0,00
02.04.390;ΥΠΗΡΕΣΙΕΣ ΜΕΤΑΦΟΡΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΩΝ;550.000,00;-38.915,70;511.084,30;23.832,54;487.251,76;23.832,54;487.251,76;22.461,58;488.622,72;22.461,58;488.622,72;0,00;0,00;-23.832,54;511.084,30;23.832,54
02.04.390.0000;Πληρωμές για Υπηρεσίες;273.500,00;-137.000,00;136.500,00;18.980,22;117.519,78;18.980,22;117.519,78;18.980,22;117.519,78;18.980,22;117.519,78;0,00;0,00;-18.980,22;136.500,00;18.980,22
02.04.390.0500;Πρόσθετες & παραπόμενες παροχές.;200.000,00;-140.000,00;60.000,00;170,01;59.829,99;170,01;59.829,99;170,01;59.829,99;170,01;59.829,99;0,00;0,00;-170,01;60.000,00;170,01
02.04.390.0510;Αποζημίωση για υπερωριακή εργασία;200.000,00;-140.000,00;60.000,00;170,01;59.829,99;170,01;59.829,99;170,01;59.829,99;170,01;59.829,99;0,00;0,00;-170,01;60.000,00;170,01
02.04.390.0515;Αποζημείωση μελών συλλογικών οργάνων;200.000,00;-140.000,00;60.000,00;170,01;59.829,99;170,01;59.829,99;170,01;59.829,99;170,01;59.829,99;0,00;0,00;-170,01;60.000,00;170,01
02.04.390.0515.α;Αποζημίωση μελών συλλογικών οργάνων;200.000,00;-140.000,00;60.000,00;170,01;59.829,99;170,01;59.829,99;170,01;59.829,99;170,01;59.829,99;0,00;0,00;-170,01;60.000,00;170,01
02.04.390.0700;Πληρωμές για μετακινήσεις;2.000,00;0,00;2.000,00;291,10;1.708,90;291,10;1.708,90;291,10;1.708,90;291,10;1.708,90;0,00;0,00;-291,10;2.000,00;291,10
02.04.390.0710;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);2.000,00;0,00;2.000,00;291,10;1.708,90;291,10;1.708,90;291,10;1.708,90;291,10;1.708,90;0,00;0,00;-291,10;2.000,00;291,10
02.04.390.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);2.000,00;0,00;2.000,00;291,10;1.708,90;291,10;1.708,90;291,10;1.708,90;291,10;1.708,90;0,00;0,00;-291,10;2.000,00;291,10
02.04.390.0800;Πληρωμές για λοιπές υπηρεσίες;71.500,00;3.000,00;74.500,00;18.519,11;55.980,89;18.519,11;55.980,89;18.519,11;55.980,89;18.519,11;55.980,89;0,00;0,00;-18.519,11;74.500,00;18.519,11
02.04.390.0810;Μισθώματα κτιρίων;25.000,00;0,00;25.000,00;10.312,74;14.687,26;10.312,74;14.687,26;10.312,74;14.687,26;10.312,74;14.687,26;0,00;0,00;-10.312,74;25.000,00;10.312,74
02.04.390.0813;Μισθώματα κτιρίων;25.000,00;0,00;25.000,00;10.312,74;14.687,26;10.312,74;14.687,26;10.312,74;14.687,26;10.312,74;14.687,26;0,00;0,00;-10.312,74;25.000,00;10.312,74
02.04.390.0820;Ταχυδρομικά;12.000,00;0,00;12.000,00;0,00;12.000,00;0,00;12.000,00;0,00;12.000,00;0,00;12.000,00;0,00;0,00;0,00;12.000,00;0,00
02.04.390.0824;Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών (τέλη, μισθώματα και δαπάνες εγκαταστάσεων);12.000,00;0,00;12.000,00;0,00;12.000,00;0,00;12.000,00;0,00;12.000,00;0,00;12.000,00;0,00;0,00;0,00;12.000,00;0,00
02.04.390.0830;Υδρευση και άρδευση;21.000,00;0,00;21.000,00;6.259,49;14.740,51;6.259,49;14.740,51;6.259,49;14.740,51;6.259,49;14.740,51;0,00;0,00;-6.259,49;21.000,00;6.259,49
02.04.390.0831;Υδρευση και άρδευση;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.04.390.0832;Ηλεκτρική ενέργεια;20.000,00;0,00;20.000,00;6.259,49;13.740,51;6.259,49;13.740,51;6.259,49;13.740,51;6.259,49;13.740,51;0,00;0,00;-6.259,49;20.000,00;6.259,49
02.04.390.0840;Διαφημίσεις και δημοσιεύσεις γενικά;2.000,00;0,00;2.000,00;304,87;1.695,13;304,87;1.695,13;304,87;1.695,13;304,87;1.695,13;0,00;0,00;-304,87;2.000,00;304,87
02.04.390.0843;Εκδόσεις - Εκτυπώσεις - Βιβλιοδεσία (περιλαμβάνεται και η προμήθεια χάρτου);2.000,00;0,00;2.000,00;304,87;1.695,13;304,87;1.695,13;304,87;1.695,13;304,87;1.695,13;0,00;0,00;-304,87;2.000,00;304,87
02.04.390.0850;Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά, εγκαταστάσεων στρατωνισμού, ελλιμενισμού, αερολιμένων και λοιπών μόνιμων εγκαταστάσεων;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00;0,00
02.04.390.0851;Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά, εγκαταστάσεων στρατωνισμού, ελλιμενισμού, αερολιμένων και λοιπών μόνιμων εγκαταστάσεων;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00;0,00
02.04.390.0860;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;3.000,00;3.000,00;6.000,00;811,80;5.188,20;811,80;5.188,20;811,80;5.188,20;811,80;5.188,20;0,00;0,00;-811,80;6.000,00;811,80
02.04.390.0869;Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλισμού;3.000,00;3.000,00;6.000,00;811,80;5.188,20;811,80;5.188,20;811,80;5.188,20;811,80;5.188,20;0,00;0,00;-811,80;6.000,00;811,80
02.04.390.0870;Αμοιβές Φυσικών προσώπων;2.500,00;0,00;2.500,00;0,00;2.500,00;0,00;2.500,00;0,00;2.500,00;0,00;2.500,00;0,00;0,00;0,00;2.500,00;0,00
02.04.390.0871;Αμοιβές Φυσικών προσώπων;500,00;0,00;500,00;0,00;500,00;0,00;500,00;0,00;500,00;0,00;500,00;0,00;0,00;0,00;500,00;0,00
02.04.390.0879;Λοιπές  Αμοιβές  όσων  εκτελούν  ειδικές εργασίες;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00
02.04.390.0880;Αμοιβές για εκπαίδευση, μετεκπαίδεση, επιμόρφωση;2.000,00;0,00;2.000,00;830,21;1.169,79;830,21;1.169,79;830,21;1.169,79;830,21;1.169,79;0,00;0,00;-830,21;2.000,00;830,21
02.04.390.0881;Αμοιβές για εκπαίδευση, μετεκπαίδεση, επιμόρφωση;2.000,00;0,00;2.000,00;830,21;1.169,79;830,21;1.169,79;830,21;1.169,79;830,21;1.169,79;0,00;0,00;-830,21;2.000,00;830,21
02.04.390.1000;Προμήθειες αγαθών και κεφαλαιακού εξοπλισμού;58.000,00;9.000,00;67.000,00;2.700,96;64.299,04;2.700,96;64.299,04;1.330,00;65.670,00;1.330,00;65.670,00;0,00;0,00;-2.700,96;67.000,00;2.700,96
02.04.390.1300;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων και εξοπλισμού;0,00;5.000,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00;0,00
02.04.390.1310;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;0,00;2.000,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00
02.04.390.1311;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;0,00;2.000,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00
02.04.390.1320;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;0,00;3.000,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.04.390.1329;Προμήθεια ειδών συντήρησης και επισκευής κάθε είδους λοιπού εξοπλισμού;0,00;3.000,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;3.000,00;0,00;0,00;0,00;3.000,00;0,00
02.04.390.1400;Προμήθεια ειδών διατροφής, ιματισμού, υπόδησης,εξάρτησης, εστίασης, καταασκήνωσης και άθλησης.;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00;0,00
